Longitude,Latitude,PB_Nreq_Cetin,PB_CSR%
-146.475,64.267,14.228,14.707
-146.391,64.267,13.911,14.373
-146.307,64.267,13.617,14.061
-146.222,64.267,13.329,13.778
-146.138,64.267,12.953,13.403
-146.054,64.267,12.607,13.069
-149.334,64.302,15.638,16.287
-149.25,64.302,15.709,16.367
-149.165,64.302,15.859,16.552
-149.081,64.302,15.908,16.612
-148.997,64.302,15.947,16.656
-147.063,64.302,15.828,16.518
-146.979,64.302,15.626,16.275
-146.895,64.302,15.345,15.935
-146.811,64.302,15.138,15.71
-146.727,64.302,14.897,15.451
-146.643,64.302,14.698,15.218
-146.559,64.302,14.459,14.956
-146.475,64.302,14.063,14.55
-146.391,64.302,13.706,14.162
-146.307,64.302,13.431,13.889
-146.222,64.302,13.204,13.665
-146.138,64.302,12.92,13.383
-149.25,64.336,15.504,16.132
-149.165,64.336,15.667,16.33
-149.081,64.336,15.726,16.4
-148.997,64.336,15.74,16.411
-148.913,64.336,15.898,16.606
-147.147,64.336,15.749,16.434
-147.063,64.336,15.67,16.346
-146.979,64.336,15.446,16.076
-146.895,64.336,15.172,15.761
-146.811,64.336,15.041,15.622
-146.727,64.336,14.799,15.359
-146.643,64.336,14.565,15.078
-146.559,64.336,14.225,14.738
-149.165,64.37,15.595,16.249
-149.081,64.37,15.758,16.448
-148.997,64.37,15.792,16.484
-148.913,64.37,15.888,16.605
-147.147,64.37,15.592,16.25
-147.063,64.37,15.623,16.299
-146.979,64.37,15.503,16.162
-146.895,64.37,15.17,15.781
-146.811,64.37,14.992,15.596
-149.165,64.405,15.541,16.186
-149.081,64.405,15.669,16.341
-148.997,64.405,15.781,16.472
-148.913,64.405,15.887,16.601
-147.231,64.405,15.83,16.553
-147.147,64.405,15.725,16.435
-147.063,64.405,15.565,16.239
-146.979,64.405,15.373,16.013
-146.895,64.405,15.18,15.798
-146.811,64.405,14.92,15.518
-149.165,64.439,15.442,16.081
-149.081,64.439,15.597,16.266
-148.997,64.439,15.574,16.228
-147.316,64.439,16.013,16.791
-147.231,64.439,15.85,16.598
-147.147,64.439,15.696,16.414
-147.063,64.439,15.523,16.203
-146.979,64.439,15.335,15.985
-146.895,64.439,14.988,15.598
-146.811,64.439,14.712,15.286
-149.165,64.474,15.376,15.999
-149.081,64.474,15.497,16.145
-148.997,64.474,15.646,16.326
-147.4,64.474,16.126,16.926
-147.316,64.474,15.933,16.695
-147.231,64.474,15.767,16.498
-147.147,64.474,15.676,16.392
-147.063,64.474,15.365,16.018
-146.979,64.474,15.203,15.845
-146.895,64.474,15.018,15.651
-149.165,64.508,15.363,15.983
-149.081,64.508,15.565,16.228
-148.997,64.508,15.622,16.299
-147.484,64.508,16.186,16.992
-147.4,64.508,16.097,16.896
-147.316,64.508,15.926,16.688
-147.231,64.508,15.731,16.455
-147.147,64.508,15.542,16.233
-147.063,64.508,15.369,16.025
-146.979,64.508,15.228,15.874
-146.895,64.508,14.94,15.57
-149.165,64.543,15.277,15.902
-149.081,64.543,15.401,16.044
-148.997,64.543,15.515,16.182
-147.568,64.543,16.227,17.055
-147.484,64.543,16.017,16.802
-147.4,64.543,15.989,16.78
-147.316,64.543,15.774,16.515
-147.231,64.543,15.716,16.454
-147.147,64.543,15.547,16.257
-147.063,64.543,15.278,15.937
-146.979,64.543,15.045,15.692
-146.895,64.543,14.813,15.434
-149.165,64.577,15.325,15.955
-149.081,64.577,15.423,16.068
-148.997,64.577,15.619,16.308
-147.652,64.577,16.412,17.283
-147.568,64.577,16.206,17.028
-147.484,64.577,16.042,16.831
-147.4,64.577,16.064,16.87
-147.316,64.577,15.802,16.552
-147.231,64.577,15.697,16.435
-147.147,64.577,15.574,16.291
-147.063,64.577,15.352,16.028
-146.979,64.577,15.03,15.677
-149.165,64.611,15.331,15.963
-149.081,64.611,15.472,16.132
-148.997,64.611,15.65,16.353
-147.736,64.611,16.342,17.194
-147.652,64.611,16.253,17.08
-147.568,64.611,16.191,17.009
-147.484,64.611,16.114,16.926
-147.4,64.611,16.042,16.847
-147.316,64.611,15.853,16.618
-147.231,64.611,15.682,16.414
-147.147,64.611,15.44,16.124
-147.063,64.611,15.272,15.936
-146.979,64.611,15.118,15.776
-149.165,64.646,15.257,15.895
-149.081,64.646,15.279,15.911
-148.997,64.646,15.531,16.217
-148.913,64.646,15.565,16.254
-148.829,64.646,15.676,16.383
-147.736,64.646,16.256,17.1
-147.652,64.646,16.187,17.022
-147.568,64.646,15.974,16.764
-147.484,64.646,15.925,16.708
-147.4,64.646,15.924,16.72
-147.316,64.646,15.631,16.36
-147.231,64.646,15.416,16.104
-147.147,64.646,15.36,16.051
-147.063,64.646,15.123,15.79
-146.979,64.646,14.842,15.476
-148.913,64.68,15.582,16.28
-148.829,64.68,15.636,16.34
-148.745,64.68,15.925,16.697
-148.661,64.68,16.002,16.79
-148.577,64.68,15.932,16.701
-148.493,64.68,16.059,16.845
-147.82,64.68,16.184,17.009
-147.736,64.68,16.22,17.061
-147.652,64.68,16.238,17.09
-148.913,64.68,15.582,16.28
-148.829,64.68,15.636,16.34
-148.745,64.68,15.925,16.697
-148.661,64.68,16.002,16.79
-148.577,64.68,15.932,16.701
-148.493,64.68,16.059,16.845
-147.82,64.68,16.184,17.009
-147.736,64.68,16.22,17.061
-147.652,64.68,16.238,17.09
-147.568,64.68,16.045,16.853
-147.484,64.68,15.906,16.691
-147.4,64.68,15.742,16.491
-147.316,64.68,15.628,16.364
-147.231,64.68,15.498,16.213
-147.147,64.68,15.377,16.077
-147.063,64.68,15.084,15.75
-146.979,64.68,14.763,15.39
-149.165,64.715,15.252,15.896
-149.081,64.715,15.375,16.032
-148.913,64.715,15.639,16.351
-148.829,64.715,15.692,16.408
-148.745,64.715,15.921,16.696
-148.661,64.715,15.995,16.783
-148.577,64.715,15.929,16.694
-148.493,64.715,16.167,16.987
-148.409,64.715,16.192,17.017
-148.325,64.715,16.163,16.973
-147.904,64.715,16.325,17.189
-147.82,64.715,16.249,17.09
-147.736,64.715,16.248,17.097
-147.652,64.715,16.188,17.03
-147.568,64.715,15.993,16.793
-147.484,64.715,15.913,16.703
-147.4,64.715,15.834,16.613
-147.316,64.715,15.623,16.361
-147.231,64.715,15.424,16.124
-147.147,64.715,15.338,16.03
-147.063,64.715,15.071,15.739
-146.979,64.715,14.76,15.386
-148.997,64.749,15.489,16.188
-148.913,64.749,15.611,16.332
-148.829,64.749,15.619,16.335
-148.745,64.749,15.664,16.387
-148.661,64.749,15.828,16.587
-148.577,64.749,15.913,16.688
-148.493,64.749,16.071,16.881
-148.409,64.749,16.143,16.971
-148.325,64.749,16.057,16.858
-148.241,64.749,16.143,16.967
-148.156,64.749,16.083,16.892
-147.988,64.749,16.246,17.102
-147.904,64.749,16.223,17.077
-147.82,64.749,16.095,16.916
-147.736,64.749,16.021,16.831
-147.652,64.749,15.947,16.748
-147.568,64.749,15.848,16.63
-147.484,64.749,15.807,16.588
-147.4,64.749,15.697,16.462
-147.316,64.749,15.512,16.242
-147.231,64.749,15.284,15.972
-147.147,64.749,15.065,15.741
-148.829,64.784,15.686,16.412
-148.745,64.784,15.885,16.657
-148.661,64.784,15.939,16.72
-148.577,64.784,15.835,16.587
-148.493,64.784,16.116,16.93
-148.409,64.784,16.14,16.958
-148.325,64.784,16.133,16.946
-148.241,64.784,16.272,17.126
-148.156,64.784,16.288,17.147
-148.072,64.784,16.204,17.038
-147.988,64.784,16.24,17.084
-147.904,64.784,16.227,17.073
-147.82,64.784,16.074,16.885
-147.736,64.784,16.115,16.945
-147.652,64.784,16.055,16.875
-147.568,64.784,15.856,16.635
-147.484,64.784,15.757,16.518
-147.4,64.784,15.673,16.426
-147.316,64.784,15.456,16.165
-148.745,64.818,15.809,16.572
-148.661,64.818,15.902,16.683
-148.577,64.818,15.824,16.587
-148.493,64.818,15.899,16.679
-148.409,64.818,15.937,16.725
-148.325,64.818,16.013,16.816
-148.241,64.818,16.187,17.031
-148.156,64.818,16.216,17.066
-148.072,64.818,16.121,16.948
-147.988,64.818,16.017,16.825
-147.904,64.818,15.992,16.798
-147.82,64.818,15.914,16.705
-147.736,64.818,15.972,16.779
-147.652,64.818,15.951,16.76
-147.568,64.818,15.765,16.534
-147.484,64.818,15.655,16.406
-147.4,64.818,15.509,16.235
-148.577,64.852,15.825,16.59
-148.493,64.852,15.975,16.777
-148.409,64.852,16.008,16.818
-148.325,64.852,15.988,16.788
-148.241,64.852,15.913,16.698
-148.156,64.852,16.009,16.817
-148.072,64.852,15.997,16.799
-147.988,64.852,16.097,16.927
-147.904,64.852,16.057,16.881
-147.82,64.852,15.902,16.693
-147.736,64.852,15.769,16.534
-147.652,64.852,15.742,16.511
-147.568,64.852,15.627,16.371
-147.484,64.852,15.598,16.345
-147.4,64.852,15.462,16.188
-147.316,64.852,15.247,15.939
-147.231,64.852,15.007,15.685
-147.147,64.852,14.783,15.433
-147.063,64.852,14.486,15.092
-146.979,64.852,14.364,14.972
-146.895,64.852,14.145,14.757
-146.811,64.852,13.824,14.413
-146.727,64.852,13.445,14.021
-146.643,64.852,13.134,13.724
-146.559,64.852,12.729,13.322
-146.475,64.852,12.471,13.079
-148.661,64.887,15.697,16.436
-148.577,64.887,15.842,16.611
-148.493,64.887,15.909,16.699
-148.409,64.887,15.947,16.746
-148.325,64.887,15.913,16.697
-148.241,64.887,15.93,16.721
-148.156,64.887,15.942,16.738
-148.072,64.887,15.97,16.77
-147.988,64.887,15.94,16.738
-147.904,64.887,15.951,16.756
-147.82,64.887,15.838,16.619
-147.736,64.887,15.76,16.528
-147.652,64.887,15.762,16.537
-147.568,64.887,15.492,16.21
-147.484,64.887,15.418,16.126
-147.4,64.887,15.315,16.012
-147.316,64.887,15.058,15.735
-147.231,64.887,14.844,15.497
-147.147,64.887,14.712,15.349
-147.063,64.887,14.458,15.062
-146.979,64.887,14.268,14.872
-146.895,64.887,13.982,14.588
-146.811,64.887,13.652,14.223
-146.727,64.887,13.34,13.915
-146.643,64.887,12.983,13.574
-146.559,64.887,12.662,13.257
-146.475,64.887,12.293,12.912
-146.391,64.887,11.986,12.639
-148.661,64.921,15.711,16.461
-148.577,64.921,15.625,16.357
-148.493,64.921,15.689,16.431
-148.409,64.921,15.764,16.524
-148.325,64.921,15.773,16.536
-148.241,64.921,15.925,16.723
-148.156,64.921,15.936,16.739
-148.072,64.921,15.821,16.6
-147.988,64.921,15.8,16.572
-147.904,64.921,15.765,16.536
-147.82,64.921,15.674,16.427
-147.736,64.921,15.655,16.407
-147.652,64.921,15.646,16.402
-147.568,64.921,15.46,16.182
-147.484,64.921,15.264,15.95
-147.231,64.921,14.743,15.389
-147.147,64.921,14.641,15.277
-146.643,64.921,12.91,13.505
-146.559,64.921,12.578,13.186
-146.475,64.921,12.123,12.763
-146.391,64.921,11.722,12.401
-148.577,64.956,15.469,16.173
-148.493,64.956,15.519,16.233
-148.409,64.956,15.567,16.291
-148.325,64.956,15.61,16.342
-148.241,64.956,15.72,16.477
-148.156,64.956,15.701,16.46
-148.072,64.956,15.699,16.456
-147.988,64.956,15.558,16.287
-147.904,64.956,15.617,16.362
-147.82,64.956,15.423,16.132
-147.736,64.956,15.489,16.215
-147.652,64.956,15.353,16.06
-147.568,64.956,15.262,15.953
-147.484,64.956,14.996,15.675
-147.4,64.956,14.9,15.57
-146.475,64.956,11.905,12.566
-146.391,64.956,11.557,12.257
-148.493,64.99,15.556,16.282
-148.409,64.99,15.576,16.304
-148.325,64.99,15.599,16.328
-148.241,64.99,15.524,16.237
-148.156,64.99,15.553,16.272
-148.072,64.99,15.497,16.209
-147.988,64.99,15.512,16.233
-147.904,64.99,15.501,16.226
-147.82,64.99,15.452,16.166
-147.736,64.99,15.31,16.002
-147.652,64.99,15.163,15.84
-147.568,64.99,15.067,15.745
-147.484,64.99,14.941,15.608
-147.4,64.99,14.824,15.482
-148.409,65.024,15.439,16.149
-148.325,65.024,15.414,16.118
-148.241,65.024,15.537,16.269
-148.156,65.024,15.521,16.25
-148.072,65.024,15.4,16.109
-147.988,65.024,15.418,16.134
-147.904,65.024,15.342,16.047
-147.82,65.024,15.167,15.851
-147.736,65.024,15.142,15.829
-147.652,65.024,15.139,15.829
-147.568,65.024,14.894,15.561
-147.484,65.024,14.693,15.328
-147.4,65.024,14.61,15.24
-147.316,65.024,14.362,14.969
-148.241,65.059,15.257,15.946
-148.156,65.059,15.259,15.95
-148.072,65.059,15.219,15.906
-147.988,65.059,15.109,15.79
-147.904,65.059,15.017,15.692
-147.82,65.059,15.044,15.727
-147.736,65.059,14.949,15.628
-147.652,65.059,14.842,15.506
-147.568,65.059,14.723,15.37
-147.484,65.059,14.478,15.086
-147.4,65.059,14.242,14.847
-147.316,65.059,14.134,14.742
-147.231,65.059,14.015,14.63
-148.241,65.093,15.119,15.79
-148.156,65.093,15.098,15.771
-148.072,65.093,15.093,15.766
-147.988,65.093,15.112,15.796
-147.904,65.093,15.047,15.728
-147.82,65.093,14.979,15.654
-147.652,65.093,14.698,15.332
-147.568,65.093,14.585,15.202
-147.484,65.093,14.429,15.036
-147.4,65.093,14.296,14.907
-147.316,65.093,14.048,14.657
-147.231,65.093,13.858,14.447
-147.147,65.093,13.614,14.191
-148.325,65.128,14.892,15.552
-148.241,65.128,14.825,15.469
-148.156,65.128,14.884,15.544
-148.072,65.128,14.822,15.476
-147.988,65.128,14.779,15.428
-147.904,65.128,14.745,15.387
-147.82,65.128,14.632,15.263
-147.736,65.128,14.465,15.071
-147.652,65.128,14.448,15.056
-147.568,65.128,14.239,14.847
-147.484,65.128,14.118,14.729
-147.4,65.128,14.087,14.703
-147.316,65.128,13.77,14.36
-147.231,65.128,13.511,14.094
-147.147,65.128,13.372,13.959
-147.063,65.128,13.021,13.62
-148.409,65.162,14.756,15.394
-148.325,65.162,14.798,15.445
-148.241,65.162,14.767,15.411
-148.156,65.162,14.753,15.396
-148.072,65.162,14.725,15.366
-147.988,65.162,14.573,15.188
-147.904,65.162,14.409,15.011
-147.82,65.162,14.501,15.114
-147.736,65.162,14.397,15.007
-147.652,65.162,14.259,14.87
-147.568,65.162,14.134,14.745
-147.484,65.162,13.965,14.572
-147.4,65.162,13.646,14.223
-147.316,65.162,13.622,14.203
-147.231,65.162,13.398,13.986
-147.147,65.162,13.164,13.762
-147.063,65.162,12.933,13.533
-146.979,65.162,12.667,13.272
-146.895,65.162,12.263,12.894
-148.409,65.197,14.61,15.229
-148.325,65.197,14.615,15.233
-148.241,65.197,14.611,15.232
-148.156,65.197,14.561,15.179
-148.072,65.197,14.565,15.183
-147.988,65.197,14.454,15.059
-147.904,65.197,14.39,14.996
-147.82,65.197,14.307,14.908
-147.736,65.197,14.207,14.814
-147.568,65.197,13.929,14.531
-147.484,65.197,13.744,14.322
-147.4,65.197,13.59,14.171
-147.316,65.197,13.389,13.969
-147.231,65.197,13.186,13.78
-147.147,65.197,12.951,13.553
-147.063,65.197,12.732,13.332
-146.979,65.197,12.417,13.034
-146.895,65.197,12.149,12.792
-146.811,65.197,11.858,12.528
-148.493,65.231,14.431,15.034
-148.409,65.231,14.451,15.056
-148.325,65.231,14.447,15.053
-148.241,65.231,14.365,14.966
-148.156,65.231,14.235,14.835
-148.072,65.231,14.328,14.936
-147.988,65.231,14.272,14.88
-147.904,65.231,14.256,14.866
-147.82,65.231,14.095,14.703
-147.4,65.231,13.453,14.04
-147.316,65.231,13.179,13.776
-147.231,65.231,12.944,13.545
-147.147,65.231,12.651,13.256
-147.063,65.231,12.484,13.104
-146.979,65.231,12.227,12.868
-146.895,65.231,11.971,12.631
-148.577,65.265,14.151,14.748
-148.493,65.265,14.221,14.82
-148.409,65.265,14.211,14.811
-148.325,65.265,14.145,14.744
-148.241,65.265,14.157,14.763
-148.156,65.265,14.145,14.754
-148.072,65.265,14.076,14.683
-147.988,65.265,14.03,14.636
-147.904,65.265,13.983,14.591
-147.316,65.265,12.933,13.531
-147.231,65.265,12.693,13.299
-147.147,65.265,12.466,13.089
-147.063,65.265,12.231,12.87
-146.979,65.265,11.923,12.587
-148.577,65.3,13.966,14.57
-148.493,65.3,13.987,14.583
-148.409,65.3,13.981,14.577
-148.325,65.3,14.02,14.622
-148.241,65.3,13.984,14.587
-148.156,65.3,13.946,14.551
-148.072,65.3,13.947,14.549
-147.988,65.3,13.774,14.355
-147.147,65.3,12.256,12.894
-147.063,65.3,11.999,12.655
-146.979,65.3,11.736,12.418
-148.661,65.334,13.698,14.276
-148.577,65.334,13.784,14.372
-148.493,65.334,13.774,14.362
-148.409,65.334,13.728,14.311
-148.325,65.334,13.734,14.319
-148.241,65.334,13.64,14.222
-148.156,65.334,13.63,14.214
-148.072,65.334,13.583,14.166
-147.988,65.334,13.513,14.1
-148.745,65.369,13.467,14.047
-148.661,65.369,13.483,14.061
-148.577,65.369,13.567,14.147
-148.493,65.369,13.554,14.136
-148.409,65.369,13.536,14.119
-148.325,65.369,13.515,14.1
-148.241,65.369,13.41,13.994
-148.156,65.369,13.325,13.914
-148.072,65.369,13.346,13.939
-147.988,65.369,13.279,13.876
-148.829,65.403,13.427,14.012
-148.745,65.403,13.391,13.978
-148.661,65.403,13.378,13.964
-148.577,65.403,13.342,13.926
-148.493,65.403,13.328,13.915
-148.409,65.403,13.307,13.896
-148.325,65.403,13.298,13.886
-148.241,65.403,13.331,13.924
-148.156,65.403,13.207,13.807
-148.072,65.403,13.194,13.793
-147.988,65.403,13.049,13.653
-148.913,65.438,13.105,13.703
-148.829,65.438,13.119,13.716
-148.745,65.438,13.155,13.753
-148.661,65.438,13.131,13.729
-148.577,65.438,13.11,13.709
-148.493,65.438,13.002,13.604
-148.409,65.438,13.023,13.625
-148.325,65.438,13.03,13.635
-148.241,65.438,13.008,13.615
-148.156,65.438,12.965,13.571
-148.072,65.438,12.866,13.467
-148.997,65.472,12.964,13.56
-148.913,65.472,12.927,13.522
-148.829,65.472,12.952,13.547
-148.745,65.472,12.957,13.551
-148.661,65.472,12.902,13.492
-148.577,65.472,12.943,13.541
-148.493,65.472,12.96,13.559
-148.409,65.472,12.912,13.51
-148.325,65.472,12.864,13.457
-148.241,65.472,12.802,13.398
-148.156,65.472,12.748,13.347
-148.072,65.472,12.675,13.283
-149.165,65.506,12.724,13.319
-149.081,65.506,12.792,13.385
-148.997,65.506,12.8,13.395
-148.913,65.506,12.82,13.414
-148.829,65.506,12.822,13.413
-148.745,65.506,12.773,13.371
-148.661,65.506,12.764,13.36
-148.577,65.506,12.763,13.358
-148.493,65.506,12.735,13.335
-148.409,65.506,12.718,13.32
-148.325,65.506,12.67,13.272
-148.241,65.506,12.598,13.21
-148.156,65.506,12.538,13.155
-148.072,65.506,12.524,13.14
-149.25,65.541,12.641,13.251
-149.165,65.541,12.691,13.296
-149.081,65.541,12.65,13.255
-148.997,65.541,12.568,13.176
-148.913,65.541,12.625,13.233
-148.829,65.541,12.66,13.265
-148.745,65.541,12.642,13.251
-148.661,65.541,12.707,13.315
-148.577,65.541,12.615,13.223
-148.493,65.541,12.519,13.134
-148.409,65.541,12.498,13.116
-148.325,65.541,12.514,13.132
-148.241,65.541,12.527,13.148
-148.156,65.541,12.375,13.007
-149.334,65.575,12.456,13.077
-149.25,65.575,12.514,13.128
-149.165,65.575,12.465,13.084
-149.081,65.575,12.488,13.107
-148.997,65.575,12.522,13.137
-148.913,65.575,12.547,13.162
-148.829,65.575,12.455,13.075
-148.745,65.575,12.463,13.079
-148.661,65.575,12.493,13.11
-148.577,65.575,12.382,13.006
-148.493,65.575,12.44,13.064
-148.409,65.575,12.409,13.034
-148.325,65.575,12.265,12.901
-148.241,65.575,12.283,12.918
-148.156,65.575,12.208,12.848
-149.502,65.61,12.394,13.019
-149.418,65.61,12.396,13.019
-149.334,65.61,12.378,13.002
-149.25,65.61,12.283,12.908
-149.165,65.61,12.373,12.995
-149.081,65.61,12.382,13.003
-148.997,65.61,12.385,13.009
-148.913,65.61,12.379,13.004
-148.829,65.61,12.334,12.959
-148.745,65.61,12.274,12.901
-148.661,65.61,12.259,12.889
-148.577,65.61,12.3,12.928
-148.493,65.61,12.243,12.878
-148.409,65.61,12.21,12.849
-148.325,65.61,12.154,12.794
-148.241,65.61,12.066,12.715
-148.156,65.61,11.996,12.654
-149.586,65.644,12.234,12.878
-149.502,65.644,12.218,12.861
-149.418,65.644,12.232,12.873
-149.334,65.644,12.3,12.936
-149.25,65.644,12.226,12.866
-149.165,65.644,12.281,12.918
-149.081,65.644,12.197,12.838
-148.997,65.644,12.159,12.802
-148.913,65.644,12.166,12.809
-148.829,65.644,12.252,12.89
-148.745,65.644,12.15,12.794
-148.661,65.644,12.111,12.759
-148.577,65.644,12.094,12.744
-148.493,65.644,12.019,12.675
-148.409,65.644,11.974,12.635
-148.325,65.644,11.995,12.655
-148.241,65.644,11.901,12.571
-149.67,65.678,12.13,12.786
-149.586,65.678,12.108,12.761
-149.502,65.678,12.134,12.784
-149.418,65.678,12.094,12.747
-149.334,65.678,12.177,12.826
-149.25,65.678,12.16,12.808
-149.165,65.678,12.168,12.816
-149.081,65.678,12.093,12.745
-148.997,65.678,12.075,12.726
-148.913,65.678,11.999,12.657
-148.829,65.678,12.032,12.69
-148.577,65.678,11.919,12.588
-148.493,65.678,11.94,12.607
-148.409,65.678,11.87,12.543
-149.838,65.713,12.077,12.734
-149.754,65.713,12.156,12.81
-149.67,65.713,12.139,12.789
-149.586,65.713,12.126,12.778
-149.502,65.713,12.118,12.769
-149.418,65.713,12.059,12.712
-149.334,65.713,12.063,12.716
-149.25,65.713,12.084,12.735
-149.165,65.713,12.025,12.679
-149.081,65.713,12.072,12.722
-148.997,65.713,12.041,12.695
-148.913,65.713,12.016,12.672
-148.829,65.713,12,12.658
-149.922,65.747,12.057,12.728
-149.838,65.747,11.946,12.62
-149.754,65.747,11.945,12.618
-149.67,65.747,11.961,12.634
-149.586,65.747,12.033,12.699
-149.502,65.747,11.968,12.637
-149.418,65.747,12.034,12.699
-149.334,65.747,11.862,12.538
-149.25,65.747,11.89,12.563
-149.165,65.747,11.833,12.512
-149.081,65.747,11.927,12.598
-148.997,65.747,11.884,12.557
-148.913,65.747,11.872,12.547
-150.006,65.782,11.871,12.557
-149.922,65.782,11.904,12.588
-149.838,65.782,11.956,12.632
-149.754,65.782,11.952,12.626
-149.67,65.782,11.967,12.642
-149.586,65.782,11.904,12.583
-149.502,65.782,11.857,12.538
-149.418,65.782,11.845,12.527
-149.334,65.782,11.904,12.579
-149.25,65.782,11.865,12.542
-149.165,65.782,11.86,12.539
-149.081,65.782,11.787,12.472
-148.997,65.782,11.752,12.441
-150.09,65.816,11.874,12.561
-150.006,65.816,11.87,12.556
-149.922,65.816,11.897,12.58
-149.838,65.816,11.876,12.562
-149.754,65.816,11.876,12.56
-149.67,65.816,11.857,12.541
-149.586,65.816,11.843,12.527
-149.502,65.816,11.83,12.514
-149.418,65.816,11.777,12.466
-149.334,65.816,11.812,12.496
-149.25,65.816,11.789,12.476
-149.165,65.816,11.803,12.489
-149.081,65.816,11.73,12.42
-150.175,65.851,11.871,12.57
-150.09,65.851,11.809,12.509
-150.006,65.851,11.818,12.515
-149.922,65.851,11.9,12.591
-149.838,65.851,11.751,12.45
-149.754,65.851,11.723,12.424
-149.67,65.851,11.805,12.499
-149.586,65.851,11.784,12.477
-149.502,65.851,11.777,12.471
-149.418,65.851,11.807,12.499
-149.334,65.851,11.712,12.411
-149.25,65.851,11.65,12.352
-150.259,65.885,11.735,12.447
-150.175,65.885,11.714,12.426
-150.09,65.885,11.723,12.432
-150.006,65.885,11.754,12.459
-149.922,65.885,11.775,12.475
-149.838,65.885,11.741,12.444
-149.754,65.885,11.746,12.448
-149.67,65.885,11.704,12.41
-149.586,65.885,11.684,12.389
-149.502,65.885,11.685,12.389
-149.418,65.885,11.662,12.366
-149.334,65.885,11.653,12.36
-150.343,65.919,11.668,12.391
-150.259,65.919,11.689,12.408
-150.175,65.919,11.624,12.348
-150.09,65.919,11.679,12.395
-150.006,65.919,11.661,12.375
-149.922,65.919,11.66,12.374
-149.838,65.919,11.706,12.414
-149.754,65.919,11.693,12.402
-149.67,65.919,11.708,12.415
-149.586,65.919,11.661,12.372
-149.502,65.919,11.579,12.293
-150.427,65.954,11.503,12.254
-150.343,65.954,11.458,12.208
-150.259,65.954,11.48,12.225
-150.175,65.954,11.552,12.291
-150.09,65.954,11.557,12.293
-150.006,65.954,11.528,12.263
-149.922,65.954,11.559,12.292
-149.838,65.954,11.545,12.276
-149.754,65.954,11.511,12.244
-149.67,65.954,11.535,12.265
-149.586,65.954,11.56,12.289
-150.511,65.988,11.382,12.144
-150.427,65.988,11.48,12.228
-150.343,65.988,11.419,12.171
-150.259,65.988,11.474,12.22
-150.175,65.988,11.516,12.253
-150.09,65.988,11.525,12.262
-150.006,65.988,11.554,12.288
-149.922,65.988,11.574,12.302
-149.838,65.988,11.522,12.255
-149.754,65.988,11.49,12.223
-149.67,65.988,11.544,12.271
-150.595,66.023,11.225,12.009
-150.511,66.023,11.279,12.055
-150.427,66.023,11.273,12.049
-150.343,66.023,11.46,12.215
-150.259,66.023,11.487,12.237
-150.175,66.023,11.355,12.116
-150.09,66.023,11.439,12.188
-150.006,66.023,11.463,12.207
-149.922,66.023,11.401,12.152
-149.838,66.023,11.532,12.268
-149.754,66.023,11.541,12.275
-150.679,66.057,11.032,11.858
-150.595,66.057,11.034,11.856
-150.511,66.057,11.108,11.913
-150.427,66.057,11.218,12.006
-150.343,66.057,11.213,12.001
-150.259,66.057,11.295,12.073
-150.175,66.057,11.353,12.122
-150.09,66.057,11.282,12.057
-150.006,66.057,11.327,12.095
-149.922,66.057,11.367,12.129
-149.838,66.057,11.399,12.158
-150.763,66.092,10.869,11.718
-150.679,66.092,10.967,11.802
-150.595,66.092,11.036,11.858
-150.511,66.092,11.078,11.887
-150.427,66.092,11.169,11.959
-150.343,66.092,11.151,11.943
-150.259,66.092,11.189,11.974
-150.175,66.092,11.297,12.067
-150.09,66.092,11.305,12.076
-150.006,66.092,11.323,12.09
-149.922,66.092,11.303,12.067
-150.763,66.126,10.726,11.601
-150.679,66.126,10.788,11.651
-150.595,66.126,10.937,11.779
-150.511,66.126,11.006,11.836
-150.427,66.126,10.944,11.779
-150.343,66.126,11.103,11.905
-150.259,66.126,11.122,11.918
-150.175,66.126,11.103,11.901
-150.09,66.126,11.224,12.007
-150.006,66.126,11.262,12.04
-149.922,66.126,11.17,11.954
-150.847,66.16,10.581,11.488
-150.763,66.16,10.677,11.567
-150.679,66.16,10.742,11.62
-150.595,66.16,10.753,11.625
-150.511,66.16,10.855,11.71
-150.427,66.16,10.909,11.756
-150.343,66.16,11.014,11.845
-150.259,66.16,11.076,11.891
-150.175,66.16,11.029,11.85
-150.09,66.16,11.035,11.854
-150.006,66.16,11.069,11.878
-149.922,66.16,11.124,11.921
-150.847,66.195,10.46,11.385
-150.763,66.195,10.545,11.452
-150.679,66.195,10.655,11.542
-150.595,66.195,10.706,11.585
-150.511,66.195,10.779,11.645
-150.427,66.195,10.851,11.704
-150.343,66.195,10.927,11.77
-150.259,66.195,11.001,11.83
-150.175,66.195,11.004,11.828
-150.09,66.195,11.01,11.834
-150.006,66.195,11.044,11.859
-149.922,66.195,11.122,11.917
-150.847,66.229,10.29,11.246
-150.763,66.229,10.355,11.296
-150.679,66.229,10.488,11.406
-150.595,66.229,10.685,11.574
-150.511,66.229,10.746,11.622
-150.427,66.229,10.717,11.595
-150.343,66.229,10.775,11.643
-150.259,66.229,10.775,11.639
-150.175,66.229,10.863,11.715
-150.09,66.229,11.014,11.843
-150.006,66.229,11.059,11.876
-149.922,66.229,10.967,11.799
-150.931,66.264,10.025,11.049
-150.847,66.264,10.244,11.212
-150.763,66.264,10.286,11.244
