Lon,Lat,D (m)
-112.361,40.869,0.50119
-112.315,40.869,0.63757
-112.269,40.869,0.84667
-112.086,40.869,0.73409
-112.04,40.869,0.83263
-111.994,40.869,1.065
-111.949,40.869,1.49408
-111.903,40.869,2.27262
-111.857,40.869,2.03052
-111.811,40.869,1.10568
-111.765,40.869,0.71189
-110.94,40.869,0.25328
-110.894,40.869,0.36552
-110.848,40.869,0.54823
-110.802,40.869,0.70288
-110.757,40.869,0.50476
-112.453,40.904,0.41502
-112.407,40.904,0.47819
-112.361,40.904,0.60665
-112.315,40.904,0.76757
-112.269,40.904,0.92598
-112.224,40.904,0.80254
-112.086,40.904,0.67459
-112.04,40.904,0.74714
-111.994,40.904,0.93245
-111.949,40.904,1.19895
-111.903,40.904,1.49258
-111.857,40.904,1.48999
-111.811,40.904,0.99769
-110.94,40.904,0.29194
-110.894,40.904,0.45067
-110.848,40.904,0.78575
-110.802,40.904,1.19067
-110.757,40.904,0.62505
-112.499,40.939,0.35771
-112.453,40.939,0.47389
-112.407,40.939,0.56228
-112.361,40.939,0.78452
-112.315,40.939,1.05284
-112.269,40.939,1.21114
-112.224,40.939,0.84528
-112.04,40.939,0.66326
-111.994,40.939,0.79691
-111.949,40.939,0.99974
-111.903,40.939,1.1847
-111.857,40.939,1.14017
-111.811,40.939,0.78923
-110.986,40.939,0.21298
-110.94,40.939,0.30639
-110.894,40.939,0.47916
-110.848,40.939,0.83335
-110.802,40.939,1.63918
-110.757,40.939,0.75446
-110.711,40.939,0.36851
-112.499,40.975,0.40272
-112.453,40.975,0.51282
-112.407,40.975,0.69314
-112.361,40.975,1.01387
-112.315,40.975,1.4207
-112.269,40.975,1.5172
-112.224,40.975,0.94121
-112.178,40.975,0.66306
-111.949,40.975,0.81641
-111.903,40.975,0.95867
-111.857,40.975,0.88278
-110.986,40.975,0.2209
-110.94,40.975,0.3224
-110.894,40.975,0.51924
-110.848,40.975,0.97421
-110.802,40.975,1.89606
-110.757,40.975,0.75134
-110.711,40.975,0.36851
-112.544,41.01,0.37011
-112.499,41.01,0.45906
-112.453,41.01,0.59943
-112.407,41.01,0.85182
-112.361,41.01,1.24545
-112.315,41.01,2.48162
-112.269,41.01,1.31053
-112.224,41.01,0.86131
-112.178,41.01,0.65505
-110.986,41.01,0.21844
-110.94,41.01,0.31682
-110.894,41.01,0.50236
-110.848,41.01,0.88616
-110.802,41.01,2.02663
-110.757,41.01,0.85554
-110.711,41.01,0.40167
-112.499,41.045,0.50364
-112.453,41.045,0.68483
-112.407,41.045,0.99354
-112.361,41.045,1.75872
-112.315,41.045,1.6863
-112.269,41.045,0.95358
-112.224,41.045,0.68403
-112.636,41.081,0.31011
-112.59,41.081,0.3885
-112.544,41.081,0.47946
-112.499,41.081,0.57741
-112.453,41.081,0.77819
-112.407,41.081,1.03803
-112.361,41.081,1.48203
-112.315,41.081,1.02664
-112.269,41.081,0.72163
-112.636,41.116,0.35839
-112.59,41.116,0.46312
-112.544,41.116,0.61782
-112.499,41.116,0.76936
-112.453,41.116,0.95198
-112.407,41.116,1.31572
-112.361,41.116,1.15817
-112.315,41.116,0.82804
-112.682,41.151,0.31066
-112.636,41.151,0.41669
-112.59,41.151,0.58562
-112.544,41.151,0.84588
-112.499,41.151,1.15861
-112.453,41.151,1.63085
-112.407,41.151,1.51843
-112.361,41.151,0.89562
-112.636,41.187,0.4695
-112.59,41.187,0.72313
-112.544,41.187,1.17385
-112.499,41.187,2.01306
-112.453,41.187,1.59484
-112.407,41.187,0.97057
-112.361,41.187,0.7065
-112.636,41.222,0.4909
-112.59,41.222,0.79756
-112.544,41.222,1.19435
-112.499,41.222,1.36317
-112.453,41.222,0.85209
-112.407,41.222,0.66614
-112.04,41.222,0.70272
-111.994,41.222,0.84827
-111.949,41.222,0.96362
-112.636,41.257,0.45876
-112.59,41.257,0.64684
-112.544,41.257,0.89309
-112.499,41.257,0.90895
-112.453,41.257,0.63437
-112.132,41.257,0.54219
-112.086,41.257,0.68401
-112.04,41.257,0.89754
-111.994,41.257,1.11068
-111.949,41.257,1.25045
-111.903,41.257,0.96975
-112.59,41.292,0.52695
-112.544,41.292,0.6298
-112.178,41.292,0.50585
-112.132,41.292,0.62227
-112.086,41.292,0.7963
-112.04,41.292,1.08983
-111.994,41.292,1.48408
-111.949,41.292,1.74027
-111.903,41.292,1.17914
-112.178,41.328,0.52162
-112.132,41.328,0.69155
-112.086,41.328,0.97847
-112.04,41.328,1.28448
-111.994,41.328,2.12975
-111.949,41.328,3.12545
-111.903,41.328,1.40621
-111.857,41.328,0.85743
-112.178,41.363,0.54214
-112.132,41.363,0.75136
-112.086,41.363,1.10283
-112.04,41.363,1.80301
-111.994,41.363,2.70651
-111.949,41.363,1.88836
-111.903,41.363,1.18238
-111.857,41.363,0.79106
-112.178,41.398,0.5279
-112.132,41.398,0.74642
-112.086,41.398,1.08378
-112.04,41.398,2.10258
-111.994,41.398,1.62911
-111.949,41.398,1.18112
-111.903,41.398,0.87778
-112.178,41.434,0.5139
-112.132,41.434,0.71646
-112.086,41.434,1.0676
-112.04,41.434,2.07146
-111.994,41.434,1.31093
-111.949,41.434,0.99108
-112.178,41.469,0.48048
-112.132,41.469,0.65673
-112.086,41.469,0.9625
-112.04,41.469,1.53431
-111.994,41.469,1.8211
-111.949,41.469,1.04643
-111.903,41.469,0.74473
-112.178,41.504,0.42578
-112.132,41.504,0.55237
-112.086,41.504,0.77075
-112.04,41.504,1.09186
-111.994,41.504,1.9893
-111.949,41.504,1.06881
-111.903,41.504,0.72055
-112.178,41.539,0.41454
-112.132,41.539,0.55332
-112.086,41.539,0.81317
-112.04,41.539,1.25428
-111.994,41.539,1.74203
-111.949,41.539,0.89105
-111.903,41.539,0.63222
-112.178,41.575,0.42307
-112.132,41.575,0.57012
-112.086,41.575,0.81166
-112.04,41.575,1.43807
-111.994,41.575,1.05706
-111.949,41.575,0.73762
-112.132,41.61,0.57022
-112.086,41.61,0.85109
-112.04,41.61,1.14748
-111.994,41.61,0.87357
-111.949,41.61,0.64895
-112.086,41.645,0.70042
-112.04,41.645,0.85935
-111.994,41.645,0.7638
-112.997,37.74,0.1687
-112.916,37.74,0.22839
-112.836,37.74,0.24477
-112.997,37.802,0.17819
-112.916,37.802,0.24655
-112.836,37.802,0.2727
-112.756,37.802,0.26407
-112.997,37.864,0.15861
-112.916,37.864,0.21647
-112.836,37.864,0.2637
-112.756,37.864,0.28523
-112.676,37.864,0.23123
-112.916,37.926,0.16448
-112.836,37.926,0.22957
-112.756,37.926,0.27166
-112.676,37.926,0.26063
-112.916,37.988,0.1391
-112.836,37.988,0.18632
-112.756,37.988,0.23429
-112.676,37.988,0.23561
-112.836,38.049,0.14835
-112.756,38.049,0.17501
-112.676,38.049,0.17475
-111.953,39.717,0.27338
-111.873,39.717,0.37576
-111.793,39.717,0.40514
-111.953,39.779,0.29273
-111.873,39.779,0.42787
-111.793,39.779,0.47496
-111.953,39.84,0.30573
-111.873,39.84,0.53199
-111.793,39.84,0.72747
-111.713,39.84,0.39117
-111.953,39.902,0.31118
-111.873,39.902,0.56727
-111.793,39.902,1.10597
-111.713,39.902,0.55326
-111.632,39.902,0.31983
-111.953,39.964,0.29986
-111.873,39.964,0.51844
-111.793,39.964,1.0416
-111.713,39.964,0.82869
-111.632,39.964,0.44584
-111.552,39.964,0.26868
-111.953,40.026,0.27644
-111.873,40.026,0.4164
-111.793,40.026,0.73842
-111.713,40.026,1.15152
-111.632,40.026,0.61688
-111.552,40.026,0.34364
-111.873,40.088,0.35869
-111.793,40.088,0.54483
-111.713,40.088,0.77523
-111.632,40.088,0.63489
-111.552,40.088,0.38474
-111.472,40.088,0.24161
-111.873,40.149,0.32665
-111.793,40.149,0.41402
-111.713,40.149,0.5305
-111.632,40.149,0.56299
-111.552,40.149,0.36997
-111.472,40.149,0.23932
-111.873,40.211,0.32121
-111.793,40.211,0.37208
-111.713,40.211,0.44168
-111.632,40.211,0.42323
-111.552,40.211,0.31158
-111.472,40.211,0.2144
-111.873,40.273,0.34427
-111.793,40.273,0.3767
-111.713,40.273,0.40173
-111.632,40.273,0.35163
-111.552,40.273,0.26451
-111.873,40.335,0.43054
-111.793,40.335,0.47998
-111.713,40.335,0.44968
-111.632,40.335,0.34743
-111.552,40.335,0.25033
-112.034,40.396,0.34237
-111.953,40.396,0.45814
-111.873,40.396,0.63076
-111.793,40.396,0.74026
-111.713,40.396,0.56562
-111.632,40.396,0.36113
-112.034,40.458,0.41706
-111.953,40.458,0.61091
-111.873,40.458,1.04031
-111.793,40.458,1.19827
-111.713,40.458,0.70127
-111.632,40.458,0.37292
-112.034,40.52,0.46866
-111.953,40.52,0.69864
-111.873,40.52,1.39098
-111.793,40.52,1.53292
-111.713,40.52,0.77542
-112.034,40.582,0.48665
-111.953,40.582,0.66245
-111.873,40.582,1.05087
-111.793,40.582,2.16218
-111.713,40.582,0.84423
-112.355,40.644,0.27438
-112.274,40.644,0.3549
-112.194,40.644,0.43178
-112.114,40.644,0.47559
-112.034,40.644,0.578
-111.953,40.644,0.9747
-111.873,40.644,1.20072
-111.793,40.644,1.83543
-111.713,40.644,0.74345
-112.355,40.705,0.32706
-112.274,40.705,0.48645
-112.194,40.705,0.57968
-112.114,40.705,0.58466
-112.034,40.705,0.6961
-111.953,40.705,1.56044
-111.873,40.705,1.90317
-111.793,40.705,1.06744
-111.713,40.705,0.64808
-112.435,40.767,0.28194
-112.355,40.767,0.36728
-112.274,40.767,0.5409
-112.194,40.767,0.7608
-112.114,40.767,0.69703
-112.034,40.767,0.80838
-111.953,40.767,2.015
-111.873,40.767,2.13377
-111.793,40.767,1.00431
-111.713,40.767,0.55742
-110.91,40.767,0.13949
-110.83,40.767,0.16177
-110.75,40.767,0.14724
-112.435,40.829,0.32685
-112.355,40.829,0.43427
-112.274,40.829,0.62824
-112.194,40.829,0.85948
-112.114,40.829,0.78791
-112.034,40.829,0.91185
-111.953,40.829,1.89279
-111.873,40.829,2.10455
-111.793,40.829,0.90319
-110.99,40.829,0.15317
-110.91,40.829,0.23899
-110.83,40.829,0.35186
-110.75,40.829,0.29524
-112.515,40.891,0.29284
-112.435,40.891,0.3947
-112.355,40.891,0.57485
-112.274,40.891,0.84796
-112.194,40.891,0.71508
-112.114,40.891,0.65885
-112.034,40.891,0.80585
-111.953,40.891,1.25259
-111.873,40.891,1.91785
-111.793,40.891,0.90338
-111.713,40.891,0.46191
-110.99,40.891,0.19554
-110.91,40.891,0.36289
-110.83,40.891,0.86206
-110.75,40.891,0.54049
-110.669,40.891,0.20692
-112.595,40.952,0.2565
-112.515,40.952,0.34858
-112.435,40.952,0.51206
-112.355,40.952,0.89786
-112.274,40.952,1.39253
-112.194,40.952,0.70774
-112.114,40.952,0.57592
-112.034,40.952,0.64214
-111.953,40.952,0.90352
-111.873,40.952,1.10379
-111.793,40.952,0.63643
-111.071,40.952,0.13121
-110.99,40.952,0.21192
-110.91,40.952,0.41914
-110.83,40.952,1.11933
-110.75,40.952,0.66235
-110.669,40.952,0.22363
-112.595,41.014,0.30588
-112.515,41.014,0.42533
-112.435,41.014,0.69077
-112.355,41.014,1.3928
-112.274,41.014,1.30495
-112.194,41.014,0.70096
-112.114,41.014,0.54583
-112.034,41.014,0.54487
-111.953,41.014,0.71045
-111.873,41.014,0.7388
-111.793,41.014,0.46269
-111.071,41.014,0.13103
-110.99,41.014,0.22986
-110.91,41.014,0.42285
-110.83,41.014,1.16011
-110.75,41.014,0.73797
-110.669,41.014,0.23904
-112.676,41.076,0.25523
-112.595,41.076,0.40724
-112.515,41.076,0.53205
-112.435,41.076,0.85684
-112.355,41.076,1.5384
-112.274,41.076,0.77257
-112.194,41.076,0.53532
-112.114,41.076,0.46916
-112.034,41.076,0.48275
-111.953,41.076,0.65193
-111.873,41.076,0.60378
-111.793,41.076,0.37378
-112.756,41.138,0.20533
-112.676,41.138,0.31029
-112.595,41.138,0.51451
-112.515,41.138,0.92296
-112.435,41.138,1.31416
-112.355,41.138,0.92772
-112.274,41.138,0.5874
-112.114,41.138,0.44487
-112.034,41.138,0.49898
-111.953,41.138,0.67065
-111.873,41.138,0.64381
-111.793,41.138,0.38166
-112.676,41.199,0.35866
-112.595,41.199,0.71263
-112.515,41.199,1.88318
-112.435,41.199,1.07197
-112.355,41.199,0.62139
-112.194,41.199,0.44218
-112.114,41.199,0.49551
-112.034,41.199,0.64709
-111.953,41.199,0.86322
-111.873,41.199,0.62167
-111.793,41.199,0.3894
-112.756,41.261,0.23712
-112.676,41.261,0.3498
-112.595,41.261,0.60742
-112.515,41.261,0.90407
-112.435,41.261,0.54861
-112.355,41.261,0.43696
-112.194,41.261,0.45876
-112.114,41.261,0.5951
-112.034,41.261,0.95502
-111.953,41.261,1.29878
-111.873,41.261,0.7976
-111.793,41.261,0.45094
-112.836,41.323,0.16818
-112.756,41.323,0.23664
-112.676,41.323,0.33282
-112.595,41.323,0.44681
-112.515,41.323,0.49034
-112.435,41.323,0.39698
-112.274,41.323,0.37219
-112.194,41.323,0.47817
-112.114,41.323,0.76829
-112.034,41.323,1.35984
-111.953,41.323,2.93526
-111.873,41.323,1.0103
-111.793,41.323,0.49829
-112.836,41.385,0.15994
-112.756,41.385,0.20909
-112.676,41.385,0.26771
-112.595,41.385,0.31548
-112.515,41.385,0.33326
-112.435,41.385,0.30582
-112.274,41.385,0.35478
-112.194,41.385,0.48874
-112.114,41.385,0.88282
-112.034,41.385,2.22709
-111.953,41.385,1.40858
-111.873,41.385,0.78789
-112.836,41.446,0.14224
-112.756,41.446,0.17644
-112.676,41.446,0.21047
-112.595,41.446,0.23426
-112.515,41.446,0.24572
-112.274,41.446,0.32411
-112.194,41.446,0.45929
-112.114,41.446,0.82909
-112.034,41.446,2.05276
-111.953,41.446,1.03271
-111.873,41.446,0.59631
-112.756,41.508,0.1667
-112.274,41.508,0.28417
-112.194,41.508,0.38882
-112.114,41.508,0.61939
-112.034,41.508,1.15772
-111.953,41.508,1.08532
-111.873,41.508,0.58372
-112.274,41.57,0.27836
-112.194,41.57,0.38786
-112.114,41.57,0.64327
-112.034,41.57,1.51099
-111.953,41.57,0.775
-111.873,41.57,0.49008
-112.274,41.632,0.25372
-112.194,41.632,0.36172
-112.114,41.632,0.6109
-112.034,41.632,0.9285
-111.953,41.632,0.59843
-112.194,41.694,0.30115
-112.114,41.694,0.44158
-112.034,41.694,0.62292
-111.953,41.694,0.46209
-112.114,41.755,0.32353
-112.034,41.755,0.36672
-112.114,41.817,0.28922
-112.034,41.817,0.30359
-111.953,41.817,0.25993
-111.873,41.817,0.21744
-111.071,41.817,0.44921
-112.114,41.879,0.31401
-112.034,41.879,0.33224
-111.953,41.879,0.25345
-111.873,41.879,0.19896
-111.311,41.879,0.24861
-111.151,41.879,0.37093
-111.071,41.879,0.47638
-112.194,41.941,0.22108
-112.114,41.941,0.30905
-112.034,41.941,0.32608
-111.953,41.941,0.24674
-111.873,41.941,0.19178
-111.392,41.941,0.22749
-111.311,41.941,0.27217
-111.231,41.941,0.33398
-111.151,41.941,0.38923
-111.071,41.941,0.73132
-112.194,42.002,0.20689
-112.114,42.002,0.28033
-112.034,42.002,0.30538
-111.953,42.002,0.2358
-111.873,42.002,0.18524
-111.392,42.002,0.24346
-111.311,42.002,0.3193
-111.231,42.002,0.35326
-111.151,42.002,0.40012
-111.071,42.002,0.71666
-112.114,42.064,0.24756
-112.034,42.064,0.28333
-111.953,42.064,0.22793
-111.392,42.064,0.25512
-111.311,42.064,0.31177
-111.071,42.064,0.6981
-112.509,37.383,0.04065
-112.394,37.383,0.03431
-112.623,37.471,0.06059
-112.509,37.471,0.04763
-112.394,37.471,0.03868
-112.279,37.471,0.03233
-112.853,37.56,0.10562
-112.623,37.56,0.07655
-112.509,37.56,0.05824
-112.394,37.56,0.04444
-112.279,37.56,0.03606
-113.082,37.648,0.10469
-112.968,37.648,0.14005
-112.853,37.648,0.15426
-112.738,37.648,0.12519
-112.623,37.648,0.09561
-112.509,37.648,0.07139
-112.394,37.648,0.05227
-112.279,37.648,0.04005
-113.197,37.736,0.0827
-113.082,37.736,0.11987
-112.968,37.736,0.1892
-112.853,37.736,0.24337
-112.738,37.736,0.17822
-112.623,37.736,0.12275
-112.509,37.736,0.08562
-112.394,37.736,0.06046
-112.279,37.736,0.04478
-113.197,37.824,0.08165
-113.082,37.824,0.12146
-112.968,37.824,0.19688
-112.853,37.824,0.26928
-112.738,37.824,0.2689
-112.623,37.824,0.15654
-112.509,37.824,0.1008
-113.197,37.912,0.07294
-113.082,37.912,0.10373
-112.968,37.912,0.14981
-112.853,37.912,0.22103
-112.738,37.912,0.27966
-112.623,37.912,0.19905
-112.509,37.912,0.11524
-113.197,38.001,0.05881
-113.082,38.001,0.08033
-112.968,38.001,0.11146
-112.853,38.001,0.1664
-112.738,38.001,0.22802
-112.623,38.001,0.19711
-112.509,38.001,0.116
-113.082,38.089,0.06354
-112.968,38.089,0.08768
-112.853,38.089,0.11685
-112.738,38.089,0.13884
-112.623,38.089,0.12643
-112.509,38.089,0.09626
-113.082,38.177,0.05117
-112.968,38.177,0.06502
-112.853,38.177,0.07991
-112.738,38.177,0.08722
-112.623,38.177,0.08487
-112.509,38.177,0.07487
-112.853,38.265,0.05643
-112.738,38.265,0.0619
-111.477,39.148,0.04526
-111.362,39.148,0.03882
-111.247,39.148,0.03271
-111.935,39.236,0.06184
-111.477,39.236,0.05071
-111.362,39.236,0.04141
-111.247,39.236,0.03418
-111.133,39.236,0.02792
-112.165,39.324,0.05363
-112.05,39.324,0.06398
-111.935,39.324,0.0729
-111.821,39.324,0.07885
-111.591,39.324,0.06833
-111.477,39.324,0.05834
-111.362,39.324,0.04677
-111.247,39.324,0.03682
-111.133,39.324,0.02959
-112.165,39.412,0.06338
-112.05,39.412,0.07883
-111.935,39.412,0.09171
-111.821,39.412,0.10042
-111.706,39.412,0.0977
-111.591,39.412,0.08473
-111.477,39.412,0.06969
-111.362,39.412,0.05512
-111.247,39.412,0.04177
-111.133,39.412,0.03234
-112.165,39.5,0.07863
-112.05,39.5,0.10303
-111.935,39.5,0.12417
-111.821,39.5,0.13784
-111.706,39.5,0.1307
-111.477,39.5,0.08597
-111.362,39.5,0.06467
-111.247,39.5,0.04887
-111.133,39.5,0.03639
-112.165,39.589,0.09482
-112.05,39.589,0.13498
-111.935,39.589,0.18685
-111.821,39.589,0.2159
-111.706,39.589,0.19016
-111.591,39.589,0.13597
-111.362,39.589,0.07502
-111.247,39.589,0.05549
-112.165,39.677,0.11077
-112.05,39.677,0.16774
-111.935,39.677,0.2715
-111.821,39.677,0.36077
-111.706,39.677,0.26312
-111.591,39.677,0.16204
-112.165,39.765,0.12005
-112.05,39.765,0.18495
-111.935,39.765,0.31741
-111.821,39.765,0.45429
-111.706,39.765,0.30198
-111.591,39.765,0.17169
-112.165,39.853,0.12519
-112.05,39.853,0.18779
-111.935,39.853,0.34284
-111.821,39.853,0.79409
-111.706,39.853,0.39949
-111.591,39.853,0.20405
-111.477,39.853,0.13686
-112.165,39.941,0.13387
-112.05,39.941,0.19108
-111.935,39.941,0.33867
-111.821,39.941,0.94621
-111.706,39.941,0.74844
-111.591,39.941,0.29929
-111.477,39.941,0.17465
-111.362,39.941,0.11679
-112.165,40.03,0.14509
-112.05,40.03,0.195
-111.935,40.03,0.2983
-111.821,40.03,0.58817
-111.706,40.03,1.09863
-111.591,40.03,0.45646
-111.477,40.03,0.23096
-111.362,40.03,0.13898
-112.623,40.118,0.05933
-112.165,40.118,0.15732
-112.05,40.118,0.20348
-111.935,40.118,0.27923
-111.821,40.118,0.41365
-111.706,40.118,0.63575
-111.591,40.118,0.4958
-111.477,40.118,0.25501
-111.362,40.118,0.14933
-111.247,40.118,0.09379
-112.853,40.206,0.04183
-112.738,40.206,0.05414
-112.623,40.206,0.07317
-112.509,40.206,0.09568
-112.05,40.206,0.22424
-111.935,40.206,0.28522
-111.821,40.206,0.35378
-111.706,40.206,0.45427
-111.591,40.206,0.37562
-111.477,40.206,0.22195
-111.362,40.206,0.14088
-111.247,40.206,0.09182
-112.968,40.294,0.03718
-112.853,40.294,0.04695
-112.738,40.294,0.06424
-112.623,40.294,0.08792
-112.509,40.294,0.11921
-112.394,40.294,0.14716
-112.165,40.294,0.20926
-112.05,40.294,0.26047
-111.935,40.294,0.32732
-111.821,40.294,0.38849
-111.706,40.294,0.40649
-111.591,40.294,0.30234
-111.477,40.294,0.18748
-111.362,40.294,0.12477
-112.968,40.383,0.04117
-112.853,40.383,0.05204
-112.738,40.383,0.07368
-112.623,40.383,0.10412
-112.509,40.383,0.13935
-112.394,40.383,0.1629
-112.279,40.383,0.19643
-112.165,40.383,0.24919
-112.05,40.383,0.31414
-111.935,40.383,0.45783
-111.821,40.383,0.6584
-111.706,40.383,0.52276
-111.591,40.383,0.2904
-111.477,40.383,0.17693
-111.362,40.383,0.1189
-112.968,40.471,0.04435
-112.853,40.471,0.05921
-112.738,40.471,0.08137
-112.623,40.471,0.11903
-112.509,40.471,0.14759
-112.394,40.471,0.17247
-112.279,40.471,0.21691
-112.165,40.471,0.28375
-112.05,40.471,0.40473
-111.935,40.471,0.71834
-111.821,40.471,1.53312
-111.706,40.471,0.67745
-111.591,40.471,0.29198
-111.477,40.471,0.17022
-112.968,40.559,0.04746
-112.853,40.559,0.06664
-112.738,40.559,0.0935
-112.623,40.559,0.13068
-112.509,40.559,0.16771
-112.394,40.559,0.20444
-112.279,40.559,0.26844
-112.165,40.559,0.34544
-112.05,40.559,0.45657
-111.935,40.559,0.74576
-111.821,40.559,1.99823
-111.706,40.559,0.77002
-111.591,40.559,0.32287
-111.477,40.559,0.18146
-112.968,40.647,0.0521
-112.853,40.647,0.07327
-112.738,40.647,0.10229
-112.623,40.647,0.14348
-112.509,40.647,0.18962
-112.394,40.647,0.24842
-112.279,40.647,0.35334
-112.165,40.647,0.45399
-112.05,40.647,0.5515
-111.935,40.647,1.10539
-111.821,40.647,1.96209
-111.706,40.647,0.69411
-111.591,40.647,0.33357
-111.477,40.647,0.1901
-111.018,40.647,0.06916
-110.903,40.647,0.069
-110.789,40.647,0.06369
-110.674,40.647,0.05179
-112.853,40.736,0.0795
-112.738,40.736,0.11327
-112.623,40.736,0.16004
-112.509,40.736,0.21916
-112.394,40.736,0.30409
-112.279,40.736,0.49607
-112.165,40.736,0.67594
-112.05,40.736,0.7014
-111.935,40.736,1.99736
-111.821,40.736,1.23738
-111.706,40.736,0.57477
-111.591,40.736,0.31446
-111.477,40.736,0.18218
-111.133,40.736,0.08687
-111.018,40.736,0.09349
-110.903,40.736,0.11195
-110.789,40.736,0.11647
-110.674,40.736,0.08711
-110.559,40.736,0.0532
-112.738,40.824,0.13336
-112.623,40.824,0.18917
-112.509,40.824,0.2615
-112.394,40.824,0.3693
-112.279,40.824,0.6
-112.165,40.824,0.87738
-112.05,40.824,0.85181
-111.935,40.824,2.44883
-111.821,40.824,1.12202
-111.706,40.824,0.54039
-111.591,40.824,0.26673
-111.247,40.824,0.09279
-111.133,40.824,0.09698
-111.018,40.824,0.13809
-110.903,40.824,0.23803
-110.789,40.824,0.32401
-110.674,40.824,0.16319
-110.559,40.824,0.07507
-112.738,40.912,0.15059
-112.623,40.912,0.21779
-112.509,40.912,0.3183
-112.394,40.912,0.53672
-112.279,40.912,0.95899
-112.165,40.912,0.66231
-112.05,40.912,0.70742
-111.935,40.912,1.20549
-111.821,40.912,1.02386
-111.706,40.912,0.41847
-111.591,40.912,0.22843
-111.247,40.912,0.09337
-111.133,40.912,0.11224
-111.018,40.912,0.16859
-110.903,40.912,0.4161
-110.789,40.912,1.20976
-110.674,40.912,0.23078
-110.559,40.912,0.08759
-112.853,41,0.11733
-112.738,41,0.17135
-112.623,41,0.2533
-112.509,41,0.42004
-112.394,41,0.89858
-112.279,41,1.79708
-112.165,41,0.63032
-112.05,41,0.54744
-111.935,41,0.80437
-111.821,41,0.59433
-111.706,41,0.32148
-111.591,41,0.19284
-111.247,41,0.08872
-111.133,41,0.10498
-111.018,41,0.17557
-110.903,41,0.45842
-110.789,41,1.9183
-110.674,41,0.25675
-110.559,41,0.09181
-112.968,41.088,0.08758
-112.853,41.088,0.13801
-112.738,41.088,0.20272
-112.623,41.088,0.3391
-112.509,41.088,0.57667
-112.394,41.088,1.17383
-112.279,41.088,0.74085
-112.165,41.088,0.48353
-112.05,41.088,0.46338
-111.935,41.088,0.70284
-111.821,41.088,0.42591
-111.706,41.088,0.25334
-111.591,41.088,0.16471
-111.247,41.088,0.08543
-111.133,41.088,0.10212
-111.018,41.088,0.16626
-112.968,41.177,0.09567
-112.853,41.177,0.143
-112.738,41.177,0.23878
-112.623,41.177,0.50812
-112.509,41.177,1.72774
-112.394,41.177,1.00344
-112.279,41.177,0.51498
-112.165,41.177,0.45161
-112.05,41.177,0.55357
-111.935,41.177,0.78931
-111.821,41.177,0.44353
-111.706,41.177,0.25852
-111.591,41.177,0.16244
-111.247,41.177,0.08411
-111.133,41.177,0.09489
-111.018,41.177,0.1381
-113.082,41.265,0.07157
-112.968,41.265,0.10791
-112.853,41.265,0.15554
-112.738,41.265,0.25799
