Longitude,Latitude,DET_ana_Type,***Performance_Based***,PB_amax,PB_Mw,PB_FSliq_Cetin,PB_FSliq_IandB,PB_FSliq_Juang,PB_Nreq_Cetin,PB_Nreq_IandB,PB_Nreq_Juang,PB_ana_Type,PB_Return_P.,PB_CSR%
-149.516,65.664,Mean,***|,N/A,N/A,1.062,1.171,N/A,16.969,15.086,N/A,N/A,1033,17.862
-149.263,65.664,Mean,***|,N/A,N/A,1.057,1.165,N/A,17.038,15.187,N/A,N/A,1033,17.959
-149.01,65.664,Mean,***|,N/A,N/A,1.062,1.171,N/A,16.969,15.087,N/A,N/A,1033,17.863
-148.758,65.664,Mean,***|,N/A,N/A,1.064,1.173,N/A,16.945,15.056,N/A,N/A,1033,17.833
-148.505,65.664,Mean,***|,N/A,N/A,1.072,1.182,N/A,16.844,14.916,N/A,N/A,1033,17.699
-148.252,65.664,Mean,***|,N/A,N/A,1.079,1.19,N/A,16.751,14.802,N/A,N/A,1033,17.59
-147.999,65.664,Mean,***|,N/A,N/A,1.099,1.211,N/A,16.502,14.474,N/A,N/A,1033,17.282
-147.746,65.664,Mean,***|,N/A,N/A,1.123,1.236,N/A,16.201,14.088,N/A,N/A,1033,16.924
-152.045,65.767,Mean,***|,N/A,N/A,1.254,1.371,N/A,14.677,12.21,N/A,N/A,1033,15.263
-151.792,65.767,Mean,***|,N/A,N/A,1.203,1.317,N/A,15.257,12.932,N/A,N/A,1033,15.887
-151.539,65.767,Mean,***|,N/A,N/A,1.16,1.271,N/A,15.759,13.58,N/A,N/A,1033,16.462
-151.286,65.767,Mean,***|,N/A,N/A,1.125,1.235,N/A,16.173,14.104,N/A,N/A,1033,16.939
-151.033,65.767,Mean,***|,N/A,N/A,1.101,1.21,N/A,16.477,14.489,N/A,N/A,1033,17.296
-150.781,65.767,Mean,***|,N/A,N/A,1.083,1.191,N/A,16.7,14.774,N/A,N/A,1033,17.564
-150.528,65.767,Mean,***|,N/A,N/A,1.075,1.184,N/A,16.798,14.893,N/A,N/A,1033,17.677
-150.275,65.767,Mean,***|,N/A,N/A,1.071,1.179,N/A,16.859,14.966,N/A,N/A,1033,17.747
-150.022,65.767,Mean,***|,N/A,N/A,1.07,1.178,N/A,16.872,14.975,N/A,N/A,1033,17.755
-149.769,65.767,Mean,***|,N/A,N/A,1.071,1.18,N/A,16.852,14.943,N/A,N/A,1033,17.725
-149.516,65.767,Mean,***|,N/A,N/A,1.074,1.184,N/A,16.811,14.885,N/A,N/A,1033,17.669
-149.263,65.767,Mean,***|,N/A,N/A,1.08,1.191,N/A,16.739,14.787,N/A,N/A,1033,17.576
-149.01,65.767,Mean,***|,N/A,N/A,1.082,1.192,N/A,16.72,14.762,N/A,N/A,1033,17.553
-148.758,65.767,Mean,***|,N/A,N/A,1.088,1.199,N/A,16.643,14.662,N/A,N/A,1033,17.458
-148.505,65.767,Mean,***|,N/A,N/A,1.092,1.203,N/A,16.589,14.598,N/A,N/A,1033,17.398
-148.252,65.767,Mean,***|,N/A,N/A,1.106,1.217,N/A,16.418,14.377,N/A,N/A,1033,17.191
-147.999,65.767,Mean,***|,N/A,N/A,1.114,1.226,N/A,16.313,14.252,N/A,N/A,1033,17.075
-147.746,65.767,Mean,***|,N/A,N/A,1.144,1.257,N/A,15.94,13.78,N/A,N/A,1033,16.643
-152.045,65.87,Mean,***|,N/A,N/A,1.3,1.42,N/A,14.187,11.589,N/A,N/A,1033,14.739
-151.792,65.87,Mean,***|,N/A,N/A,1.233,1.348,N/A,14.909,12.514,N/A,N/A,1033,15.524
-151.792,65.87,Mean,***|,N/A,N/A,1.233,1.348,N/A,14.909,12.514,N/A,N/A,1033,15.524
-151.539,65.87,Mean,***|,N/A,N/A,1.192,1.306,N/A,15.384,13.081,N/A,N/A,1033,16.018
-151.286,65.87,Mean,***|,N/A,N/A,1.151,1.262,N/A,15.855,13.707,N/A,N/A,1033,16.577
-151.033,65.87,Mean,***|,N/A,N/A,1.124,1.234,N/A,16.192,14.126,N/A,N/A,1033,16.959
-150.781,65.87,Mean,***|,N/A,N/A,1.105,1.214,N/A,16.431,14.432,N/A,N/A,1033,17.242
-150.528,65.87,Mean,***|,N/A,N/A,1.093,1.202,N/A,16.573,14.607,N/A,N/A,1033,17.406
-150.275,65.87,Mean,***|,N/A,N/A,1.088,1.197,N/A,16.643,14.691,N/A,N/A,1033,17.485
-150.022,65.87,Mean,***|,N/A,N/A,1.087,1.196,N/A,16.654,14.7,N/A,N/A,1033,17.494
-149.769,65.87,Mean,***|,N/A,N/A,1.089,1.199,N/A,16.628,14.659,N/A,N/A,1033,17.455
-149.516,65.87,Mean,***|,N/A,N/A,1.092,1.203,N/A,16.588,14.603,N/A,N/A,1033,17.403
-149.263,65.87,Mean,***|,N/A,N/A,1.097,1.208,N/A,16.526,14.518,N/A,N/A,1033,17.323
-149.01,65.87,Mean,***|,N/A,N/A,1.103,1.215,N/A,16.449,14.417,N/A,N/A,1033,17.228
-148.758,65.87,Mean,***|,N/A,N/A,1.111,1.224,N/A,16.351,14.282,N/A,N/A,1033,17.103
-148.505,65.87,Mean,***|,N/A,N/A,1.106,1.217,N/A,16.414,14.387,N/A,N/A,1033,17.2
-148.252,65.87,Mean,***|,N/A,N/A,1.124,1.237,N/A,16.184,14.073,N/A,N/A,1033,16.91
-147.999,65.87,Mean,***|,N/A,N/A,1.132,1.244,N/A,16.088,13.974,N/A,N/A,1033,16.82
-147.746,65.87,Mean,***|,N/A,N/A,1.163,1.278,N/A,15.717,13.479,N/A,N/A,1033,16.372
-151.792,65.973,Mean,***|,N/A,N/A,1.266,1.385,N/A,14.548,12.026,N/A,N/A,1033,15.106
-151.539,65.973,Mean,***|,N/A,N/A,1.221,1.337,N/A,15.041,12.669,N/A,N/A,1033,15.658
-151.286,65.973,Mean,***|,N/A,N/A,1.175,1.288,N/A,15.576,13.337,N/A,N/A,1033,16.245
-151.033,65.973,Mean,***|,N/A,N/A,1.152,1.265,N/A,15.844,13.677,N/A,N/A,1033,16.55
-150.781,65.973,Mean,***|,N/A,N/A,1.129,1.24,N/A,16.123,14.028,N/A,N/A,1033,16.869
-150.528,65.973,Mean,***|,N/A,N/A,1.114,1.225,N/A,16.31,14.264,N/A,N/A,1033,17.086
-150.275,65.973,Mean,***|,N/A,N/A,1.108,1.219,N/A,16.389,14.358,N/A,N/A,1033,17.174
-150.022,65.973,Mean,***|,N/A,N/A,1.106,1.217,N/A,16.412,14.381,N/A,N/A,1033,17.195
-149.769,65.973,Mean,***|,N/A,N/A,1.108,1.219,N/A,16.393,14.347,N/A,N/A,1033,17.163
-149.516,65.973,Mean,***|,N/A,N/A,1.11,1.221,N/A,16.368,14.314,N/A,N/A,1033,17.133
-149.263,65.973,Mean,***|,N/A,N/A,1.109,1.221,N/A,16.376,14.324,N/A,N/A,1033,17.142
-149.01,65.973,Mean,***|,N/A,N/A,1.109,1.22,N/A,16.381,14.339,N/A,N/A,1033,17.156
-148.758,65.973,Mean,***|,N/A,N/A,1.112,1.223,N/A,16.341,14.284,N/A,N/A,1033,17.105
-148.505,65.973,Mean,***|,N/A,N/A,1.118,1.23,N/A,16.264,14.189,N/A,N/A,1033,17.017
-148.252,65.973,Mean,***|,N/A,N/A,1.126,1.238,N/A,16.164,14.061,N/A,N/A,1033,16.899
-147.999,65.973,Mean,***|,N/A,N/A,1.14,1.252,N/A,15.989,13.856,N/A,N/A,1033,16.712
-147.746,65.973,Mean,***|,N/A,N/A,1.157,1.271,N/A,15.786,13.591,N/A,N/A,1033,16.472
-151.539,66.076,Mean,***|,N/A,N/A,1.253,1.37,N/A,14.696,12.219,N/A,N/A,1033,15.271
-151.286,66.076,Mean,***|,N/A,N/A,1.202,1.317,N/A,15.26,12.932,N/A,N/A,1033,15.887
-151.033,66.076,Mean,***|,N/A,N/A,1.172,1.285,N/A,15.611,13.382,N/A,N/A,1033,16.285
-150.781,66.076,Mean,***|,N/A,N/A,1.147,1.259,N/A,15.904,13.763,N/A,N/A,1033,16.628
-150.528,66.076,Mean,***|,N/A,N/A,1.134,1.245,N/A,16.062,13.952,N/A,N/A,1033,16.8
-150.275,66.076,Mean,***|,N/A,N/A,1.125,1.237,N/A,16.173,14.083,N/A,N/A,1033,16.919
-150.022,66.076,Mean,***|,N/A,N/A,1.122,1.233,N/A,16.217,14.135,N/A,N/A,1033,16.967
-149.769,66.076,Mean,***|,N/A,N/A,1.12,1.231,N/A,16.244,14.164,N/A,N/A,1033,16.994
-149.516,66.076,Mean,***|,N/A,N/A,1.112,1.222,N/A,16.344,14.302,N/A,N/A,1033,17.122
-149.263,66.076,Mean,***|,N/A,N/A,1.113,1.224,N/A,16.326,14.274,N/A,N/A,1033,17.096
-149.01,66.076,Mean,***|,N/A,N/A,1.113,1.224,N/A,16.321,14.269,N/A,N/A,1033,17.091
-148.758,66.076,Mean,***|,N/A,N/A,1.117,1.229,N/A,16.271,14.204,N/A,N/A,1033,17.031
-148.505,66.076,Mean,***|,N/A,N/A,1.119,1.23,N/A,16.252,14.187,N/A,N/A,1033,17.015
-148.252,66.076,Mean,***|,N/A,N/A,1.126,1.237,N/A,16.166,14.08,N/A,N/A,1033,16.917
-147.999,66.076,Mean,***|,N/A,N/A,1.136,1.247,N/A,16.035,13.926,N/A,N/A,1033,16.776
-147.746,66.076,Mean,***|,N/A,N/A,1.156,1.269,N/A,15.796,13.618,N/A,N/A,1033,16.497
-147.493,66.076,Mean,***|,N/A,N/A,1.186,1.301,N/A,15.447,13.159,N/A,N/A,1033,16.087
-151.539,66.18,Mean,***|,N/A,N/A,1.287,1.407,N/A,14.321,11.756,N/A,N/A,1033,14.878
-151.286,66.18,Mean,***|,N/A,N/A,1.242,1.359,N/A,14.813,12.376,N/A,N/A,1033,15.405
-151.033,66.18,Mean,***|,N/A,N/A,1.2,1.314,N/A,15.294,12.973,N/A,N/A,1033,15.923
-150.781,66.18,Mean,***|,N/A,N/A,1.178,1.292,N/A,15.542,13.286,N/A,N/A,1033,16.2
-150.528,66.18,Mean,***|,N/A,N/A,1.155,1.268,N/A,15.807,13.634,N/A,N/A,1033,16.511
-150.275,66.18,Mean,***|,N/A,N/A,1.148,1.26,N/A,15.895,13.741,N/A,N/A,1033,16.608
-150.022,66.18,Mean,***|,N/A,N/A,1.135,1.247,N/A,16.044,13.93,N/A,N/A,1033,16.779
-149.769,66.18,Mean,***|,N/A,N/A,1.126,1.237,N/A,16.162,14.076,N/A,N/A,1033,16.913
-149.516,66.18,Mean,***|,N/A,N/A,1.128,1.239,N/A,16.14,14.039,N/A,N/A,1033,16.879
-149.263,66.18,Mean,***|,N/A,N/A,1.123,1.234,N/A,16.2,14.12,N/A,N/A,1033,16.953
-149.01,66.18,Mean,***|,N/A,N/A,1.126,1.238,N/A,16.162,14.068,N/A,N/A,1033,16.906
-148.758,66.18,Mean,***|,N/A,N/A,1.122,1.233,N/A,16.212,14.14,N/A,N/A,1033,16.972
-148.505,66.18,Mean,***|,N/A,N/A,1.125,1.236,N/A,16.173,14.092,N/A,N/A,1033,16.928
-148.252,66.18,Mean,***|,N/A,N/A,1.129,1.24,N/A,16.122,14.031,N/A,N/A,1033,16.872
-147.999,66.18,Mean,***|,N/A,N/A,1.141,1.252,N/A,15.972,13.852,N/A,N/A,1033,16.708
-147.746,66.18,Mean,***|,N/A,N/A,1.157,1.269,N/A,15.784,13.61,N/A,N/A,1033,16.489
-147.493,66.18,Mean,***|,N/A,N/A,1.183,1.297,N/A,15.483,13.216,N/A,N/A,1033,16.138
-151.286,66.283,Mean,***|,N/A,N/A,1.281,1.4,N/A,14.386,11.838,N/A,N/A,1033,14.947
-151.033,66.283,Mean,***|,N/A,N/A,1.238,1.354,N/A,14.854,12.441,N/A,N/A,1033,15.461
-150.781,66.283,Mean,***|,N/A,N/A,1.21,1.324,N/A,15.175,12.836,N/A,N/A,1033,15.803
-150.528,66.283,Mean,***|,N/A,N/A,1.183,1.297,N/A,15.484,13.218,N/A,N/A,1033,16.139
-150.275,66.283,Mean,***|,N/A,N/A,1.165,1.278,N/A,15.692,13.489,N/A,N/A,1033,16.381
-150.022,66.283,Mean,***|,N/A,N/A,1.156,1.268,N/A,15.803,13.631,N/A,N/A,1033,16.508
-149.769,66.283,Mean,***|,N/A,N/A,1.146,1.258,N/A,15.915,13.777,N/A,N/A,1033,16.64
-149.516,66.283,Mean,***|,N/A,N/A,1.145,1.257,N/A,15.927,13.789,N/A,N/A,1033,16.651
-149.263,66.283,Mean,***|,N/A,N/A,1.138,1.249,N/A,16.01,13.899,N/A,N/A,1033,16.751
-149.01,66.283,Mean,***|,N/A,N/A,1.135,1.246,N/A,16.054,13.948,N/A,N/A,1033,16.796
-148.758,66.283,Mean,***|,N/A,N/A,1.131,1.242,N/A,16.095,14.001,N/A,N/A,1033,16.844
-148.505,66.283,Mean,***|,N/A,N/A,1.131,1.242,N/A,16.099,14.006,N/A,N/A,1033,16.849
-148.252,66.283,Mean,***|,N/A,N/A,1.133,1.243,N/A,16.076,13.985,N/A,N/A,1033,16.83
-147.999,66.283,Mean,***|,N/A,N/A,1.144,1.254,N/A,15.947,13.828,N/A,N/A,1033,16.687
-147.746,66.283,Mean,***|,N/A,N/A,1.157,1.268,N/A,15.785,13.621,N/A,N/A,1033,16.499
-151.033,66.386,Mean,***|,N/A,N/A,1.285,1.404,N/A,14.347,11.788,N/A,N/A,1033,14.905
-150.781,66.386,Mean,***|,N/A,N/A,1.24,1.356,N/A,14.837,12.417,N/A,N/A,1033,15.44
-150.528,66.386,Mean,***|,N/A,N/A,1.211,1.326,N/A,15.156,12.817,N/A,N/A,1033,15.787
-150.275,66.386,Mean,***|,N/A,N/A,1.191,1.305,N/A,15.392,13.1,N/A,N/A,1033,16.035
-150.022,66.386,Mean,***|,N/A,N/A,1.179,1.292,N/A,15.536,13.285,N/A,N/A,1033,16.199
-149.769,66.386,Mean,***|,N/A,N/A,1.177,1.291,N/A,15.554,13.296,N/A,N/A,1033,16.209
-149.516,66.386,Mean,***|,N/A,N/A,1.166,1.279,N/A,15.684,13.47,N/A,N/A,1033,16.364
-149.263,66.386,Mean,***|,N/A,N/A,1.157,1.269,N/A,15.793,13.616,N/A,N/A,1033,16.495
-149.01,66.386,Mean,***|,N/A,N/A,1.152,1.264,N/A,15.846,13.683,N/A,N/A,1033,16.555
-148.758,66.386,Mean,***|,N/A,N/A,1.143,1.253,N/A,15.956,13.838,N/A,N/A,1033,16.696
-148.505,66.386,Mean,***|,N/A,N/A,1.146,1.257,N/A,15.921,13.787,N/A,N/A,1033,16.649
-148.252,66.386,Mean,***|,N/A,N/A,1.143,1.254,N/A,15.948,13.835,N/A,N/A,1033,16.693
-147.999,66.386,Mean,***|,N/A,N/A,1.152,1.263,N/A,15.847,13.699,N/A,N/A,1033,16.57
-147.746,66.386,Mean,***|,N/A,N/A,1.164,1.275,N/A,15.713,13.534,N/A,N/A,1033,16.421
-150.781,66.489,Mean,***|,N/A,N/A,1.297,1.416,N/A,14.218,11.638,N/A,N/A,1033,14.78
-150.528,66.489,Mean,***|,N/A,N/A,1.264,1.382,N/A,14.573,12.065,N/A,N/A,1033,15.14
-150.275,66.489,Mean,***|,N/A,N/A,1.242,1.358,N/A,14.814,12.38,N/A,N/A,1033,15.409
-150.022,66.489,Mean,***|,N/A,N/A,1.218,1.333,N/A,15.075,12.72,N/A,N/A,1033,15.702
-149.769,66.489,Mean,***|,N/A,N/A,1.209,1.324,N/A,15.183,12.838,N/A,N/A,1033,15.805
-149.516,66.489,Mean,***|,N/A,N/A,1.199,1.314,N/A,15.299,12.971,N/A,N/A,1033,15.922
-149.263,66.489,Mean,***|,N/A,N/A,1.2,1.315,N/A,15.293,12.953,N/A,N/A,1033,15.906
-149.01,66.489,Mean,***|,N/A,N/A,1.182,1.296,N/A,15.496,13.227,N/A,N/A,1033,16.147
-148.758,66.489,Mean,***|,N/A,N/A,1.181,1.296,N/A,15.505,13.231,N/A,N/A,1033,16.151
-148.505,66.489,Mean,***|,N/A,N/A,1.169,1.281,N/A,15.651,13.439,N/A,N/A,1033,16.336
-148.252,66.489,Mean,***|,N/A,N/A,1.174,1.286,N/A,15.596,13.365,N/A,N/A,1033,16.27
-147.999,66.489,Mean,***|,N/A,N/A,1.175,1.288,N/A,15.577,13.346,N/A,N/A,1033,16.253
-150.022,66.592,Mean,***|,N/A,N/A,1.279,1.399,N/A,14.407,11.85,N/A,N/A,1033,14.958
-149.769,66.592,Mean,***|,N/A,N/A,1.261,1.379,N/A,14.61,12.101,N/A,N/A,1033,15.17
-149.516,66.592,Mean,***|,N/A,N/A,1.247,1.364,N/A,14.762,12.298,N/A,N/A,1033,15.338
-149.263,66.592,Mean,***|,N/A,N/A,1.235,1.352,N/A,14.884,12.462,N/A,N/A,1033,15.479
-149.01,66.592,Mean,***|,N/A,N/A,1.228,1.344,N/A,14.967,12.57,N/A,N/A,1033,15.572
-148.758,66.592,Mean,***|,N/A,N/A,1.215,1.331,N/A,15.111,12.751,N/A,N/A,1033,15.729
-148.505,66.592,Mean,***|,N/A,N/A,1.208,1.324,N/A,15.19,12.843,N/A,N/A,1033,15.81
-157.355,66.695,Mean,***|,N/A,N/A,1.144,1.254,N/A,15.938,13.832,N/A,N/A,1033,16.69
-157.861,66.798,Mean,***|,N/A,N/A,1.18,1.293,N/A,15.516,13.273,N/A,N/A,1033,16.188
-157.608,66.798,Mean,***|,N/A,N/A,1.152,1.262,N/A,15.848,13.707,N/A,N/A,1033,16.577
-157.355,66.798,Mean,***|,N/A,N/A,1.12,1.228,N/A,16.24,14.216,N/A,N/A,1033,17.042
-157.102,66.798,Mean,***|,N/A,N/A,1.106,1.214,N/A,16.41,14.427,N/A,N/A,1033,17.238
-158.114,66.902,Mean,***|,N/A,N/A,1.188,1.301,N/A,15.423,13.151,N/A,N/A,1033,16.08
-157.861,66.902,Mean,***|,N/A,N/A,1.16,1.271,N/A,15.755,13.585,N/A,N/A,1033,16.467
-157.608,66.902,Mean,***|,N/A,N/A,1.139,1.248,N/A,16.003,13.908,N/A,N/A,1033,16.759
-157.355,66.902,Mean,***|,N/A,N/A,1.11,1.218,N/A,16.359,14.366,N/A,N/A,1033,17.181
-157.102,66.902,Mean,***|,N/A,N/A,1.097,1.204,N/A,16.527,14.578,N/A,N/A,1033,17.379
-158.114,67.005,Mean,***|,N/A,N/A,1.18,1.293,N/A,15.52,13.265,N/A,N/A,1033,16.181
-157.861,67.005,Mean,***|,N/A,N/A,1.155,1.266,N/A,15.814,13.655,N/A,N/A,1033,16.53
-157.608,67.005,Mean,***|,N/A,N/A,1.137,1.247,N/A,16.03,13.933,N/A,N/A,1033,16.782
-157.355,67.005,Mean,***|,N/A,N/A,1.118,1.227,N/A,16.262,14.227,N/A,N/A,1033,17.052
-157.102,67.005,Mean,***|,N/A,N/A,1.104,1.212,N/A,16.442,14.462,N/A,N/A,1033,17.27
-158.114,67.108,Mean,***|,N/A,N/A,1.171,1.284,N/A,15.623,13.394,N/A,N/A,1033,16.296
-157.861,67.108,Mean,***|,N/A,N/A,1.159,1.271,N/A,15.767,13.584,N/A,N/A,1033,16.466
-157.608,67.108,Mean,***|,N/A,N/A,1.139,1.25,N/A,16.001,13.89,N/A,N/A,1033,16.743
-160.39,67.417,Mean,***|,N/A,N/A,1.264,1.38,N/A,14.577,12.09,N/A,N/A,1033,15.161
-160.137,67.417,Mean,***|,N/A,N/A,1.245,1.36,N/A,14.779,12.353,N/A,N/A,1033,15.385
-159.884,67.417,Mean,***|,N/A,N/A,1.232,1.347,N/A,14.921,12.534,N/A,N/A,1033,15.541
-159.631,67.417,Mean,***|,N/A,N/A,1.213,1.327,N/A,15.14,12.804,N/A,N/A,1033,15.775
-159.378,67.417,Mean,***|,N/A,N/A,1.2,1.314,N/A,15.283,12.969,N/A,N/A,1033,15.92
-160.896,67.521,Mean,***|,N/A,N/A,1.281,1.397,N/A,14.392,11.874,N/A,N/A,1033,14.978
-160.643,67.521,Mean,***|,N/A,N/A,1.248,1.363,N/A,14.744,12.321,N/A,N/A,1033,15.358
-160.39,67.521,Mean,***|,N/A,N/A,1.224,1.337,N/A,15.003,12.663,N/A,N/A,1033,15.653
-160.137,67.521,Mean,***|,N/A,N/A,1.21,1.323,N/A,15.171,12.848,N/A,N/A,1033,15.814
-159.884,67.521,Mean,***|,N/A,N/A,1.2,1.313,N/A,15.29,12.981,N/A,N/A,1033,15.93
-159.631,67.521,Mean,***|,N/A,N/A,1.192,1.305,N/A,15.386,13.097,N/A,N/A,1033,16.032
-159.378,67.521,Mean,***|,N/A,N/A,1.187,1.3,N/A,15.441,13.168,N/A,N/A,1033,16.095
-159.126,67.521,Mean,***|,N/A,N/A,1.182,1.295,N/A,15.495,13.236,N/A,N/A,1033,16.155
-158.873,67.521,Mean,***|,N/A,N/A,1.185,1.299,N/A,15.466,13.19,N/A,N/A,1033,16.115
-148.252,67.521,Mean,***|,N/A,N/A,1.481,1.613,N/A,12.389,9.405,N/A,N/A,1033,12.978
-147.999,67.521,Mean,***|,N/A,N/A,1.459,1.589,N/A,12.595,9.655,N/A,N/A,1033,13.173
-147.746,67.521,Mean,***|,N/A,N/A,1.441,1.57,N/A,12.76,9.854,N/A,N/A,1033,13.33
-161.149,67.624,Mean,***|,N/A,N/A,1.287,1.403,N/A,14.328,11.806,N/A,N/A,1033,14.921
-160.896,67.624,Mean,***|,N/A,N/A,1.252,1.367,N/A,14.698,12.268,N/A,N/A,1033,15.313
-160.643,67.624,Mean,***|,N/A,N/A,1.223,1.336,N/A,15.015,12.68,N/A,N/A,1033,15.668
-160.39,67.624,Mean,***|,N/A,N/A,1.204,1.316,N/A,15.24,12.939,N/A,N/A,1033,15.894
-160.137,67.624,Mean,***|,N/A,N/A,1.19,1.302,N/A,15.408,13.144,N/A,N/A,1033,16.074
-159.884,67.624,Mean,***|,N/A,N/A,1.182,1.293,N/A,15.504,13.263,N/A,N/A,1033,16.179
-159.631,67.624,Mean,***|,N/A,N/A,1.179,1.292,N/A,15.529,13.284,N/A,N/A,1033,16.198
-159.378,67.624,Mean,***|,N/A,N/A,1.176,1.288,N/A,15.572,13.342,N/A,N/A,1033,16.25
-159.126,67.624,Mean,***|,N/A,N/A,1.177,1.29,N/A,15.551,13.31,N/A,N/A,1033,16.221
-148.505,67.624,Mean,***|,N/A,N/A,1.491,1.623,N/A,12.291,9.299,N/A,N/A,1033,12.896
-148.252,67.624,Mean,***|,N/A,N/A,1.459,1.589,N/A,12.592,9.658,N/A,N/A,1033,13.176
-147.999,67.624,Mean,***|,N/A,N/A,1.44,1.568,N/A,12.773,9.877,N/A,N/A,1033,13.348
-147.746,67.624,Mean,***|,N/A,N/A,1.429,1.556,N/A,12.876,10,N/A,N/A,1033,13.445
-147.493,67.624,Mean,***|,N/A,N/A,1.427,1.554,N/A,12.894,10.027,N/A,N/A,1033,13.467
-161.149,67.727,Mean,***|,N/A,N/A,1.282,1.398,N/A,14.375,11.861,N/A,N/A,1033,14.967
-160.896,67.727,Mean,***|,N/A,N/A,1.244,1.357,N/A,14.794,12.398,N/A,N/A,1033,15.424
-160.643,67.727,Mean,***|,N/A,N/A,1.218,1.33,N/A,15.079,12.755,N/A,N/A,1033,15.733
-160.39,67.727,Mean,***|,N/A,N/A,1.197,1.309,N/A,15.317,13.037,N/A,N/A,1033,15.98
-160.137,67.727,Mean,***|,N/A,N/A,1.187,1.299,N/A,15.44,13.188,N/A,N/A,1033,16.113
-159.884,67.727,Mean,***|,N/A,N/A,1.179,1.291,N/A,15.528,13.295,N/A,N/A,1033,16.208
-159.631,67.727,Mean,***|,N/A,N/A,1.176,1.288,N/A,15.569,13.343,N/A,N/A,1033,16.25
-159.378,67.727,Mean,***|,N/A,N/A,1.177,1.29,N/A,15.554,13.317,N/A,N/A,1033,16.227
-159.126,67.727,Mean,***|,N/A,N/A,1.181,1.295,N/A,15.505,13.247,N/A,N/A,1033,16.165
-148.758,67.727,Mean,***|,N/A,N/A,1.499,1.63,N/A,12.223,9.23,N/A,N/A,1033,12.843
-148.505,67.727,Mean,***|,N/A,N/A,1.464,1.593,N/A,12.547,9.617,N/A,N/A,1033,13.144
-148.252,67.727,Mean,***|,N/A,N/A,1.444,1.572,N/A,12.736,9.836,N/A,N/A,1033,13.316
-147.999,67.727,Mean,***|,N/A,N/A,1.425,1.55,N/A,12.917,10.063,N/A,N/A,1033,13.495
-147.746,67.727,Mean,***|,N/A,N/A,1.418,1.543,N/A,12.981,10.148,N/A,N/A,1033,13.563
-147.493,67.727,Mean,***|,N/A,N/A,1.417,1.542,N/A,12.985,10.158,N/A,N/A,1033,13.571
-147.24,67.727,Mean,***|,N/A,N/A,1.428,1.554,N/A,12.886,10.024,N/A,N/A,1033,13.464
-161.149,67.83,Mean,***|,N/A,N/A,1.289,1.405,N/A,14.302,11.78,N/A,N/A,1033,14.899
-160.896,67.83,Mean,***|,N/A,N/A,1.253,1.366,N/A,14.696,12.271,N/A,N/A,1033,15.315
-160.643,67.83,Mean,***|,N/A,N/A,1.227,1.339,N/A,14.975,12.634,N/A,N/A,1033,15.628
-160.39,67.83,Mean,***|,N/A,N/A,1.204,1.315,N/A,15.246,12.952,N/A,N/A,1033,15.905
-160.137,67.83,Mean,***|,N/A,N/A,1.193,1.305,N/A,15.371,13.1,N/A,N/A,1033,16.035
-159.884,67.83,Mean,***|,N/A,N/A,1.182,1.293,N/A,15.503,13.271,N/A,N/A,1033,16.186
-159.631,67.83,Mean,***|,N/A,N/A,1.182,1.294,N/A,15.498,13.253,N/A,N/A,1033,16.17
-159.378,67.83,Mean,***|,N/A,N/A,1.185,1.298,N/A,15.464,13.198,N/A,N/A,1033,16.122
-159.126,67.83,Mean,***|,N/A,N/A,1.193,1.307,N/A,15.372,13.068,N/A,N/A,1033,16.007
-148.758,67.83,Mean,***|,N/A,N/A,1.47,1.597,N/A,12.495,9.568,N/A,N/A,1033,13.105
-148.505,67.83,Mean,***|,N/A,N/A,1.441,1.567,N/A,12.76,9.88,N/A,N/A,1033,13.35
-148.252,67.83,Mean,***|,N/A,N/A,1.422,1.546,N/A,12.946,10.11,N/A,N/A,1033,13.533
-147.999,67.83,Mean,***|,N/A,N/A,1.411,1.534,N/A,13.052,10.246,N/A,N/A,1033,13.641
-147.746,67.83,Mean,***|,N/A,N/A,1.413,1.537,N/A,13.031,10.217,N/A,N/A,1033,13.618
-147.493,67.83,Mean,***|,N/A,N/A,1.412,1.535,N/A,13.043,10.236,N/A,N/A,1033,13.633
-147.24,67.83,Mean,***|,N/A,N/A,1.429,1.554,N/A,12.874,10.016,N/A,N/A,1033,13.458
-146.987,67.83,Mean,***|,N/A,N/A,1.449,1.575,N/A,12.688,9.799,N/A,N/A,1033,13.287
-161.149,67.933,Mean,***|,N/A,N/A,1.31,1.427,N/A,14.071,11.509,N/A,N/A,1033,14.672
-160.896,67.933,Mean,***|,N/A,N/A,1.267,1.382,N/A,14.538,12.062,N/A,N/A,1033,15.137
-160.643,67.933,Mean,***|,N/A,N/A,1.239,1.352,N/A,14.84,12.46,N/A,N/A,1033,15.477
-160.39,67.933,Mean,***|,N/A,N/A,1.215,1.327,N/A,15.113,12.797,N/A,N/A,1033,15.769
-160.137,67.933,Mean,***|,N/A,N/A,1.199,1.311,N/A,15.296,13.01,N/A,N/A,1033,15.956
-159.884,67.933,Mean,***|,N/A,N/A,1.191,1.304,N/A,15.388,13.119,N/A,N/A,1033,16.052
-159.631,67.933,Mean,***|,N/A,N/A,1.182,1.293,N/A,15.503,13.269,N/A,N/A,1033,16.185
-159.378,67.933,Mean,***|,N/A,N/A,1.184,1.296,N/A,15.479,13.227,N/A,N/A,1033,16.147
