Long,Lat,DET_ana_Type,***Performance_Based***,PB_ana_Type,PB_Return_P.,PB_Cetin_Uncorr_Strain,Cetin_percent,PB_IandY_Uncorr_Strain,IandY_percent,PB_Cetin_Equiv_Strain,PB_IandY_Equiv_Strain,PB_Seismic_Slope_Disp_RandS,PB_Seismic_Slope_Disp_BandT
-110.996,45.257,Mean,***|,N/A,1033,0.008047887,0.804788719,0.006337923,0.633792331,0.008047887,0.006337923,3.54299595,5.370540229
-110.932,45.257,Mean,***|,N/A,1033,0.008250578,0.825057813,0.006699858,0.669985761,0.008250578,0.006699858,3.429389454,5.274842116
-110.868,45.257,Mean,***|,N/A,1033,0.008467929,0.846792863,0.005025666,0.502566639,0.008467929,0.005025666,3.390386684,5.229101967
-110.804,45.256,Mean,***|,N/A,1033,0.007023379,0.702337937,0.005771097,0.577109684,0.007023379,0.005771097,3.053037367,4.888067125
-110.741,45.256,Mean,***|,N/A,1033,0.007715379,0.77153791,0.004727012,0.47270119,0.007715379,0.004727012,2.670169837,4.490740494
-110.677,45.256,Mean,***|,N/A,1033,0.006729773,0.672977272,0.001991647,0.199164679,0.006729773,0.001991647,2.143208477,3.926522047
-111.952,45.298,Mean,***|,N/A,1033,0.006705352,0.670535249,0.003924306,0.39243056,0.006705352,0.003924306,2.121140268,3.944897419
-111.888,45.298,Mean,***|,N/A,1033,0.007570283,0.757028313,0.004471875,0.447187471,0.007570283,0.004471875,2.707314829,4.554786069
-111.825,45.299,Mean,***|,N/A,1033,0.006998805,0.699880547,0.005670327,0.56703275,0.006998805,0.005670327,2.973936706,4.817531659
-111.761,45.299,Mean,***|,N/A,1033,0.008431126,0.843112588,0.00691551,0.691551045,0.008431126,0.00691551,3.371769387,5.214668276
-111.697,45.3,Mean,***|,N/A,1033,0.009544283,0.954428291,0.007588564,0.758856408,0.009544283,0.007588564,3.966373016,5.794897906
-111.633,45.3,Mean,***|,N/A,1033,0.009435736,0.943573572,0.007476851,0.747685104,0.009435736,0.007476851,3.977098631,5.809359417
-111.57,45.3,Mean,***|,N/A,1033,0.00982876,0.982875952,0.006042972,0.60429721,0.00982876,0.006042972,3.680551495,5.482079586
-111.506,45.301,Mean,***|,N/A,1033,0.009742857,0.974285729,0.007828,0.782799967,0.009742857,0.007828,3.652365425,5.43702324
-111.442,45.301,Mean,***|,N/A,1033,0.008480941,0.848094054,0.005029328,0.502932759,0.008480941,0.005029328,3.160086993,4.986086004
-111.378,45.301,Mean,***|,N/A,1033,0.008481402,0.848140182,0.005012873,0.501287344,0.008481402,0.005012873,3.161353373,5.001307542
-111.315,45.301,Mean,***|,N/A,1033,0.008676526,0.867652637,0.005295213,0.529521299,0.008676526,0.005295213,3.011357762,4.8699363
-111.251,45.301,Mean,***|,N/A,1033,0.008808416,0.880841586,0.005492044,0.549204372,0.008808416,0.005492044,2.825291895,4.715836143
-111.187,45.301,Mean,***|,N/A,1033,0.008837163,0.883716322,0.005507143,0.550714333,0.008837163,0.005507143,2.917212419,4.765618882
-111.123,45.302,Mean,***|,N/A,1033,0.00885865,0.885864959,0.005558715,0.555871536,0.00885865,0.005558715,2.837454168,4.712447808
-111.059,45.302,Mean,***|,N/A,1033,0.008823552,0.88235517,0.005564679,0.556467905,0.008823552,0.005564679,2.555106196,4.438142084
-110.932,45.302,Mean,***|,N/A,1033,0.006971531,0.697153116,0.005698512,0.56985117,0.006971531,0.005698512,3.066674171,4.909129282
-110.868,45.302,Mean,***|,N/A,1033,0.007121892,0.712189209,0.003961482,0.396148169,0.007121892,0.003961482,3.01260812,4.866235973
-110.804,45.301,Mean,***|,N/A,1033,0.007223519,0.722351856,0.004102137,0.410213699,0.007223519,0.004102137,3.002160675,4.869788552
-110.741,45.301,Mean,***|,N/A,1033,0.005982743,0.598274345,0.003050625,0.305062453,0.005982743,0.003050625,2.63018373,4.481627404
-110.677,45.301,Mean,***|,N/A,1033,0.006863026,0.686302569,0.002065704,0.206570411,0.006863026,0.002065704,2.169442348,3.960291733
-111.953,45.343,Mean,***|,N/A,1033,0.0052434,0.524339984,0.002438773,0.243877259,0.0052434,0.002438773,1.911505879,3.702183519
-111.889,45.343,Mean,***|,N/A,1033,0.006357227,0.635722739,0.003508746,0.350874575,0.006357227,0.003508746,2.290729046,4.103414077
-111.825,45.344,Mean,***|,N/A,1033,0.007672887,0.767288686,0.004660508,0.466050786,0.007672887,0.004660508,2.585875481,4.404798107
-111.762,45.344,Mean,***|,N/A,1033,0.007052001,0.705200142,0.005768401,0.576840064,0.007052001,0.005768401,3.040637056,4.89859118
-111.698,45.345,Mean,***|,N/A,1033,0.008423413,0.842341264,0.004981883,0.498188313,0.008423413,0.004981883,3.304055251,5.154098748
-111.634,45.345,Mean,***|,N/A,1033,0.00797806,0.797805981,0.006281813,0.62818133,0.00797806,0.006281813,3.539549278,5.389251823
-111.57,45.345,Mean,***|,N/A,1033,0.0084144,0.841439973,0.004959831,0.495983051,0.0084144,0.004959831,3.322924384,5.161832271
-111.506,45.346,Mean,***|,N/A,1033,0.008834051,0.883405115,0.005522712,0.552271166,0.008834051,0.005522712,3.037552546,4.854003096
-111.442,45.346,Mean,***|,N/A,1033,0.007062724,0.706272385,0.005856657,0.585665683,0.007062724,0.005856657,2.856155287,4.669313118
-111.379,45.346,Mean,***|,N/A,1033,0.007540546,0.754054602,0.004525432,0.452543173,0.007540546,0.004525432,2.610117244,4.42958191
-111.315,45.346,Mean,***|,N/A,1033,0.007685231,0.768523142,0.004734295,0.473429458,0.007685231,0.004734295,2.48737386,4.323160996
-111.251,45.346,Mean,***|,N/A,1033,0.007781182,0.77811816,0.004882963,0.488296255,0.007781182,0.004882963,2.429965021,4.251154303
-111.187,45.347,Mean,***|,N/A,1033,0.005991047,0.599104665,0.003105131,0.310513101,0.005991047,0.003105131,2.313106736,4.157371262
-111.123,45.347,Mean,***|,N/A,1033,0.006099418,0.609941844,0.003221718,0.322171823,0.006099418,0.003221718,2.357256697,4.173148422
-111.059,45.347,Mean,***|,N/A,1033,0.007809543,0.780954256,0.004937676,0.493767593,0.007809543,0.004937676,2.147040449,3.987623013
-110.996,45.347,Mean,***|,N/A,1033,0.007903295,0.79032946,0.003055861,0.305586106,0.007903295,0.003055861,2.075238664,3.913918788
-110.932,45.347,Mean,***|,N/A,1033,0.007820823,0.782082312,0.004941661,0.494166075,0.007820823,0.004941661,2.091879978,3.918259885
-110.868,45.347,Mean,***|,N/A,1033,0.006000922,0.60009221,0.003102537,0.310253657,0.006000922,0.003102537,2.543141519,4.373089653
-110.804,45.346,Mean,***|,N/A,1033,0.006238332,0.623833242,0.003387842,0.338784246,0.006238332,0.003387842,2.469223561,4.29350626
-110.74,45.346,Mean,***|,N/A,1033,0.006543675,0.654367509,0.003716764,0.371676433,0.006543675,0.003716764,2.367992587,4.198217851
-110.677,45.346,Mean,***|,N/A,1033,0.005180206,0.518020632,0.002360228,0.236022773,0.005180206,0.002360228,2.073600372,3.871193607
-110.613,45.346,Mean,***|,N/A,1033,0.004221379,0.42213792,0.001253792,0.12537918,0.004221379,0.001253792,1.614785904,3.333067821
-111.89,45.388,Mean,***|,N/A,1033,0.006601927,0.660192723,0.003761673,0.376167335,0.006601927,0.003761673,2.220265095,4.048684816
-111.826,45.389,Mean,***|,N/A,1033,0.007833445,0.783344474,0.004863197,0.486319695,0.007833445,0.004863197,2.566224092,4.411827723
-111.762,45.389,Mean,***|,N/A,1033,0.007371016,0.737101611,0.004242982,0.424298233,0.007371016,0.004242982,2.832741165,4.693224684
-111.698,45.39,Mean,***|,N/A,1033,0.008818433,0.881843311,0.005475217,0.54752175,0.008818433,0.005475217,3.123536444,5.004745903
-111.634,45.39,Mean,***|,N/A,1033,0.008632138,0.863213763,0.005262725,0.526272452,0.008632138,0.005262725,3.159639533,5.02733202
-111.571,45.39,Mean,***|,N/A,1033,0.008675425,0.867542505,0.005287695,0.528769511,0.008675425,0.005287695,3.144220148,4.983614543
-111.507,45.391,Mean,***|,N/A,1033,0.007208393,0.720839281,0.004036406,0.403640615,0.007208393,0.004036406,2.872644671,4.70525485
-111.443,45.391,Mean,***|,N/A,1033,0.007622089,0.762208927,0.00461642,0.461641973,0.007622089,0.00461642,2.590495166,4.418789578
-111.379,45.391,Mean,***|,N/A,1033,0.007724191,0.772419073,0.004737626,0.473762551,0.007724191,0.004737626,2.545867159,4.377573981
-111.315,45.391,Mean,***|,N/A,1033,0.005992749,0.599274905,0.003075542,0.307554236,0.005992749,0.003075542,2.408119716,4.242842489
-111.251,45.391,Mean,***|,N/A,1033,0.006215545,0.621554546,0.003354792,0.335479208,0.006215545,0.003354792,2.214843868,4.07146404
-111.187,45.392,Mean,***|,N/A,1033,0.006342736,0.63427356,0.003512122,0.351212234,0.006342736,0.003512122,2.240195745,4.065971665
-111.123,45.392,Mean,***|,N/A,1033,0.00668224,0.668224027,0.003952703,0.395270327,0.00668224,0.003952703,2.016806642,3.80586209
-111.06,45.392,Mean,***|,N/A,1033,0.006597936,0.659793644,0.003840203,0.384020339,0.006597936,0.003840203,1.9626442,3.751834486
-110.996,45.392,Mean,***|,N/A,1033,0.00675631,0.675631009,0.002004345,0.200434537,0.00675631,0.002004345,2.1215467,3.912257058
-110.932,45.392,Mean,***|,N/A,1033,0.006890452,0.689045155,0.002130763,0.21307626,0.006890452,0.002130763,2.063570991,3.83157379
-110.868,45.392,Mean,***|,N/A,1033,0.006870961,0.687096085,0.002122749,0.212274853,0.006870961,0.002122749,1.784865729,3.556568454
-110.804,45.391,Mean,***|,N/A,1033,0.005055228,0.505522776,0.002238799,0.22387993,0.005055228,0.002238799,2.103893674,3.906501673
-110.74,45.391,Mean,***|,N/A,1033,0.00537372,0.537372007,0.002550678,0.255067762,0.00537372,0.002550678,1.977480924,3.76949164
-110.676,45.391,Mean,***|,N/A,1033,0.004001888,0.400188842,0.001098349,0.109834884,0.004001888,0.001098349,1.739443322,3.484671638
-110.612,45.391,Mean,***|,N/A,1033,0.004546442,0.454644181,0.001456531,0.145653071,0.004546442,0.001456531,1.520665149,3.247997567
-111.891,45.433,Mean,***|,N/A,1033,0.005104286,0.510428583,0.002266509,0.226650911,0.005104286,0.002266509,2.013968329,3.821892731
-111.827,45.434,Mean,***|,N/A,1033,0.006504139,0.650413929,0.003657446,0.365744575,0.006504139,0.003657446,2.260769183,4.085936875
-111.763,45.434,Mean,***|,N/A,1033,0.007914598,0.791459804,0.002982881,0.298288119,0.007914598,0.002982881,2.542653239,4.398100858
-111.699,45.435,Mean,***|,N/A,1033,0.007432202,0.743220197,0.004345726,0.434572574,0.007432202,0.004345726,2.755515115,4.616754078
-111.635,45.435,Mean,***|,N/A,1033,0.007195885,0.71958855,0.004014067,0.40140673,0.007195885,0.004014067,2.888050903,4.756124505
-111.571,45.435,Mean,***|,N/A,1033,0.007521403,0.752140276,0.004451337,0.445133683,0.007521403,0.004451337,2.743251316,4.585425216
-111.507,45.436,Mean,***|,N/A,1033,0.005965891,0.596589084,0.003070339,0.307033864,0.005965891,0.003070339,2.405209774,4.233472983
-111.443,45.436,Mean,***|,N/A,1033,0.006118804,0.611880407,0.003237647,0.323764718,0.006118804,0.003237647,2.368938183,4.189589356
-111.379,45.436,Mean,***|,N/A,1033,0.006489677,0.648967697,0.003695905,0.369590478,0.006489677,0.003695905,2.195263393,4.006754707
-111.315,45.436,Mean,***|,N/A,1033,0.006653196,0.665319566,0.00389636,0.389635997,0.006653196,0.00389636,2.096497897,3.913789286
-110.868,45.437,Mean,***|,N/A,1033,0.004034904,0.403490391,0.001140186,0.114018608,0.004034904,0.001140186,1.634068831,3.341829891
-110.804,45.437,Mean,***|,N/A,1033,0.004266077,0.42660771,0.001297433,0.129743338,0.004266077,0.001297433,1.419698432,3.116102176
-110.74,45.436,Mean,***|,N/A,1033,0.004519426,0.451942555,0.001457346,0.145734574,0.004519426,0.001457346,1.485191781,3.178985143
-110.676,45.436,Mean,***|,N/A,1033,0.0047767,0.477670013,0.001625781,0.162578091,0.0047767,0.001625781,1.42499363,3.101706839
-110.612,45.436,Mean,***|,N/A,1033,0.003443023,0.344302294,0,0,0.003443023,0,1.198988769,2.825915836
-111.827,45.479,Mean,***|,N/A,1033,0.005121408,0.512140804,0.002290067,0.229006655,0.005121408,0.002290067,1.971952682,3.769716261
-111.763,45.479,Mean,***|,N/A,1033,0.006585686,0.658568616,0.003741843,0.374184269,0.006585686,0.003741843,2.196640304,4.033879743
-111.699,45.48,Mean,***|,N/A,1033,0.006289237,0.628923674,0.003386329,0.338632871,0.006289237,0.003386329,2.39069972,4.230930009
-111.635,45.48,Mean,***|,N/A,1033,0.006080398,0.608039839,0.003142238,0.314223769,0.006080398,0.003142238,2.495071241,4.343223872
-111.571,45.48,Mean,***|,N/A,1033,0.006017529,0.601752906,0.003075697,0.307569678,0.006017529,0.003075697,2.485484151,4.321181127
-111.507,45.481,Mean,***|,N/A,1033,0.006277321,0.627732059,0.003402082,0.34020825,0.006277321,0.003402082,2.344658151,4.169249945
-111.443,45.481,Mean,***|,N/A,1033,0.006462313,0.646231328,0.003616112,0.361611204,0.006462313,0.003616112,2.254446966,4.079003231
-111.379,45.481,Mean,***|,N/A,1033,0.006788526,0.678852636,0.002028021,0.202802104,0.006788526,0.002028021,2.073881951,3.893486633
-110.74,45.481,Mean,***|,N/A,1033,0.003282307,0.328230739,0,0,0.003282307,0,1.226736387,2.845241835
-110.676,45.481,Mean,***|,N/A,1033,0.003416305,0.341630481,0,0,0.003416305,0,1.201036408,2.818036016
-110.612,45.481,Mean,***|,N/A,1033,0.002156966,0.215696596,0,0,0.002156966,0,0.955280343,2.503416001
-111.764,45.524,Mean,***|,N/A,1033,0.005168579,0.516857884,0.002303594,0.230359429,0.005168579,0.002303594,2.022128878,3.851560018
-111.7,45.525,Mean,***|,N/A,1033,0.006740524,0.674052393,0.003906903,0.390690279,0.006740524,0.003906903,2.167254419,3.994222868
-111.636,45.525,Mean,***|,N/A,1033,0.00659155,0.659155,0.003720253,0.372025274,0.00659155,0.003720253,2.259350376,4.107714431
-111.572,45.525,Mean,***|,N/A,1033,0.00658982,0.658981995,0.003744066,0.374406608,0.00658982,0.003744066,2.228740181,4.061493514
-111.508,45.526,Mean,***|,N/A,1033,0.00661893,0.661893035,0.003767259,0.376725888,0.00661893,0.003767259,2.22192464,4.055566361
-111.444,45.526,Mean,***|,N/A,1033,0.004967706,0.496770601,0.002145723,0.214572293,0.004967706,0.002145723,2.050971231,3.877357841
-111.7,45.57,Mean,***|,N/A,1033,0.005355554,0.535555403,0.002491301,0.249130089,0.005355554,0.002491301,1.906163635,3.726635435
-111.636,45.57,Mean,***|,N/A,1033,0.00518246,0.518246028,0.002326163,0.232616291,0.00518246,0.002326163,1.977693754,3.802415794
-111.572,45.57,Mean,***|,N/A,1033,0.00503838,0.503838,0.002190149,0.219014896,0.00503838,0.002190149,2.021859253,3.860539317
-111.508,45.571,Mean,***|,N/A,1033,0.005121306,0.512130618,0.002269906,0.226990619,0.005121306,0.002269906,2.019665456,3.847346995
-111.637,45.615,Mean,***|,N/A,1033,0.005450353,0.545035262,0.002578111,0.257811138,0.005450353,0.002578111,1.896963911,3.72173166
-111.573,45.615,Mean,***|,N/A,1033,0.00521911,0.52191098,0.002349419,0.234941858,0.00521911,0.002349419,1.99337096,3.832975246
-111.509,45.616,Mean,***|,N/A,1033,0.005132119,0.513211885,0.002252975,0.225297496,0.005132119,0.002252975,2.028988387,3.887401273
-111.573,45.66,Mean,***|,N/A,1033,0.005469309,0.54693094,0.002577894,0.257789365,0.005469309,0.002577894,1.897016698,3.741545348
-111.509,45.661,Mean,***|,N/A,1033,0.005564702,0.556470179,0.002683067,0.268306738,0.005564702,0.002683067,1.855492934,3.694817097
-111.574,45.705,Mean,***|,N/A,1033,0.005597283,0.559728293,0.002683228,0.26832282,0.005597283,0.002683228,1.878050896,3.724701954
-111.509,45.706,Mean,***|,N/A,1033,0.005421969,0.542196868,0.002492698,0.249269849,0.005421969,0.002492698,1.967435082,3.846948565
-111.574,45.75,Mean,***|,N/A,1033,0.005712858,0.571285806,0.002783932,0.278393175,0.005712858,0.002783932,1.846375664,3.706879884
-111.51,45.751,Mean,***|,N/A,1033,0.005807967,0.580796741,0.002891357,0.289135652,0.005807967,0.002891357,1.795096847,3.647451627
-111.575,45.795,Mean,***|,N/A,1033,0.005734412,0.573441151,0.002789971,0.278997071,0.005734412,0.002789971,1.852527315,3.713545285
-111.51,45.796,Mean,***|,N/A,1033,0.00537652,0.537652044,0.00241344,0.241344028,0.00537652,0.00241344,2.008796605,3.920820733
-111.446,45.796,Mean,***|,N/A,1033,0.005934075,0.593407506,0.000999861,0.099986136,0.005934075,0.000999861,1.775058071,3.627822952
-111.575,45.84,Mean,***|,N/A,1033,0.005806646,0.580664586,0.002849662,0.284966229,0.005806646,0.002849662,1.832425788,3.699917008
-111.511,45.841,Mean,***|,N/A,1033,0.005838373,0.583837326,0.002889388,0.288938841,0.005838373,0.002889388,1.813814999,3.686720795
-111.446,45.841,Mean,***|,N/A,1033,0.003989113,0.398911346,0.001020046,0.102004637,0.003989113,0.001020046,1.764532333,3.613541124
-111.382,45.841,Mean,***|,N/A,1033,0.004010675,0.401067543,0.00102861,0.102860982,0.004010675,0.00102861,1.770454737,3.623350134
-111.576,45.885,Mean,***|,N/A,1033,0.005821594,0.582159398,0.002847424,0.284742419,0.005821594,0.002847424,1.848241785,3.720898272
-111.511,45.886,Mean,***|,N/A,1033,0.005543335,0.554333544,0.00256676,0.256675963,0.005543335,0.00256676,1.970546057,3.875122272
-111.447,45.886,Mean,***|,N/A,1033,0.005864065,0.586406527,0.002898254,0.289825406,0.005864065,0.002898254,1.81932233,3.691247546
-111.382,45.886,Mean,***|,N/A,1033,0.005923013,0.592301311,0.00295188,0.295188004,0.005923013,0.00295188,1.795720659,3.668758604
-111.576,45.93,Mean,***|,N/A,1033,0.004014215,0.401421476,0.001020713,0.102071303,0.004014215,0.001020713,1.783860618,3.652051309
-111.512,45.931,Mean,***|,N/A,1033,0.005831695,0.58316945,0.002851835,0.285183511,0.005831695,0.002851835,1.847187753,3.733445463
-111.447,45.931,Mean,***|,N/A,1033,0.004095258,0.409525812,0.001071616,0.107161556,0.004095258,0.001071616,1.756643388,3.61245666
-111.383,45.931,Mean,***|,N/A,1033,0.003979801,0.397980062,0.000998966,0.099896606,0.003979801,0.000998966,1.792826539,3.670496265
-111.318,45.931,Mean,***|,N/A,1033,0.004018749,0.401874866,0.001016224,0.101622424,0.004018749,0.001016224,1.786348361,3.664259047
-111.576,45.975,Mean,***|,N/A,1033,0.004084093,0.408409307,0.001061053,0.10610529,0.004084093,0.001061053,1.770275603,3.632854131
-111.512,45.976,Mean,***|,N/A,1033,0.005862231,0.586223086,0.002873395,0.287339465,0.005862231,0.002873395,1.851962457,3.731825118
-111.447,45.976,Mean,***|,N/A,1033,0.005883278,0.588327798,0.002893946,0.289394631,0.005883278,0.002893946,1.841044354,3.726125536
-111.383,45.976,Mean,***|,N/A,1033,0.005764744,0.576474389,0.002761846,0.276184608,0.005764744,0.002761846,1.904624095,3.801397365
-111.318,45.976,Mean,***|,N/A,1033,0.004112137,0.411213688,0.001076965,0.107696506,0.004112137,0.001076965,1.755213995,3.619004536
-111.512,46.021,Mean,***|,N/A,1033,0.003982043,0.39820431,0.00295624,0.295623967,0.003982043,0.00295624,1.828728199,3.708932387
-111.448,46.021,Mean,***|,N/A,1033,0.00396464,0.396463979,0.002939533,0.293953254,0.00396464,0.002939533,1.831581021,3.721872764
-111.383,46.021,Mean,***|,N/A,1033,0.005806452,0.580645203,0.002794282,0.279428225,0.005806452,0.002794282,1.889508576,3.796275149
-111.319,46.021,Mean,***|,N/A,1033,0.004065503,0.406550251,0.001033504,0.10335036,0.004065503,0.001033504,1.794842527,3.68137524
-111.513,46.066,Mean,***|,N/A,1033,0.004095257,0.409525749,0.001059023,0.105902297,0.004095257,0.001059023,1.77770686,3.656245279
-111.448,46.066,Mean,***|,N/A,1033,0.004182881,0.418288116,0.001130728,0.113072775,0.004182881,0.001130728,1.720718402,3.574666152
-111.383,46.066,Mean,***|,N/A,1033,0.00427244,0.427244031,0.00117337,0.117337021,0.00427244,0.00117337,1.70805308,3.573011521
-111.448,46.111,Mean,***|,N/A,1033,0.00420456,0.420456037,0.001125157,0.112515713,0.00420456,0.001125157,1.744188385,3.613286882
-111.384,46.111,Mean,***|,N/A,1033,0.004057791,0.405779084,0.001021204,0.102120405,0.004057791,0.001021204,1.818249558,3.7017111
-111.516,46.381,Mean,***|,N/A,1033,0.003188118,0.318811793,0.001777995,0.177799546,0.003188118,0.001777995,1.444245817,3.212609781
-111.451,46.381,Mean,***|,N/A,1033,0.003236024,0.323602373,0.001816089,0.181608923,0.003236024,0.001816089,1.422425447,3.179309692
-111.516,46.426,Mean,***|,N/A,1033,0.003610201,0.361020068,0,0,0.003610201,0,1.299067285,3.01336738
-111.451,46.426,Mean,***|,N/A,1033,0.003631215,0.363121498,0,0,0.003631215,0,1.297775588,3.013773099
-111.517,46.471,Mean,***|,N/A,1033,0.002056176,0.205617639,0,0,0.002056176,0,1.152825095,2.822972425
-114.108,47.374,Mean,***|,N/A,1033,0.004887408,0.48874083,0.001625465,0.162546469,0.004887408,0.001625465,1.47545356,3.192175682
-114.042,47.376,Mean,***|,N/A,1033,0.00462886,0.462885991,0.001467982,0.146798208,0.00462886,0.001467982,1.55204679,3.292226667
-114.177,47.418,Mean,***|,N/A,1033,0.004492071,0.449207109,0.001362906,0.136290561,0.004492071,0.001362906,1.468157033,3.20620011
-114.111,47.419,Mean,***|,N/A,1033,0.004139105,0.413910499,0.001130493,0.113049282,0.004139105,0.001130493,1.762902365,3.529379091
-114.045,47.421,Mean,***|,N/A,1033,0.00582797,0.582796984,0.002890667,0.289066686,0.00582797,0.002890667,1.892012405,3.690053157
-113.979,47.423,Mean,***|,N/A,1033,0.004055401,0.405540119,0.001063484,0.106348361,0.004055401,0.001063484,1.746767682,3.512069627
-114.18,47.462,Mean,***|,N/A,1033,0.005822017,0.582201731,0.002878058,0.287805792,0.005822017,0.002878058,1.813225116,3.58150175
-114.114,47.464,Mean,***|,N/A,1033,0.00528343,0.528342991,0.002355736,0.235573593,0.00528343,0.002355736,2.128941692,3.939068861
-114.048,47.466,Mean,***|,N/A,1033,0.00505904,0.505903998,0.002156865,0.215686538,0.00505904,0.002156865,1.776300446,3.608206044
-113.981,47.468,Mean,***|,N/A,1033,0.005086012,0.508601213,0.00216969,0.216969017,0.005086012,0.00216969,2.199992155,4.015048119
-114.249,47.506,Mean,***|,N/A,1033,0.005617243,0.561724303,0.002682083,0.268208292,0.005617243,0.002682083,1.62338106,3.393224877
-114.183,47.507,Mean,***|,N/A,1033,0.00670037,0.670036986,0.003757538,0.375753822,0.00670037,0.003757538,1.951841096,3.801687749
-114.116,47.509,Mean,***|,N/A,1033,0.006165842,0.616584216,0.003148106,0.31481055,0.006165842,0.003148106,2.164367528,4.060184177
-114.05,47.511,Mean,***|,N/A,1033,0.005948779,0.594877909,0.00486122,0.486122007,0.005948779,0.00486122,2.243360643,4.161761392
-113.984,47.513,Mean,***|,N/A,1033,0.006173555,0.617355492,0.003145473,0.314547295,0.006173555,0.003145473,2.130461023,4.01499292
-113.918,47.514,Mean,***|,N/A,1033,0.005019478,0.501947834,0.002115187,0.21151873,0.005019478,0.002115187,1.83861949,3.651846509
-114.252,47.55,Mean,***|,N/A,1033,0.005012296,0.501229551,0.00208744,0.208744036,0.005012296,0.00208744,2.228533117,4.03831599
-114.119,47.554,Mean,***|,N/A,1033,0.007699973,0.769997268,0.004543979,0.454397937,0.007699973,0.004543979,2.964596756,4.852886962
-114.053,47.556,Mean,***|,N/A,1033,0.007104203,0.71042034,0.005821372,0.582137165,0.007104203,0.005821372,2.448492249,4.369551113
-113.986,47.558,Mean,***|,N/A,1033,0.007839903,0.783990318,0.004743251,0.47432513,0.007839903,0.004743251,2.78431653,4.635640239
-113.92,47.559,Mean,***|,N/A,1033,0.006592723,0.659272253,0.003647974,0.364797423,0.006592723,0.003647974,2.355583326,4.170123866
-114.321,47.593,Mean,***|,N/A,1033,0.005006677,0.500667696,0.002081645,0.208164542,0.005006677,0.002081645,2.188974961,4.018450952
-114.255,47.595,Mean,***|,N/A,1033,0.006281885,0.628188498,0.003281828,0.328182794,0.006281885,0.003281828,2.348115704,4.212594362
-114.188,47.597,Mean,***|,N/A,1033,0.007108792,0.710879162,0.005699645,0.569964528,0.007108792,0.005699645,2.662567329,4.592718354
-114.122,47.599,Mean,***|,N/A,1033,0.008725086,0.872508627,0.005253235,0.52532346,0.008725086,0.005253235,2.660428833,4.651412653
-114.055,47.601,Mean,***|,N/A,1033,0.008654282,0.865428231,0.005145554,0.514555424,0.008654282,0.005145554,2.847795467,4.809534347
-113.989,47.603,Mean,***|,N/A,1033,0.008430347,0.843034665,0.006798572,0.679857176,0.008430347,0.006798572,2.853925141,4.792429373
-113.923,47.604,Mean,***|,N/A,1033,0.007605554,0.760555395,0.004449946,0.444994629,0.007605554,0.004449946,2.392525037,4.285910543
-113.856,47.606,Mean,***|,N/A,1033,0.006779422,0.67794222,0.003865623,0.386562295,0.006779422,0.003865623,2.240574782,4.0727352
-114.39,47.636,Mean,***|,N/A,1033,0.005599615,0.559961452,0.002671412,0.267141232,0.005599615,0.002671412,1.909700097,3.728349794
-114.324,47.638,Mean,***|,N/A,1033,0.006715567,0.671556699,0.00379585,0.379585019,0.006715567,0.00379585,2.283277266,4.122708168
-114.257,47.64,Mean,***|,N/A,1033,0.007629397,0.762939732,0.004483603,0.44836029,0.007629397,0.004483603,2.263409685,4.155466969
-114.191,47.642,Mean,***|,N/A,1033,0.008470713,0.847071276,0.006790382,0.679038249,0.008470713,0.006790382,3.208743945,5.036035766
-114.124,47.644,Mean,***|,N/A,1033,0.008423283,0.842328307,0.006781321,0.678132067,0.008423283,0.006781321,3.68938462,5.532052476
-114.058,47.646,Mean,***|,N/A,1033,0.00805609,0.805609028,0.006278987,0.627898663,0.00805609,0.006278987,3.14725367,5.105480584
-113.991,47.648,Mean,***|,N/A,1033,0.0085945,0.859450035,0.005029976,0.50299756,0.0085945,0.005029976,3.549592819,5.409370894
-113.925,47.649,Mean,***|,N/A,1033,0.007497209,0.749720869,0.004246452,0.424645219,0.007497209,0.004246452,2.952187734,4.806398039
-113.859,47.651,Mean,***|,N/A,1033,0.00669057,0.669057045,0.003771654,0.377165438,0.00669057,0.003771654,2.296081335,4.12816156
-113.792,47.653,Mean,***|,N/A,1033,0.005284619,0.528461897,0.002382952,0.238295198,0.005284619,0.002382952,2.012434977,3.84156058
-114.393,47.681,Mean,***|,N/A,1033,0.005011716,0.501171609,0.002094223,0.209422283,0.005011716,0.002094223,2.163202387,4.018099344
-114.26,47.685,Mean,***|,N/A,1033,0.007050327,0.705032746,0.00560089,0.560088981,0.007050327,0.00560089,2.673480096,4.592723427
-114.194,47.687,Mean,***|,N/A,1033,0.008097917,0.809791672,0.006248462,0.6248462,0.008097917,0.006248462,3.156725841,5.102688416
-114.127,47.689,Mean,***|,N/A,1033,0.009614533,0.961453281,0.007595792,0.759579189,0.009614533,0.007595792,3.112787697,5.107309222
-114.061,47.691,Mean,***|,N/A,1033,0.00949583,0.94958299,0.007404539,0.740453876,0.00949583,0.007404539,3.169349309,5.187088098
-113.994,47.692,Mean,***|,N/A,1033,0.009645644,0.964564368,0.007570611,0.757061095,0.009645644,0.007570611,3.377587911,5.341558807
-113.928,47.694,Mean,***|,N/A,1033,0.008596804,0.859680407,0.004977318,0.497731798,0.008596804,0.004977318,2.966721353,4.818944924
-113.861,47.696,Mean,***|,N/A,1033,0.005993056,0.59930561,0.004872217,0.487221692,0.005993056,0.004872217,2.629988274,4.500588086
