Longitude,Latitude,PB_Nreq_Cetin,PB_CSR%
-155.615,63,8.063,9.515
-155.192,63,9.013,10.154
-154.77,63,10.473,11.227
-154.347,63,12.347,12.832
-153.925,63,14.58,15.015
-153.502,63,16.669,17.412
-145.897,63,22.63,25.865
-145.475,63,23.4,27.234
-145.052,63,24.622,29.638
-142.94,63,25.408,31.102
-142.517,63,20.764,22.406
-142.095,63,17.738,18.112
-141.673,63,15.675,15.684
-160.262,63.172,2.739,7.434
-159.839,63.172,3.081,7.434
-159.417,63.172,3.426,7.434
-157.727,63.172,5.642,8.065
-157.305,63.172,5.963,8.255
-156.882,63.172,6.113,8.328
-156.46,63.172,6.164,8.338
-156.037,63.172,6.377,8.435
-155.192,63.172,8.046,9.462
-154.77,63.172,9.71,10.631
-154.347,63.172,11.771,12.32
-153.925,63.172,14.193,14.625
-153.502,63.172,16.472,17.183
-143.785,63.172,26.105,32.779
-143.362,63.172,23.396,27.018
-142.94,63.172,21.052,22.932
-142.517,63.172,18.239,18.782
-142.095,63.172,15.725,15.742
-157.727,63.344,5.798,8.178
-157.305,63.344,5.971,8.276
-156.882,63.344,5.787,8.146
-154.77,63.344,9.035,10.139
-154.347,63.344,11.337,11.94
-153.925,63.344,13.816,14.236
-153.502,63.344,16.15,16.804
-144.207,63.344,24.258,28.839
-143.785,63.344,21.257,23.311
-143.362,63.344,19.371,20.391
-142.94,63.344,17.689,18.107
-142.517,63.344,15.77,15.81
-157.727,63.515,5.809,8.196
-157.305,63.515,5.895,8.242
-154.77,63.515,8.409,9.686
-154.347,63.515,10.867,11.572
-153.925,63.515,13.497,13.934
-153.502,63.515,15.955,16.61
-145.052,63.515,25.435,31.338
-144.63,63.515,22.631,25.744
-144.207,63.515,20.246,21.783
-143.785,63.515,18.133,18.759
-143.362,63.515,16.575,16.779
-142.94,63.515,15.131,15.15
-158.149,63.687,5.199,7.849
-157.727,63.687,5.614,8.082
-157.305,63.687,5.685,8.119
-154.77,63.687,7.753,9.245
-154.347,63.687,10.258,11.076
-153.925,63.687,13.006,13.472
-153.502,63.687,15.441,16.005
-145.475,63.687,23.502,27.379
-145.052,63.687,20.995,23.006
-144.63,63.687,19.164,20.237
-144.207,63.687,17.431,17.912
-143.785,63.687,15.781,15.937
-143.362,63.687,14.498,14.544
-160.684,63.859,3.911,7.434
-158.572,63.859,4.097,7.434
-158.149,63.859,4.867,7.668
-157.727,63.859,5.184,7.841
-157.305,63.859,5.193,7.839
-154.77,63.859,7.037,8.802
-154.347,63.859,9.571,10.548
-153.925,63.859,12.299,12.813
-153.502,63.859,14.52,14.99
-145.897,63.859,21.647,24.099
-145.475,63.859,19.761,21.139
-145.052,63.859,17.915,18.599
-144.63,63.859,16.536,16.87
-144.207,63.859,15.277,15.455
-143.785,63.859,14.102,14.216
-143.362,63.859,12.964,13.115
-160.684,64.03,5.723,8.117
-160.262,64.03,4.951,7.687
-159.839,64.03,4.217,7.434
-159.417,64.03,3.687,7.434
-158.994,64.03,3.491,7.434
-158.572,64.03,3.77,7.434
-158.149,64.03,4.178,7.434
-157.727,64.03,4.566,7.491
-157.305,64.03,4.558,7.482
-154.77,64.03,6.25,8.313
-154.347,64.03,8.56,9.802
-153.925,64.03,11.31,11.932
-153.502,64.03,13.623,14.076
-145.897,64.03,19.008,20.174
-145.475,64.03,17.509,18.134
-145.052,64.03,15.831,16.114
-144.63,64.03,14.651,14.837
-144.207,64.03,13.705,13.881
-143.785,64.03,12.737,12.96
-160.684,64.202,7.06,8.94
-160.262,64.202,6.139,8.369
-159.839,64.202,4.945,7.687
-159.417,64.202,3.828,7.434
-158.994,64.202,2.959,7.434
-158.572,64.202,2.71,7.434
-158.149,64.202,2.718,7.434
-157.727,64.202,2.93,7.434
-157.305,64.202,2.931,7.434
-156.882,64.202,2.732,7.434
-155.615,64.202,1.949,7.434
-155.192,64.202,2.418,7.434
-154.77,64.202,4.194,7.434
-154.347,64.202,6.562,8.487
-153.925,64.202,9.125,10.219
-153.502,64.202,11.769,12.32
-145.897,64.202,17.048,17.688
-145.475,64.202,15.478,15.782
-145.052,64.202,13.944,14.147
-144.63,64.202,12.716,12.956
-144.207,64.202,11.709,12.049
-143.785,64.202,10.786,11.278
-164.909,64.374,8.431,9.812
-163.219,64.374,8.805,10.081
-162.797,64.374,9.16,10.344
-161.529,64.374,9.507,10.626
-161.107,64.374,9.152,10.374
-160.684,64.374,8.516,9.913
-160.262,64.374,7.368,9.129
-159.839,64.374,5.984,8.281
-159.417,64.374,4.604,7.489
-158.994,64.374,3.378,7.434
-158.572,64.374,2.671,7.434
-158.149,64.374,2.459,7.434
-157.727,64.374,2.706,7.434
-157.305,64.374,2.917,7.434
-156.882,64.374,2.975,7.434
-156.46,64.374,2.742,7.434
-156.037,64.374,2.362,7.434
-155.615,64.374,2.15,7.434
-155.192,64.374,2.274,7.434
-154.77,64.374,3.559,7.434
-154.347,64.374,5.476,7.846
-153.925,64.374,7.822,9.292
-153.502,64.374,10.441,11.183
-153.08,64.374,12.531,12.996
-145.897,64.374,16.229,16.779
-145.475,64.374,14.353,14.661
-145.052,64.374,12.805,13.094
-144.63,64.374,11.44,11.847
-144.207,64.374,10.381,10.987
-166.177,64.545,8.919,10.209
-165.754,64.545,9.486,10.617
-165.332,64.545,9.472,10.59
-164.909,64.545,9.385,10.511
-164.487,64.545,9.207,10.373
-164.064,64.545,9.297,10.43
-163.642,64.545,9.599,10.661
-163.219,64.545,9.959,10.954
-162.797,64.545,10.545,11.426
-162.374,64.545,10.803,11.646
-161.107,64.545,10.346,11.296
-160.684,64.545,9.473,10.616
-160.262,64.545,8.287,9.756
-159.839,64.545,6.792,8.771
-159.417,64.545,5.09,7.762
-158.994,64.545,3.691,7.434
-158.572,64.545,2.763,7.434
-158.149,64.545,2.558,7.434
-157.727,64.545,2.845,7.434
-157.305,64.545,3.352,7.434
-156.882,64.545,3.624,7.434
-156.46,64.545,3.598,7.434
-156.037,64.545,3.173,7.434
-155.615,64.545,2.663,7.434
-155.192,64.545,2.46,7.434
-154.77,64.545,3.169,7.434
-154.347,64.545,4.74,7.437
-153.925,64.545,6.806,8.629
-153.502,64.545,9.085,10.182
-153.08,64.545,11.434,12.01
-145.897,64.545,15.685,16.22
-145.475,64.545,13.602,13.947
-145.052,64.545,11.753,12.198
-144.63,64.545,10.142,10.856
-166.177,64.717,10.028,11.052
-165.754,64.717,10.519,11.436
-165.332,64.717,10.381,11.304
-164.909,64.717,10.13,11.093
-164.487,64.717,9.936,10.935
-164.064,64.717,10.059,11.023
-163.642,64.717,10.599,11.456
-163.219,64.717,11.124,11.897
-162.797,64.717,11.719,12.425
-162.374,64.717,12.023,12.705
-161.952,64.717,12.158,12.839
-161.529,64.717,11.718,12.444
-160.684,64.717,9.984,11.016
-160.262,64.717,8.687,10.037
-159.839,64.717,7.072,8.947
-159.417,64.717,5.262,7.845
-158.994,64.717,3.743,7.434
-158.572,64.717,2.845,7.434
-158.149,64.717,2.778,7.434
-157.727,64.717,3.267,7.434
-157.305,64.717,3.962,7.434
-156.882,64.717,4.496,7.441
-156.46,64.717,4.618,7.509
-156.037,64.717,4.194,7.434
-155.615,64.717,3.516,7.434
-155.192,64.717,2.949,7.434
-154.77,64.717,3.183,7.434
-154.347,64.717,4.355,7.434
-153.925,64.717,6.211,8.277
-153.502,64.717,8.466,9.728
-153.08,64.717,10.626,11.367
-146.32,64.717,17.021,17.892
-145.897,64.717,15.123,15.629
-145.475,64.717,12.88,13.281
-145.052,64.717,10.942,11.542
-144.63,64.717,9.233,10.18
-166.599,64.889,10.196,11.179
-166.177,64.889,10.799,11.673
-165.754,64.889,10.836,11.691
-165.332,64.889,10.753,11.609
-164.909,64.889,10.615,11.485
-164.487,64.889,10.45,11.33
-164.064,64.889,10.671,11.511
-163.642,64.889,11.209,11.957
-163.219,64.889,11.983,12.653
-162.797,64.889,12.651,13.278
-162.374,64.889,12.886,13.505
-161.952,64.889,12.708,13.335
-161.529,64.889,12.244,12.915
-161.107,64.889,11.396,12.167
-160.684,64.889,10.127,11.114
-160.262,64.889,8.556,9.928
-159.839,64.889,6.81,8.763
-159.417,64.889,5.088,7.746
-158.994,64.889,3.712,7.434
-157.727,64.889,3.852,7.434
-157.305,64.889,4.861,7.643
-156.882,64.889,5.446,7.962
-156.46,64.889,5.569,8.033
-156.037,64.889,5.251,7.848
-155.615,64.889,4.52,7.434
-155.192,64.889,3.778,7.434
-154.77,64.889,3.615,7.434
-154.347,64.889,4.468,7.434
-153.925,64.889,6.178,8.269
-153.502,64.889,8.401,9.7
-153.08,64.889,10.608,11.372
-146.32,64.889,16.56,17.334
-145.897,64.889,14.449,14.901
-145.475,64.889,12.24,12.693
-145.052,64.889,10.155,10.917
-144.63,64.889,8.476,9.653
-166.599,65.06,10.298,11.257
-166.177,65.06,10.831,11.699
-165.754,65.06,10.918,11.765
-165.332,65.06,10.737,11.597
-164.909,65.06,10.513,11.393
-164.487,65.06,10.49,11.36
-164.064,65.06,10.927,11.732
-163.642,65.06,11.73,12.431
-163.219,65.06,12.456,13.094
-162.797,65.06,12.9,13.514
-162.374,65.06,13.27,13.892
-161.952,65.06,13.014,13.655
-161.529,65.06,12.312,12.984
-161.107,65.06,11.085,11.892
-160.684,65.06,9.722,10.792
-160.262,65.06,8.086,9.604
-159.839,65.06,6.29,8.429
-157.727,65.06,4.578,7.46
-157.305,65.06,5.6,8.037
-156.882,65.06,6.403,8.52
-156.46,65.06,6.66,8.684
-156.037,65.06,6.284,8.443
-155.615,65.06,5.485,7.948
-155.192,65.06,4.679,7.477
-154.77,65.06,4.363,7.434
-154.347,65.06,4.981,7.605
-153.925,65.06,6.564,8.504
-153.502,65.06,8.601,9.851
-153.08,65.06,10.844,11.6
-146.742,65.06,17.353,18.351
-146.32,65.06,15.587,16.183
-145.897,65.06,13.446,13.877
-145.475,65.06,11.506,12.059
-145.052,65.06,9.617,10.508
-167.022,65.232,9.717,10.813
-166.177,65.232,10.448,11.37
-165.754,65.232,10.36,11.284
-165.332,65.232,10.219,11.156
-164.909,65.232,10.106,11.064
-164.487,65.232,10.315,11.214
-164.064,65.232,10.857,11.673
-163.642,65.232,11.604,12.313
-163.219,65.232,12.526,13.162
-162.797,65.232,13.141,13.768
-162.374,65.232,13.177,13.805
-161.952,65.232,12.802,13.433
-161.529,65.232,11.923,12.625
-161.107,65.232,10.604,11.491
-160.684,65.232,8.998,10.249
-160.262,65.232,7.176,8.978
-159.839,65.232,5.338,7.857
-157.727,65.232,5.262,7.83
-157.305,65.232,6.499,8.558
-156.882,65.232,7.351,9.11
-156.46,65.232,7.564,9.249
-156.037,65.232,7.221,9.021
-155.615,65.232,6.5,8.541
-155.192,65.232,5.588,7.975
-154.77,65.232,5.14,7.712
-154.347,65.232,5.604,7.946
-153.925,65.232,7.022,8.817
-153.502,65.232,9.051,10.21
-153.08,65.232,11.175,11.883
-152.657,65.232,12.997,13.54
-146.742,65.232,16.165,16.852
-146.32,65.232,14.571,15.046
-145.897,65.232,12.688,13.158
-145.475,65.232,10.783,11.467
-145.052,65.232,8.507,9.777
-142.94,65.232,3.27,7.434
-142.517,65.232,2.808,7.434
-142.095,65.232,2.541,7.434
-141.673,65.232,2.382,7.434
-141.25,65.232,2.39,7.434
-167.444,65.404,8.757,10.105
-167.022,65.404,9.194,10.403
-166.599,65.404,9.546,10.66
-166.177,65.404,9.561,10.656
-165.754,65.404,9.524,10.621
-165.332,65.404,9.376,10.489
-164.909,65.404,9.372,10.476
-164.487,65.404,9.743,10.77
-164.064,65.404,10.445,11.324
-163.642,65.404,11.332,12.08
-163.219,65.404,12,12.678
-162.797,65.404,12.475,13.121
-162.374,65.404,12.497,13.142
-161.952,65.404,12.049,12.742
-161.529,65.404,11.019,11.835
-161.107,65.404,9.555,10.648
-160.684,65.404,7.876,9.439
-160.262,65.404,6.039,8.266
-157.727,65.404,6.061,8.284
-157.305,65.404,7.457,9.154
-156.882,65.404,8.299,9.737
-156.46,65.404,8.608,9.959
-156.037,65.404,8.282,9.72
-155.615,65.404,7.482,9.155
-155.192,65.404,6.552,8.542
-154.77,65.404,5.937,8.165
-154.347,65.404,6.266,8.346
-153.925,65.404,7.426,9.065
-153.502,65.404,9.342,10.415
-153.08,65.404,11.311,12.002
-152.657,65.404,13.262,13.813
-147.165,65.404,16.453,17.238
-146.742,65.404,15.103,15.684
-146.32,65.404,13.322,13.803
-145.897,65.404,11.514,12.13
-145.475,65.404,9.763,10.705
-145.052,65.404,8.362,9.692
-144.63,65.404,7.196,8.94
-143.785,65.404,5.59,7.999
-143.362,65.404,4.884,7.628
-142.94,65.404,4.177,7.434
-142.517,65.404,3.463,7.434
-142.095,65.404,2.948,7.434
-141.673,65.404,2.629,7.434
-141.25,65.404,2.555,7.434
-167.867,65.575,7.514,9.249
-167.444,65.575,8.228,9.722
-167.022,65.575,8.581,9.959
-166.599,65.575,8.734,10.06
-166.177,65.575,8.635,9.973
-165.754,65.575,8.511,9.864
-165.332,65.575,8.409,9.782
-164.909,65.575,8.598,9.914
-164.487,65.575,9.067,10.268
-164.064,65.575,9.728,10.765
-163.642,65.575,10.574,11.442
-163.219,65.575,11.169,11.945
-162.797,65.575,11.526,12.262
-162.374,65.575,11.35,12.109
-161.952,65.575,10.791,11.64
-161.529,65.575,9.687,10.752
-161.107,65.575,8.231,9.677
-160.684,65.575,6.558,8.558
-157.727,65.575,7.225,8.993
-157.305,65.575,8.606,9.939
-156.882,65.575,9.424,10.543
-156.46,65.575,9.73,10.786
-156.037,65.575,9.382,10.503
-155.615,65.575,8.597,9.917
-155.192,65.575,7.581,9.195
-154.77,65.575,6.841,8.71
-154.347,65.575,6.83,8.688
-153.925,65.575,7.781,9.306
-153.502,65.575,9.44,10.485
-153.08,65.575,11.308,12.006
-152.657,65.575,13.107,13.661
-152.235,65.575,14.533,15.091
-147.587,65.575,16.407,17.178
-147.165,65.575,15.385,15.966
-146.742,65.575,14.159,14.659
-146.32,65.575,12.622,13.135
-145.897,65.575,11.007,11.715
-145.475,65.575,9.51,10.511
-145.052,65.575,8.318,9.673
-144.63,65.575,7.473,9.125
-144.207,65.575,6.83,8.747
-143.785,65.575,6.269,8.418
-143.362,65.575,5.695,8.089
-142.94,65.575,5.144,7.788
-142.517,65.575,4.62,7.5
-142.095,65.575,4.066,7.434
-141.673,65.575,3.59,7.434
-141.25,65.575,3.006,7.434
-167.867,65.747,6.811,8.804
-167.444,65.747,7.492,9.222
-167.022,65.747,7.89,9.493
-166.599,65.747,7.898,9.484
-166.177,65.747,7.796,9.399
-165.754,65.747,7.539,9.199
-165.332,65.747,7.514,9.172
-164.909,65.747,7.791,9.366
-164.487,65.747,8.311,9.718
-164.064,65.747,8.972,10.21
-163.642,65.747,9.607,10.677
-163.219,65.747,10.133,11.096
-162.797,65.747,10.241,11.174
-162.374,65.747,9.987,10.993
-161.952,65.747,9.243,10.403
-161.529,65.747,8.172,9.635
-161.107,65.747,6.684,8.636
-158.149,65.747,6.845,8.729
-157.727,65.747,8.556,9.882
-157.305,65.747,9.855,10.871
-156.882,65.747,10.719,11.569
-156.46,65.747,10.827,11.655
-156.037,65.747,10.499,11.373
-155.615,65.747,9.744,10.77
-155.192,65.747,8.674,9.95
-154.77,65.747,7.76,9.299
-154.347,65.747,7.418,9.057
-153.925,65.747,8.044,9.492
-153.502,65.747,9.35,10.417
-153.08,65.747,11.011,11.764
-152.657,65.747,12.637,13.202
-152.235,65.747,14.024,14.579
-147.587,65.747,15.736,16.392
-147.165,65.747,14.764,15.296
-146.742,65.747,13.674,14.157
-146.32,65.747,12.347,12.89
-145.897,65.747,10.865,11.605
-145.475,65.747,9.564,10.571
-145.052,65.747,8.41,9.744
-144.63,65.747,7.672,9.269
-144.207,65.747,7.107,8.932
-143.785,65.747,6.679,8.673
-143.362,65.747,6.222,8.408
-142.94,65.747,5.841,8.194
-142.517,65.747,5.546,8.022
-142.095,65.747,5.127,7.798
-141.673,65.747,4.635,7.523
-141.25,65.747,3.907,7.434
-167.444,65.919,6.643,8.689
-167.022,65.919,6.979,8.901
-166.599,65.919,6.968,8.88
-166.177,65.919,6.846,8.784
-165.754,65.919,6.652,8.641
-165.332,65.919,6.716,8.676
-164.909,65.919,6.98,8.85
-164.487,65.919,7.56,9.211
-164.064,65.919,8.216,9.667
-163.642,65.919,8.721,10.025
-163.219,65.919,8.948,10.197
-162.797,65.919,8.859,10.125
-162.374,65.919,8.495,9.848
-161.952,65.919,7.697,9.297
-161.529,65.919,6.581,8.563
-158.572,65.919,6.564,8.526
-158.149,65.919,8.326,9.701
-157.727,65.919,9.909,10.895
-157.305,65.919,11.111,11.871
-156.882,65.919,11.864,12.536
-156.46,65.919,12.111,12.762
-156.037,65.919,11.732,12.415
-155.615,65.919,10.876,11.674
-155.192,65.919,9.734,10.737
-154.77,65.919,8.71,9.956
-154.347,65.919,8.008,9.464
-153.925,65.919,8.152,9.555
-153.502,65.919,9.011,10.174
-153.08,65.919,10.478,11.298
-152.657,65.919,12.071,12.677
-152.235,65.919,13.544,14.077
-151.812,65.919,14.717,15.295
-147.587,65.919,15.556,16.194
-147.165,65.919,14.833,15.404
-146.742,65.919,13.772,14.279
-146.32,65.919,12.391,12.947
-145.897,65.919,10.921,11.665
-145.475,65.919,9.622,10.627
-145.052,65.919,8.508,9.817
-144.63,65.919,7.705,9.296
-143.785,65.919,6.719,8.696
-143.362,65.919,6.459,8.541
-142.94,65.919,6.285,8.454
-142.517,65.919,6.101,8.359
-142.095,65.919,5.817,8.194
-141.673,65.919,5.394,7.944
-141.25,65.919,4.589,7.497
-166.599,66.09,6.062,8.33
-166.177,66.09,5.855,8.189
-165.754,66.09,5.728,8.097
-163.219,66.09,7.93,9.478
-162.797,66.09,7.76,9.351
-162.374,66.09,7.227,8.991
-161.952,66.09,6.384,8.447
-158.994,66.09,6.392,8.417
-158.572,66.09,8.137,9.564
-158.149,66.09,9.857,10.838
-157.727,66.09,11.379,12.085
-157.305,66.09,12.458,13.063
-156.882,66.09,13.118,13.7
-156.46,66.09,13.148,13.723
-156.037,66.09,12.793,13.369
-155.615,66.09,12.041,12.67
-155.192,66.09,10.892,11.669
-154.77,66.09,9.688,10.681
-154.347,66.09,8.702,9.935
-153.925,66.09,8.364,9.689
-153.502,66.09,8.775,9.988
-153.08,66.09,9.819,10.777
-152.657,66.09,11.189,11.886
-152.235,66.09,12.667,13.219
-151.812,66.09,13.951,14.499
-147.587,66.09,15.577,16.234
-147.165,66.09,14.854,15.437
-146.742,66.09,13.794,14.313
-146.32,66.09,12.588,13.145
-145.897,66.09,11.158,11.87
-145.475,66.09,9.777,10.762
-145.052,66.09,8.493,9.808
-142.94,66.09,6.37,8.496
-142.517,66.09,6.458,8.559
-142.095,66.09,6.366,8.515
-141.673,66.09,5.923,8.263
-141.25,66.09,5.193,7.835
-159.417,66.262,6.455,8.446
-158.994,66.262,8.125,9.551
-158.572,66.262,9.852,10.825
-158.149,66.262,11.547,12.23
-157.727,66.262,12.71,13.285
-157.305,66.262,13.64,14.19
-156.882,66.262,14.232,14.814
-156.46,66.262,14.364,14.947
-156.037,66.262,13.958,14.536
-155.615,66.262,13.203,13.769
-155.192,66.262,12.044,12.664
-154.77,66.262,10.79,11.575
-154.347,66.262,9.586,10.596
-153.925,66.262,8.707,9.934
-153.502,66.262,8.559,9.818
-153.08,66.262,9.155,10.268
-152.657,66.262,10.371,11.203
-152.235,66.262,11.74,12.379
-151.812,66.262,13.091,13.643
-151.39,66.262,14.248,14.808
-147.587,66.262,15.595,16.275
-147.165,66.262,14.913,15.528
-146.742,66.262,13.949,14.507
-146.32,66.262,12.666,13.232
-145.897,66.262,11.197,11.908
-145.475,66.262,9.81,10.795
-145.052,66.262,8.546,9.853
-142.94,66.262,6.397,8.507
-142.517,66.262,6.643,8.676
-142.095,66.262,6.682,8.711
-141.673,66.262,6.369,8.516
-141.25,66.262,5.71,8.129
-160.262,66.434,5.626,7.943
-159.839,66.434,6.769,8.637
-159.417,66.434,8.209,9.597
-158.994,66.434,9.863,10.828
-158.572,66.434,11.395,12.081
-158.149,66.434,12.888,13.456
-157.727,66.434,13.881,14.438
-157.305,66.434,14.766,15.377
-156.882,66.434,15.133,15.776
-156.46,66.434,15.22,15.869
-156.037,66.434,14.908,15.538
-155.615,66.434,14.23,14.803
-155.192,66.434,13.233,13.797
-154.77,66.434,11.843,12.487
-154.347,66.434,10.505,11.334
-153.925,66.434,9.144,10.268
-153.502,66.434,8.52,9.794
-153.08,66.434,8.535,9.8
-152.657,66.434,9.387,10.433
-152.235,66.434,10.632,11.43
-151.812,66.434,12.019,12.636
-151.39,66.434,13.218,13.77
-150.967,66.434,14.078,14.642
-150.545,66.434,14.775,15.375
-148.01,66.434,15.672,16.369
-147.587,66.434,15.325,15.966
-147.165,66.434,14.665,15.248
-146.742,66.434,13.79,14.337
-146.32,66.434,12.584,13.158
-145.897,66.434,11.344,12.048
-145.475,66.434,9.797,10.788
-142.517,66.434,6.727,8.724
-142.095,66.434,6.965,8.895
-141.673,66.434,6.738,8.748
-141.25,66.434,6.128,8.377
-161.952,66.606,6.373,8.435
-161.529,66.606,6.173,8.306
-161.107,66.606,6.16,8.285
-160.684,66.606,6.54,8.494
-160.262,66.606,7.382,9.029
-159.839,66.606,8.607,9.863
-159.417,66.606,9.998,10.931
-158.994,66.606,11.479,12.15
-158.572,66.606,12.878,13.43
-158.149,66.606,14.013,14.579
-157.727,66.606,15.042,15.68
-157.305,66.606,15.676,16.384
-156.882,66.606,16.105,16.885
-156.882,66.606,16.105,16.885
-156.46,66.606,16.103,16.882
-156.037,66.606,15.82,16.556
-155.615,66.606,15.226,15.877
-155.192,66.606,14.174,14.752
-154.77,66.606,12.921,13.491
-154.347,66.606,11.203,11.915
-153.925,66.606,9.696,10.689
-153.502,66.606,8.486,9.775
-153.08,66.606,8.014,9.461
-152.657,66.606,8.458,9.754
-152.235,66.606,9.543,10.56
-151.812,66.606,10.833,11.61
-151.39,66.606,12.03,12.649
-150.967,66.606,13.099,13.659
-150.545,66.606,13.674,14.202
-150.122,66.606,14.255,14.81
-149.7,66.606,14.527,15.074
-149.277,66.606,14.861,15.455
-148.855,66.606,14.984,15.594
-148.432,66.606,15.319,15.957
-148.01,66.606,15.154,15.782
-147.587,66.606,14.929,15.548
-147.165,66.606,14.393,14.957
-146.742,66.606,13.508,14.047
-150.022,64.426,19.003,20.486
-149.769,64.426,19.224,20.778
-149.516,64.426,19.503,21.187
-149.263,64.426,19.762,21.581
-149.01,64.426,20.137,22.163
-148.758,64.426,20.452,22.659
-148.505,64.426,20.827,23.293
-148.252,64.426,21.026,23.644
-147.999,64.426,21.114,23.789
-147.746,64.426,21.119,23.802
-147.493,64.426,20.901,23.432
-147.24,64.426,20.441,22.667
-146.987,64.426,19.93,21.883
-146.735,64.426,19.232,20.815
-146.482,64.426,18.419,19.652
-146.229,64.426,17.389,18.264
-153.056,64.529,11.608,12.159
-152.804,64.529,12.853,13.303
-152.551,64.529,13.826,14.24
-152.298,64.529,14.882,15.375
-152.045,64.529,15.598,16.144
-151.792,64.529,16.385,17.075
-151.539,64.529,16.919,17.732
-151.286,64.529,17.48,18.442
-151.033,64.529,17.786,18.826
-150.781,64.529,18.192,19.39
-150.528,64.529,18.385,19.627
-150.275,64.529,18.66,20.013
-150.022,64.529,18.88,20.34
-149.769,64.529,19.055,20.578
-149.516,64.529,19.465,21.168
-149.263,64.529,19.714,21.537
-149.01,64.529,20.139,22.204
-148.758,64.529,20.396,22.594
-148.505,64.529,20.83,23.333
-148.252,64.529,20.921,23.472
-147.999,64.529,21.12,23.83
-147.746,64.529,20.914,23.458
-147.493,64.529,20.796,23.281
-147.24,64.529,20.357,22.568
-146.987,64.529,19.86,21.82
-146.735,64.529,19.061,20.624
-146.482,64.529,18.275,19.514
-146.229,64.529,17.134,17.992
-153.056,64.632,10.911,11.605
-152.804,64.632,12.408,12.889
-152.551,64.632,13.419,13.85
-152.298,64.632,14.431,14.881
-152.045,64.632,15.276,15.802
-151.792,64.632,16.092,16.751
-151.539,64.632,16.614,17.363
-151.286,64.632,17.208,18.115
-151.033,64.632,17.635,18.652
-150.781,64.632,17.941,19.072
-150.528,64.632,18.209,19.417
-150.275,64.632,18.483,19.771
-150.022,64.632,18.749,20.156
-149.769,64.632,19.047,20.598
-149.516,64.632,19.41,21.107
-149.263,64.632,19.802,21.711
-149.01,64.632,20.161,22.264
-148.758,64.632,20.389,22.607
-148.505,64.632,20.808,23.307
-148.252,64.632,20.918,23.482
-147.999,64.632,21.083,23.785
-147.746,64.632,20.945,23.546
-147.493,64.632,20.784,23.288
-147.24,64.632,20.274,22.46
-146.987,64.632,19.789,21.733
-146.735,64.632,19.02,20.605
-146.482,64.632,18.097,19.305
-146.229,64.632,16.981,17.829
-152.804,64.735,11.944,12.507
-152.551,64.735,13.189,13.642
-152.298,64.735,14.22,14.685
-152.045,64.735,15.12,15.658
-151.792,64.735,15.91,16.561
-151.539,64.735,16.507,17.255
-151.286,64.735,17.024,17.899
-151.033,64.735,17.45,18.426
-150.781,64.735,17.797,18.875
-150.528,64.735,18.063,19.244
-150.275,64.735,18.323,19.568
-150.022,64.735,18.616,19.965
-149.769,64.735,18.989,20.531
-149.516,64.735,19.378,21.07
-149.263,64.735,19.751,21.644
-149.01,64.735,20.169,22.293
-148.758,64.735,20.45,22.729
-148.505,64.735,20.752,23.222
-148.252,64.735,20.803,23.297
-147.999,64.735,20.915,23.497
-147.746,64.735,20.812,23.334
-147.493,64.735,20.656,23.092
-147.24,64.735,20.126,22.255
-146.987,64.735,19.59,21.44
-146.735,64.735,18.765,20.239
-146.482,64.735,17.819,18.935
-146.229,64.735,16.677,17.46
-162.666,64.839,12.528,13.169
-152.804,64.839,11.805,12.392
-152.551,64.839,13.039,13.541
-152.298,64.839,14.033,14.511
-152.045,64.839,15.042,15.596
-151.792,64.839,15.64,16.237
-151.539,64.839,16.398,17.138
-151.286,64.839,16.889,17.737
-151.033,64.839,17.326,18.29
-150.781,64.839,17.668,18.717
-150.528,64.839,17.965,19.129
-150.275,64.839,18.26,19.512
-150.022,64.839,18.561,19.912
-149.769,64.839,18.896,20.409
-149.516,64.839,19.236,20.879
-149.263,64.839,19.637,21.483
-149.01,64.839,19.903,21.887
-148.758,64.839,20.34,22.577
-148.505,64.839,20.416,22.671
-148.252,64.839,20.733,23.208
-147.999,64.839,20.557,22.902
-147.746,64.839,20.626,23.046
-147.493,64.839,20.114,22.227
-147.24,64.839,19.806,21.781
-146.987,64.839,19.169,20.831
-146.735,64.839,18.376,19.697
-146.482,64.839,17.353,18.333
-162.666,64.942,12.901,13.526
-162.413,64.942,12.968,13.596
-152.804,64.942,11.932,12.522
-152.551,64.942,13.103,13.617
-152.298,64.942,14.062,14.577
-152.045,64.942,14.967,15.547
-151.792,64.942,15.746,16.383
-151.539,64.942,16.388,17.139
-151.286,64.942,16.823,17.663
-151.033,64.942,17.289,18.255
-150.781,64.942,17.567,18.588
-150.528,64.942,17.903,19.052
-150.275,64.942,18.209,19.453
-150.022,64.942,18.514,19.856
-149.769,64.942,18.806,20.283
-149.516,64.942,19.074,20.661
-149.263,64.942,19.547,21.356
-149.01,64.942,19.786,21.712
-148.758,64.942,20.148,22.284
-148.505,64.942,20.293,22.497
-148.252,64.942,20.405,22.693
-147.999,64.942,20.373,22.636
-147.746,64.942,20.224,22.423
-147.493,64.942,19.877,21.878
-147.24,64.942,19.439,21.228
-146.987,64.942,18.692,20.144
-146.735,64.942,17.9,19.071
-146.482,64.942,16.855,17.701
-162.666,65.045,13.139,13.761
-152.804,65.045,12.155,12.731
-152.551,65.045,13.277,13.795
-152.298,65.045,14.256,14.788
-152.045,65.045,15.076,15.672
