Longitude,Latitude,PB_Nreq_Cetin,PB_CSR%
-109.542,38.946,1,7.434
-109.206,38.946,1,7.434
-108.871,38.946,1,7.434
-114.239,39.218,3.656,7.434
-113.904,39.218,2.814,7.434
-113.568,39.218,2.896,7.434
-113.233,39.218,4.138,7.434
-112.897,39.218,6.454,8.362
-110.213,39.218,3.886,7.434
-109.877,39.218,1.53,7.434
-109.542,39.218,1,7.434
-109.206,39.218,1,7.434
-108.871,39.218,1,7.434
-114.239,39.49,2.755,7.434
-113.904,39.49,2.519,7.434
-113.568,39.49,2.622,7.434
-113.233,39.49,3.889,7.434
-112.897,39.49,5.905,8.005
-112.562,39.49,8.893,9.911
-110.213,39.49,4.271,7.455
-109.877,39.49,2.279,7.434
-109.542,39.49,1,7.434
-109.206,39.49,1,7.434
-108.871,39.49,1,7.434
-114.239,39.762,2.405,7.434
-113.904,39.762,2.167,7.434
-113.568,39.762,2.741,7.434
-113.233,39.762,4.158,7.434
-112.897,39.762,6.422,8.272
-112.562,39.762,9.245,10.115
-109.877,39.762,2.836,7.434
-109.542,39.762,1.537,7.434
-109.206,39.762,1,7.434
-108.871,39.762,1,7.434
-114.239,40.034,2.811,7.434
-113.904,40.034,2.551,7.434
-113.568,40.034,3.315,7.434
-113.233,40.034,5.1,7.542
-112.897,40.034,7.836,9.128
-109.542,40.034,2.62,7.434
-109.206,40.034,1.565,7.434
-108.871,40.034,1.158,7.434
-114.239,40.307,3.844,7.434
-113.904,40.307,3.387,7.434
-113.568,40.307,4.115,7.434
-113.233,40.307,6.532,8.325
-109.206,40.307,2.301,7.434
-108.871,40.307,1.515,7.434
-114.239,40.579,5.203,7.677
-113.904,40.579,4.22,7.434
-113.568,40.579,5.1,7.551
-113.233,40.579,7.625,8.982
-109.206,40.579,2.437,7.434
-108.871,40.579,1.727,7.434
-114.239,40.851,6.076,8.178
-113.904,40.851,5.243,7.674
-113.568,40.851,6.299,8.229
-113.233,40.851,8.75,9.736
-109.542,40.851,3.793,7.434
-109.206,40.851,2.395,7.434
-108.871,40.851,1.549,7.434
-114.239,41.123,6.598,8.493
-113.904,41.123,6.529,8.431
-113.568,41.123,7.919,9.27
-109.542,41.123,4.065,7.434
-109.206,41.123,2.72,7.434
-108.871,41.123,1.92,7.434
-114.239,41.395,6.508,8.46
-113.904,41.395,7.448,9.03
-114.239,41.668,5.896,8.123
-113.904,41.668,7.14,8.872
-114.239,41.94,4.868,7.569
-113.904,41.94,6.211,8.317
-113.904,42.212,4.543,7.434
-113.568,42.212,5.886,8.073
-113.233,42.212,8.219,9.512
-114.072,36.904,8.12,9.459
-113.848,36.904,7.831,9.253
-113.625,36.904,9.292,10.278
-113.402,36.904,10.462,11.176
-113.178,36.904,9.573,10.467
-112.955,36.904,8.789,9.897
-112.731,36.904,8.303,9.563
-112.508,36.904,7.363,8.96
-114.072,37.086,8.744,9.893
-113.848,37.086,8.624,9.793
-113.625,37.086,10.069,10.89
-113.402,37.086,12.006,12.501
-113.178,37.086,11.409,11.918
-112.955,37.086,10.36,11.07
-112.731,37.086,9.89,10.716
-112.508,37.086,8.545,9.727
-114.072,37.268,9.137,10.201
-113.848,37.268,9.181,10.218
-113.625,37.268,10.566,11.262
-113.402,37.268,12.989,13.407
-113.178,37.268,12.581,12.993
-112.955,37.268,11.786,12.24
-112.731,37.268,11.697,12.174
-112.508,37.268,10.311,11.028
-112.285,37.268,8.032,9.386
-114.072,37.449,9.06,10.15
-113.848,37.449,9.081,10.151
-113.625,37.449,10.662,11.363
-113.402,37.449,12.846,13.284
-113.178,37.449,13.782,14.153
-112.955,37.449,12.971,13.294
-112.731,37.449,13.291,13.592
-112.508,37.449,12.73,13.105
-112.285,37.449,10.032,10.832
-112.061,37.449,7.638,9.131
-114.072,37.631,8.352,9.635
-113.848,37.631,8.64,9.811
-113.625,37.631,10.096,10.895
-113.402,37.631,12.38,12.818
-113.178,37.631,14.49,14.873
-112.955,37.631,15.191,15.557
-112.731,37.631,14.566,14.863
-112.508,37.631,14.567,14.904
-112.285,37.631,12.117,12.568
-112.061,37.631,9.417,10.372
-111.838,37.631,7.639,9.187
-111.614,37.631,6,8.237
-114.072,37.812,7.173,8.85
-113.848,37.812,7.607,9.113
-113.625,37.812,9.081,10.139
-113.402,37.812,11.304,11.853
-113.178,37.812,14.467,14.822
-112.508,37.812,15.649,16.109
-112.285,37.812,13.669,14.054
-112.061,37.812,11.063,11.701
-111.838,37.812,8.925,10.094
-111.614,37.812,7.317,9.048
-111.391,37.812,5.426,7.941
-113.625,37.994,8.108,9.453
-113.402,37.994,10.305,11.053
-113.178,37.994,12.922,13.313
-112.508,37.994,16.093,16.669
-112.285,37.994,14.018,14.445
-112.061,37.994,12.304,12.794
-111.838,37.994,10.476,11.265
-111.614,37.994,8.818,10.082
-111.391,37.994,6.842,8.786
-111.168,37.994,5.039,7.78
-113.402,38.175,8.842,9.967
-113.178,38.175,11.219,11.802
-112.955,38.175,13.96,14.342
-112.731,38.175,15.15,15.611
-112.508,38.175,14.98,15.451
-112.285,38.175,14.259,14.702
-112.061,38.175,13.212,13.682
-111.838,38.175,11.901,12.493
-111.614,38.175,10.163,11.074
-111.391,38.175,8.282,9.729
-111.168,38.175,6.391,8.534
-110.944,38.175,4.541,7.544
-113.402,38.357,7.575,9.098
-113.178,38.357,9.735,10.62
-112.955,38.357,11.868,12.387
-112.731,38.357,13.461,13.882
-112.508,38.357,14.268,14.741
-112.285,38.357,14.677,15.181
-112.061,38.357,14.244,14.748
-111.838,38.357,13.207,13.737
-111.614,38.357,11.894,12.553
-111.391,38.357,9.915,10.945
-111.168,38.357,7.974,9.564
-110.944,38.357,5.842,8.247
-113.178,38.539,8.358,9.629
-112.955,38.539,10.423,11.166
-112.731,38.539,12.373,12.876
-112.508,38.539,13.988,14.485
-112.285,38.539,14.992,15.575
-112.061,38.539,15.255,15.865
-111.838,38.539,14.641,15.215
-111.614,38.539,13.473,14.033
-111.391,38.539,11.807,12.519
-111.168,38.539,9.669,10.791
-110.944,38.539,7.606,9.346
-110.721,38.539,5.089,7.837
-113.178,38.72,7.074,8.789
-112.955,38.72,9.164,10.222
-112.731,38.72,11.562,12.154
-112.508,38.72,13.638,14.136
-112.285,38.72,15.046,15.669
-112.061,38.72,15.669,16.333
-111.838,38.72,15.583,16.262
-111.614,38.72,14.594,15.214
-111.391,38.72,13.236,13.876
-111.168,38.72,11.386,12.21
-110.944,38.72,8.936,10.314
-110.721,38.72,6.532,8.746
-110.497,38.72,4.119,7.434
-112.955,38.902,7.859,9.304
-112.731,38.902,10.25,11.06
-112.508,38.902,12.777,13.3
-112.285,38.902,14.394,14.922
-112.061,38.902,15.265,15.869
-111.838,38.902,15.458,16.101
-111.614,38.902,15.135,15.791
-111.391,38.902,14.128,14.776
-111.168,38.902,12.292,13.021
-110.944,38.902,10.185,11.282
-110.721,38.902,7.775,9.562
-110.497,38.902,5.48,8.131
-110.274,38.902,3.277,7.434
-112.731,39.083,8.801,9.939
-112.508,39.083,11.098,11.738
-112.285,39.083,13.072,13.538
-112.061,39.083,14.415,14.907
-111.838,39.083,14.978,15.55
-111.614,39.083,14.918,15.514
-111.391,39.083,14.322,14.923
-111.168,39.083,12.955,13.66
-110.944,39.083,10.834,11.813
-110.721,39.083,8.434,10.009
-110.497,39.083,6.319,8.65
-110.274,39.083,4.025,7.434
-112.731,39.265,7.819,9.215
-112.508,39.265,9.979,10.788
-112.285,39.265,12.105,12.564
-112.061,39.265,13.974,14.391
-111.838,39.265,14.925,15.406
-111.614,39.265,14.673,15.153
-111.391,39.265,14.739,15.354
-111.168,39.265,13.153,13.81
-110.944,39.265,10.792,11.746
-110.721,39.265,8.591,10.108
-110.497,39.265,6.554,8.784
-110.274,39.265,4.599,7.652
-112.508,39.446,9.386,10.281
-112.285,39.446,11.97,12.386
-112.061,39.446,14.992,15.398
-111.838,39.446,15.8,16.303
-111.614,39.446,14.615,15.007
-111.391,39.446,14.334,14.818
-111.168,39.446,12.957,13.55
-110.944,39.446,10.651,11.57
-110.721,39.446,8.527,10.013
-110.497,39.446,6.541,8.732
-110.274,39.446,4.679,7.672
-110.05,39.446,3.154,7.434
-112.508,39.628,9.422,10.266
-112.285,39.628,12.193,12.515
-112.061,39.628,15.694,16.052
-111.838,39.628,18.728,19.905
-111.614,39.628,15.46,15.806
-111.391,39.628,13.871,14.224
-111.168,39.628,12.507,13.022
-110.944,39.628,10.627,11.478
-110.721,39.628,8.474,9.897
-110.497,39.628,6.523,8.659
-110.274,39.628,4.817,7.721
-112.508,39.809,10.098,10.751
-112.285,39.809,12.751,12.971
-112.061,39.809,17.159,17.731
-111.614,39.809,16.439,16.871
-111.391,39.809,13.942,14.215
-111.168,39.809,12.311,12.74
-110.944,39.809,10.589,11.378
-110.721,39.809,8.656,9.984
-110.497,39.809,6.726,8.756
-110.274,39.809,5.24,7.924
-110.05,39.809,3.828,7.434
-112.731,39.991,9.15,10.023
-112.508,39.991,10.976,11.41
-112.285,39.991,13.255,13.391
-112.061,39.991,16.887,17.337
-111.614,39.991,20.471,22.373
-111.391,39.991,15.683,16.033
-111.168,39.991,13.395,13.752
-110.944,39.991,11.236,11.882
-110.721,39.991,9.12,10.302
-110.497,39.991,7.211,9.05
-110.274,39.991,5.681,8.169
-110.05,39.991,4.44,7.526
-109.827,39.991,3.464,7.434
-112.955,40.173,8.561,9.607
-112.731,40.173,11.465,11.797
-112.508,40.173,13.594,13.706
-112.285,40.173,14.759,14.869
-112.061,40.173,16.693,17.034
-111.391,40.173,16.723,17.252
-111.168,40.173,14.225,14.58
-110.944,40.173,11.924,12.498
-110.721,40.173,9.7,10.722
-110.497,40.173,7.806,9.436
-110.274,40.173,6.386,8.574
-110.05,40.173,5.09,7.879
-109.827,40.173,3.988,7.434
-109.604,40.173,3.117,7.434
-112.955,40.354,10.5,11.019
-112.508,40.354,15.928,16.157
-112.285,40.354,16.763,17.085
-112.061,40.354,18.6,19.459
-111.614,40.354,20.11,21.777
-111.391,40.354,15.979,16.36
-111.168,40.354,13.832,14.152
-110.944,40.354,12.111,12.632
-110.721,40.354,10.405,11.266
-110.497,40.354,8.589,9.966
-110.274,40.354,7.16,9.058
-110.05,40.354,5.713,8.225
-109.827,40.354,4.579,7.638
-109.604,40.354,3.645,7.434
-109.38,40.354,2.742,7.434
-112.955,40.536,11.497,11.805
-112.508,40.536,17.088,17.509
-112.285,40.536,18.626,19.457
-112.061,40.536,22.08,24.826
-111.614,40.536,19.131,20.288
-111.391,40.536,15.32,15.573
-111.168,40.536,13.704,13.978
-110.944,40.536,12.528,12.968
-110.721,40.536,11.265,11.926
-110.497,40.536,9.433,10.536
-110.274,40.536,7.698,9.386
-110.05,40.536,6.263,8.53
-109.827,40.536,4.928,7.811
-109.604,40.536,3.863,7.434
-109.38,40.536,2.885,7.434
-112.955,40.717,11.59,11.87
-112.731,40.717,15.281,15.401
-112.508,40.717,18.318,19.063
-111.614,40.717,18.248,19.041
-111.391,40.717,15.08,15.305
-111.168,40.717,14.265,14.508
-110.944,40.717,14.568,14.926
-110.721,40.717,13.617,14.036
-110.497,40.717,10.345,11.186
-110.274,40.717,8.214,9.693
-110.05,40.717,6.285,8.52
-109.827,40.717,5.028,7.839
-109.604,40.717,3.962,7.434
-113.178,40.899,9.485,10.261
-112.955,40.899,11.914,12.16
-112.731,40.899,15.205,15.306
-112.508,40.899,21.065,23.153
-111.614,40.899,17.313,17.795
-111.391,40.899,14.683,14.831
-111.168,40.899,15.294,15.545
-110.721,40.899,18.256,19.415
-110.497,40.899,11.296,11.89
-110.274,40.899,8.025,9.522
-110.05,40.899,6.321,8.487
-109.827,40.899,5.041,7.812
-109.604,40.899,3.982,7.434
-113.402,41.08,8.625,9.714
-113.178,41.08,10.42,10.988
-112.955,41.08,13.08,13.224
-111.838,41.08,21.542,23.946
-111.614,41.08,16.804,17.228
-111.391,41.08,14.736,14.89
-111.168,41.08,14.927,15.156
-110.721,41.08,20.14,22.062
-110.497,41.08,11.417,11.913
-110.274,41.08,8.18,9.55
-110.05,41.08,6.452,8.509
-109.827,41.08,5.237,7.87
-109.604,41.08,4.239,7.434
-113.848,41.262,7.193,8.861
-113.625,41.262,8.159,9.464
-113.402,41.262,9.592,10.433
-113.178,41.262,11.563,11.943
-112.955,41.262,14.42,14.585
-111.838,41.262,21.47,23.868
-111.614,41.262,17.169,17.702
-111.391,41.262,15.372,15.636
-111.168,41.262,14.845,15.059
-110.944,41.262,15.821,16.138
-113.848,41.444,7.582,9.119
-113.625,41.444,8.663,9.815
-113.402,41.444,10.089,10.849
-113.178,41.444,12.301,12.634
-112.955,41.444,16.425,16.882
-112.508,41.444,18.643,19.564
-111.838,41.444,20.918,23.001
-111.614,41.444,17.448,18.059
-111.391,41.444,16.016,16.384
-111.168,41.444,15.431,15.688
-110.944,41.444,14.123,14.251
-113.848,41.625,7.539,9.113
-113.625,41.625,8.538,9.748
-113.402,41.625,9.932,10.751
-113.178,41.625,11.873,12.284
-112.955,41.625,14.723,14.995
-112.731,41.625,17.209,17.823
-112.508,41.625,17.512,18.132
-111.614,41.625,17.997,18.808
-111.391,41.625,17.366,17.974
-111.168,41.625,17.751,18.441
-110.944,41.625,17.874,18.557
-113.848,41.807,7.028,8.803
-113.625,41.807,8.16,9.511
-113.402,41.807,9.245,10.238
-113.178,41.807,10.998,11.574
-112.955,41.807,13.582,13.848
-112.285,41.807,18.043,18.902
-111.391,41.807,19.96,21.65
-113.625,41.988,7.084,8.811
-113.402,41.988,8.417,9.648
-113.178,41.988,10.245,10.964
-112.955,41.988,13.023,13.403
-112.731,41.988,15.674,16.171
-112.508,41.988,16.467,17.058
-112.285,41.988,17.422,18.188
-111.614,41.988,19.01,20.277
-112.955,42.17,12.256,12.754
-112.731,42.17,13.804,14.214
-112.508,42.17,14.981,15.393
-112.285,42.17,16.074,16.564
-112.465,37.558,13.63,13.96
-112.465,37.667,14.532,14.874
-113.001,37.776,17.278,18.053
-112.867,37.776,20.114,22.058
-112.733,37.776,17.11,17.815
-113.001,37.885,17.655,18.574
-113.001,37.994,15.42,15.872
-112.599,37.994,17.463,18.332
-112.867,38.103,16.517,17.154
-112.733,38.103,16.575,17.23
-111.394,39.302,14.864,15.498
-111.26,39.302,13.989,14.619
-111.929,39.411,16.248,16.849
-111.394,39.411,14.582,15.1
-111.26,39.411,13.967,14.553
-111.929,39.52,16.559,17.144
-111.796,39.52,16.323,16.867
-111.929,39.629,18.043,18.984
-111.796,39.629,18.345,19.383
-112.063,39.738,16.841,17.369
-111.929,39.738,20.138,21.904
-111.796,39.738,19.587,21.074
-112.063,39.847,17.044,17.578
-111.929,39.847,21.361,23.835
-111.662,39.847,17.747,18.487
-112.063,39.956,16.94,17.411
-111.929,39.956,21.956,24.835
-111.662,39.956,20.805,22.901
-111.929,40.065,19.697,21.113
-111.796,40.065,24.419,29.477
-111.662,40.065,24.703,30.127
-111.528,40.065,19.543,20.974
-111.929,40.174,18.827,19.818
-111.796,40.174,21.887,24.63
-111.528,40.174,20.051,21.759
-112.733,40.283,13.593,13.723
-112.599,40.283,16.093,16.398
-111.929,40.283,19.297,20.468
-111.796,40.283,22.057,24.954
-111.662,40.283,23.058,26.791
-111.528,40.283,18.709,19.749
-112.867,40.392,12.88,13.062
-112.733,40.392,15.264,15.429
-112.599,40.392,15.87,16.112
-112.063,40.392,19.494,20.694
-111.929,40.392,22.136,24.946
-111.796,40.392,23.583,27.735
-111.662,40.392,20.864,22.92
-111.528,40.392,17.991,18.762
-112.867,40.501,13.545,13.658
-112.733,40.501,16.023,16.281
-112.063,40.501,22.154,24.955
-111.929,40.501,27.628,36.868
-111.796,40.501,26.499,34.073
-111.662,40.501,20.595,22.466
-112.733,40.61,15.82,16.008
-112.331,40.61,19.528,20.746
-112.197,40.61,20.436,22.102
-112.063,40.61,22.13,24.894
-111.929,40.61,26.273,33.475
-111.796,40.61,26.935,35.137
-111.662,40.61,20.241,21.898
-112.465,40.719,19.691,20.985
-112.331,40.719,23.214,26.955
-112.197,40.719,23.638,27.697
-112.063,40.719,24.706,29.841
-111.796,40.719,23.255,27.025
-111.662,40.719,19.334,20.537
-112.465,40.828,20.564,22.298
-112.331,40.828,24.55,29.603
-112.063,40.828,27.122,35.368
-111.796,40.828,23.123,26.745
-110.992,40.828,17.996,18.959
-110.724,40.828,16.903,17.692
-112.599,40.937,18.524,19.331
-112.197,40.937,23.275,26.975
-112.063,40.937,24.189,28.717
-111.796,40.937,21.834,24.412
-110.724,40.937,18.79,20.138
-112.733,41.046,17.507,18.017
-112.599,41.046,21.06,23.165
-112.197,41.046,22.531,25.58
-112.063,41.046,24.182,28.737
-111.796,41.046,20.215,21.799
-112.733,41.155,18.904,19.931
-112.599,41.155,25.842,32.607
-112.331,41.155,22.433,25.407
-112.197,41.155,21.463,23.696
-111.796,41.155,20.242,21.883
-110.992,41.155,18.294,19.234
-112.867,41.264,15.975,16.27
-112.733,41.264,18.724,19.701
-112.465,41.264,22.204,25.083
-112.331,41.264,20.413,22.007
-112.197,41.264,21.824,24.332
-111.796,41.264,20.226,21.883
-112.867,41.373,17.976,18.797
-112.733,41.373,20.614,22.588
-112.465,41.373,19.942,21.388
-112.331,41.373,19.959,21.378
-112.197,41.373,23.892,28.243
-111.929,41.373,24.934,30.503
-111.796,41.373,20.412,22.183
-113.001,41.482,15.283,15.6
-112.867,41.482,18.172,19.086
-112.733,41.482,18.426,19.373
-112.599,41.482,17.652,18.284
-112.331,41.482,18.952,19.989
-112.197,41.482,22.546,25.774
-111.929,41.482,23.602,27.762
-111.796,41.482,20.168,21.832
-112.867,41.591,16.563,17.056
-112.331,41.591,19.344,20.621
-111.929,41.591,22.827,26.365
-111.796,41.591,20.189,21.93
-112.733,41.7,17.851,18.718
-112.599,41.7,18.514,19.575
-112.331,41.7,18.479,19.469
-112.197,41.7,20.309,22.119
-112.063,41.7,21.924,24.783
-111.929,41.7,21.719,24.411
-111.796,41.7,20.031,21.718
-111.662,41.7,18.566,19.552
-111.394,41.7,18.227,19.132
-111.26,41.7,18.705,19.721
-111.126,41.7,19.82,21.305
-110.992,41.7,21.453,23.87
-112.733,41.809,17.129,17.86
-112.599,41.809,18.621,19.826
-112.465,41.809,17.632,18.398
-112.197,41.809,18.738,19.835
-112.063,41.809,20.146,21.885
-111.929,41.809,20.849,23.021
-111.796,41.809,19.932,21.592
-111.662,41.809,18.737,19.811
-111.528,41.809,19.056,20.32
-111.394,41.809,19.941,21.626
-111.26,41.809,20.299,22.057
-111.126,41.809,21.77,24.398
-110.992,41.809,27.521,36.602
-112.733,41.918,16.542,17.187
-112.599,41.918,17.615,18.506
-112.465,41.918,17.148,17.847
-112.197,41.918,18.798,19.97
-112.063,41.918,23.238,27.392
-111.929,41.918,22.663,26.261
-111.796,41.918,19.998,21.733
-111.662,41.918,18.828,19.979
-111.528,41.918,19.35,20.722
-111.394,41.918,20.944,23.198
-111.26,41.918,21.572,24.143
-111.126,41.918,22.585,25.82
-112.197,42.027,18.315,19.346
-112.063,42.027,22.747,26.488
-111.929,42.027,21.342,23.965
-111.796,42.027,19.208,20.561
-111.662,42.027,18.823,19.998
-111.528,42.027,19.445,20.863
-111.394,42.027,21.651,24.381
-111.126,42.027,22.503,25.648
-112.935,37.831,20.091,22.031
-112.845,37.831,20.595,22.854
-112.756,37.831,18.815,20.122
-112.845,37.904,20.391,22.553
-112.756,37.904,20.453,22.654
-112.845,37.977,19.474,21.166
-112.756,37.977,20.59,22.898
-111.864,39.794,21.604,24.279
-111.864,39.866,22.996,26.743
-111.775,39.866,21.493,24.07
-111.864,39.939,24.596,29.911
-111.775,39.939,24.87,30.51
-111.685,39.939,21.121,23.425
-111.864,40.012,23.633,27.924
-111.596,40.084,22.483,25.795
-111.596,40.157,22.802,26.365
-111.775,40.23,22.448,25.659
-111.596,40.23,20.799,22.887
-111.775,40.302,22.401,25.549
-111.596,40.302,20.654,22.653
-111.864,40.375,22.71,26.041
-111.685,40.375,21.878,24.609
-111.953,40.448,24.122,28.731
-111.775,40.52,24.744,30.058
-111.775,40.593,25.149,30.96
-111.775,40.666,24.133,28.78
-112.31,40.738,23.822,28.139
-112.221,40.738,24.924,30.364
-112.31,40.811,24.108,28.703
-112.221,40.811,26.416,33.735
-112.131,40.811,25.604,31.828
-111.864,40.811,25.46,31.541
-110.882,40.811,18.274,19.449
-110.793,40.811,18.377,19.636
-112.399,40.884,24.538,29.623
-112.31,40.884,25.702,32.157
-112.221,40.884,24.264,28.944
-112.042,40.884,25.177,30.847
-111.953,40.884,27.129,35.504
-111.864,40.884,26.978,35.171
-110.971,40.884,20.132,22.082
-110.882,40.884,23.221,27.481
-110.793,40.884,22.925,26.975
-112.488,40.956,23.469,27.461
-112.221,40.956,23.812,28.04
-112.042,40.956,23.862,28.102
-111.953,40.956,25.765,32.215
-111.864,40.956,24.306,29.073
-110.971,40.956,21.499,24.278
-112.488,41.029,25.192,31.074
-112.221,41.029,23.301,27.038
-112.042,41.029,24.296,29.033
-111.953,41.029,25.502,31.666
-111.864,41.029,22.764,26.092
-110.971,41.029,22.504,25.999
-112.578,41.102,24.848,30.357
-112.488,41.102,25.645,32.085
-112.399,41.102,26.399,33.816
-112.31,41.102,23.471,27.378
-111.864,41.102,22.202,25.094
-112.667,41.174,22.08,24.946
-112.399,41.174,24.047,28.575
-111.864,41.174,22.042,24.84
-112.578,41.247,24.172,28.928
-112.488,41.247,23.645,27.807
-112.131,41.247,23.506,27.409
-112.667,41.32,21.357,23.737
-112.578,41.32,22.667,25.983
-112.131,41.32,25.738,32.167
-111.953,41.32,28.016,37.963
-112.667,41.392,21.138,23.413
-112.578,41.392,21.117,23.337
-112.131,41.392,26.805,34.808
-112.042,41.392,28.122,38.249
-111.953,41.392,24.762,30.113
-112.131,41.465,26.015,32.998
-111.953,41.465,24.075,28.699
-112.131,41.538,25.482,31.806
-112.042,41.538,27.021,35.486
-111.953,41.538,23.771,28.143
-112.221,41.61,22.492,25.78
-112.131,41.61,24.962,30.713
-112.042,41.61,25.506,31.903
-112.131,41.683,21.549,24.123
-112.042,41.683,22.872,26.486
-111.061,41.829,24.131,28.76
-110.971,41.901,30.499,45.242
-111.061,41.974,24.897,30.371
-110.971,41.974,30.577,45.482
-111.328,42.047,22.56,25.964
-111.239,42.047,22.681,26.095
-111.061,42.047,24.433,29.368
-110.971,42.047,29.414,41.849
-111.887,40.503,28.797,40.119
-111.843,40.503,28.705,39.867
-111.887,40.539,27.36,36.164
-111.843,40.539,27.592,36.778
-111.843,40.576,27.492,36.549
-111.887,40.612,27.119,35.57
-111.843,40.612,27.571,36.728
-111.932,40.648,27.588,36.775
-111.887,40.648,28.262,38.613
-111.843,40.648,27.989,37.878
-111.976,40.685,27.931,37.663
-111.932,40.685,29.028,40.901
-111.887,40.685,28.652,39.754
-111.843,40.685,27.493,36.516
-111.976,40.721,27.737,37.173
-111.932,40.721,29.167,41.248
-111.887,40.721,28.294,38.676
-111.976,40.757,29.174,41.198
-111.932,40.757,28.981,40.607
-111.887,40.757,27.854,37.427
-112.021,40.794,28.393,38.891
-111.976,40.794,29.268,41.454
-111.932,40.794,28.997,40.603
-112.021,40.83,28.85,40.04
-111.976,40.83,30.447,45.113
-111.932,40.83,30.64,45.663
-111.887,40.83,27.821,37.299
-111.976,40.866,28.418,38.928
-111.932,40.866,29.052,40.745
-111.887,40.866,28.757,39.891
-111.932,40.903,26.789,34.65
-111.887,40.903,27.008,35.245
-112.378,40.939,27.175,35.834
-112.333,40.939,27.093,35.576
-110.862,40.939,26.325,34.064
-110.817,40.939,26.264,33.936
-112.422,40.976,27.363,36.297
-112.378,40.976,28.481,39.365
-112.333,40.976,28.931,40.656
-112.289,40.976,27.518,36.658
-110.862,40.976,26.676,35.064
-110.817,40.976,26.604,34.733
-112.422,41.012,28.116,38.354
-112.378,41.012,29.042,41.004
-112.333,41.012,28.958,40.725
-112.289,41.012,26.635,34.371
-110.862,41.012,26.367,34.382
-110.817,41.012,27.528,37.368
-112.422,41.048,27.136,35.714
-112.378,41.048,27.793,37.403
-112.333,41.048,26.742,34.671
-110.862,41.048,27.566,37.406
-110.817,41.048,26.68,35.046
-112.556,41.157,27.064,35.582
-112.512,41.157,27.831,37.583
-112.467,41.157,26.948,35.241
-112.556,41.194,27.062,35.595
-112.512,41.194,27.265,36.096
-112.021,41.303,27.771,37.279
-111.976,41.303,27.5,36.569
-112.066,41.339,28.884,40.326
-112.021,41.339,29.681,42.724
-111.976,41.339,29.294,41.551
-112.066,41.375,28.348,38.85
-112.021,41.375,28.235,38.529
-111.976,41.375,26.382,33.766
-112.066,41.412,28.027,37.988
-112.11,41.448,27.143,35.73
-112.066,41.448,27.674,37.074
-112.021,41.448,26.76,34.733
-112.066,41.484,27.261,36.067
-112.021,41.484,27.579,36.888
-112.066,41.521,27.124,35.752
-112.021,41.521,27.212,35.962
-112.066,41.557,26.802,34.94
-111.753,39.994,25.749,32.435
-111.709,39.994,24.496,29.692
-111.664,39.994,22.608,25.986
-111.753,40.031,25.99,33.011
-111.709,40.031,25.689,32.29
-111.664,40.031,24.138,28.946
