Lon,Lat,D (m)
-111.949,40.834,0.59387
-111.903,40.834,0.52956
-111.857,40.834,0.40041
-111.811,40.834,0.30309
-111.765,40.834,0.23277
-110.894,40.834,0.03326
-110.848,40.834,0.03039
-112.407,40.869,0.19765
-112.361,40.869,0.22352
-112.315,40.869,0.2516
-112.269,40.869,0.27672
-112.086,40.869,0.33358
-112.04,40.869,0.34621
-111.994,40.869,0.37219
-111.949,40.869,0.39228
-111.903,40.869,0.36645
-111.857,40.869,0.31453
-111.811,40.869,0.25741
-111.765,40.869,0.20763
-110.94,40.869,0.03638
-110.894,40.869,0.03337
-110.848,40.869,0.03056
-110.802,40.869,0.02796
-110.757,40.869,0.02539
-112.453,40.904,0.18737
-112.407,40.904,0.21515
-112.361,40.904,0.24661
-112.315,40.904,0.27094
-112.269,40.904,0.29247
-112.224,40.904,0.30707
-112.086,40.904,0.30103
-112.04,40.904,0.29772
-111.994,40.904,0.30067
-111.949,40.904,0.29844
-111.903,40.904,0.27832
-111.857,40.904,0.24734
-111.811,40.904,0.21417
-110.94,40.904,0.03582
-110.894,40.904,0.03296
-110.848,40.904,0.03028
-110.802,40.904,0.02785
-110.757,40.904,0.0254
-112.499,40.939,0.17513
-112.453,40.939,0.21307
-112.407,40.939,0.24608
-112.361,40.939,0.28728
-112.315,40.939,0.32124
-112.269,40.939,0.35159
-112.224,40.939,0.34229
-112.04,40.939,0.2615
-111.994,40.939,0.25527
-111.949,40.939,0.24509
-111.903,40.939,0.22741
-111.857,40.939,0.20565
-111.811,40.939,0.18308
-110.986,40.939,0.03873
-110.94,40.939,0.03555
-110.894,40.939,0.03281
-110.848,40.939,0.03028
-110.802,40.939,0.02796
-110.757,40.939,0.02567
-110.711,40.939,0.02329
-112.499,40.975,0.18639
-112.453,40.975,0.22513
-112.407,40.975,0.27058
-112.361,40.975,0.31706
-112.315,40.975,0.35056
-112.269,40.975,0.36871
-112.224,40.975,0.36128
-112.178,40.975,0.3173
-111.949,40.975,0.20914
-111.903,40.975,0.19312
-111.857,40.975,0.17758
-110.986,40.975,0.03848
-110.94,40.975,0.03548
-110.894,40.975,0.0329
-110.848,40.975,0.03051
-110.802,40.975,0.02832
-110.757,40.975,0.02615
-110.711,40.975,0.02389
-112.544,41.01,0.16354
-112.499,41.01,0.19802
-112.453,41.01,0.24128
-112.407,41.01,0.2918
-112.361,41.01,0.33697
-112.315,41.01,0.3752
-112.269,41.01,0.37765
-112.224,41.01,0.34886
-112.178,41.01,0.30756
-110.986,41.01,0.0384
-110.94,41.01,0.03557
-110.894,41.01,0.03313
-110.848,41.01,0.03087
-110.802,41.01,0.02881
-110.757,41.01,0.02673
-110.711,41.01,0.0246
-112.499,41.045,0.20378
-112.453,41.045,0.2527
-112.407,41.045,0.30467
-112.361,41.045,0.3466
-112.315,41.045,0.36878
-112.269,41.045,0.36053
-112.224,41.045,0.31822
-112.636,41.081,0.1243
-112.59,41.081,0.14972
-112.544,41.081,0.17826
-112.499,41.081,0.2121
-112.453,41.081,0.25816
-112.407,41.081,0.30465
-112.361,41.081,0.34384
-112.315,41.081,0.35727
-112.269,41.081,0.32586
-112.636,41.116,0.12737
-112.59,41.116,0.15311
-112.544,41.116,0.18366
-112.499,41.116,0.2178
-112.453,41.116,0.25642
-112.407,41.116,0.29647
-112.361,41.116,0.33029
-112.315,41.116,0.33709
-112.682,41.151,0.10696
-112.636,41.151,0.12798
-112.59,41.151,0.1533
-112.544,41.151,0.18224
-112.499,41.151,0.21424
-112.453,41.151,0.24875
-112.407,41.151,0.28349
-112.361,41.151,0.30696
-112.636,41.187,0.12645
-112.59,41.187,0.15037
-112.544,41.187,0.17804
-112.499,41.187,0.20701
-112.453,41.187,0.23846
-112.407,41.187,0.26602
-112.361,41.187,0.27904
-112.636,41.222,0.12339
-112.59,41.222,0.14842
-112.544,41.222,0.17308
-112.499,41.222,0.19983
-112.453,41.222,0.22647
-112.407,41.222,0.24574
-112.04,41.222,0.2095
-111.994,41.222,0.19873
-111.949,41.222,0.18476
-112.636,41.257,0.11827
-112.59,41.257,0.14006
-112.544,41.257,0.16479
-112.499,41.257,0.18905
-112.453,41.257,0.20907
-112.132,41.257,0.21469
-112.086,41.257,0.21967
-112.04,41.257,0.22144
-111.994,41.257,0.21407
-111.949,41.257,0.19817
-111.903,41.257,0.17931
-112.59,41.292,0.1233
-112.544,41.292,0.14278
-112.178,41.292,0.2123
-112.132,41.292,0.21911
-112.086,41.292,0.22654
-112.04,41.292,0.23423
-111.994,41.292,0.23097
-111.949,41.292,0.21463
-111.903,41.292,0.19171
-112.178,41.328,0.20863
-112.132,41.328,0.22171
-112.086,41.328,0.23498
-112.04,41.328,0.24478
-111.994,41.328,0.24454
-111.949,41.328,0.22934
-111.903,41.328,0.2038
-111.857,41.328,0.17254
-112.178,41.363,0.20819
-112.132,41.363,0.22457
-112.086,41.363,0.23895
-112.04,41.363,0.24949
-111.994,41.363,0.25509
-111.949,41.363,0.23861
-111.903,41.363,0.20833
-111.857,41.363,0.1749
-112.178,41.398,0.20295
-112.132,41.398,0.2218
-112.086,41.398,0.23839
-112.04,41.398,0.24912
-111.994,41.398,0.25352
-111.949,41.398,0.23894
-111.903,41.398,0.20555
-112.178,41.434,0.19623
-112.132,41.434,0.21647
-112.086,41.434,0.23318
-112.04,41.434,0.24354
-111.994,41.434,0.24833
-111.949,41.434,0.23557
-112.178,41.469,0.18507
-112.132,41.469,0.20615
-112.086,41.469,0.22347
-112.04,41.469,0.23892
-111.994,41.469,0.2447
-111.949,41.469,0.24592
-111.903,41.469,0.22235
-112.178,41.504,0.17076
-112.132,41.504,0.19012
-112.086,41.504,0.20899
-112.04,41.504,0.22538
-111.994,41.504,0.24087
-111.949,41.504,0.24992
-111.903,41.504,0.23536
-112.178,41.539,0.16208
-112.132,41.539,0.18036
-112.086,41.539,0.19725
-112.04,41.539,0.21383
-111.994,41.539,0.23538
-111.949,41.539,0.24491
-111.903,41.539,0.22809
-112.178,41.575,0.15263
-112.132,41.575,0.16737
-112.086,41.575,0.18386
-112.04,41.575,0.20361
-111.994,41.575,0.22112
-111.949,41.575,0.22625
-112.132,41.61,0.15511
-112.086,41.61,0.1705
-112.04,41.61,0.18864
-111.994,41.61,0.20231
-111.949,41.61,0.20068
-112.086,41.645,0.15794
-112.04,41.645,0.17025
-111.994,41.645,0.17748
-112.997,37.74,0.03286
-112.916,37.74,0.03457
-112.836,37.74,0.03519
-112.997,37.802,0.03285
-112.916,37.802,0.03456
-112.836,37.802,0.03499
-112.756,37.802,0.03515
-112.997,37.864,0.03146
-112.916,37.864,0.03324
-112.836,37.864,0.03399
-112.756,37.864,0.03441
-112.676,37.864,0.03423
-112.916,37.926,0.03187
-112.836,37.926,0.03302
-112.756,37.926,0.03365
-112.676,37.926,0.03375
-112.916,37.988,0.03048
-112.836,37.988,0.03187
-112.756,37.988,0.03272
-112.676,37.988,0.03316
-112.836,38.049,0.03016
-112.756,38.049,0.03129
-112.676,38.049,0.03186
-111.953,39.717,0.0426
-111.873,39.717,0.04487
-111.793,39.717,0.04675
-111.953,39.779,0.04592
-111.873,39.779,0.04837
-111.793,39.779,0.0503
-111.953,39.84,0.04921
-111.873,39.84,0.05215
-111.793,39.84,0.05414
-111.713,39.84,0.05464
-111.953,39.902,0.05377
-111.873,39.902,0.05683
-111.793,39.902,0.05843
-111.713,39.902,0.05813
-111.632,39.902,0.05542
-111.953,39.964,0.06005
-111.873,39.964,0.06302
-111.793,39.964,0.06407
-111.713,39.964,0.06295
-111.632,39.964,0.05957
-111.552,39.964,0.05344
-111.953,40.026,0.06916
-111.873,40.026,0.07318
-111.793,40.026,0.07389
-111.713,40.026,0.07126
-111.632,40.026,0.06603
-111.552,40.026,0.05843
-111.873,40.088,0.08637
-111.793,40.088,0.08749
-111.713,40.088,0.082
-111.632,40.088,0.07413
-111.552,40.088,0.06378
-111.472,40.088,0.05282
-111.873,40.149,0.09881
-111.793,40.149,0.10147
-111.713,40.149,0.09344
-111.632,40.149,0.08091
-111.552,40.149,0.06798
-111.472,40.149,0.05611
-111.873,40.211,0.10576
-111.793,40.211,0.10911
-111.713,40.211,0.10176
-111.632,40.211,0.08726
-111.552,40.211,0.07284
-111.472,40.211,0.05982
-111.873,40.273,0.11048
-111.793,40.273,0.11279
-111.713,40.273,0.10542
-111.632,40.273,0.092
-111.552,40.273,0.07732
-111.873,40.335,0.11588
-111.793,40.335,0.11654
-111.713,40.335,0.10889
-111.632,40.335,0.09578
-111.552,40.335,0.08076
-112.034,40.396,0.11179
-111.953,40.396,0.1205
-111.873,40.396,0.12651
-111.793,40.396,0.1254
-111.713,40.396,0.11597
-111.632,40.396,0.1004
-112.034,40.458,0.13301
-111.953,40.458,0.14448
-111.873,40.458,0.15013
-111.793,40.458,0.14493
-111.713,40.458,0.13052
-111.632,40.458,0.10867
-112.034,40.52,0.17013
-111.953,40.52,0.19026
-111.873,40.52,0.19567
-111.793,40.52,0.18117
-111.713,40.52,0.15526
-112.034,40.582,0.2234
-111.953,40.582,0.27166
-111.873,40.582,0.27844
-111.793,40.582,0.23502
-111.713,40.582,0.18554
-112.355,40.644,0.12908
-112.274,40.644,0.15874
-112.194,40.644,0.19452
-112.114,40.644,0.23719
-112.034,40.644,0.30264
-111.953,40.644,0.4758
-111.873,40.644,0.46745
-111.793,40.644,0.31237
-111.713,40.644,0.21649
-112.355,40.705,0.15406
-112.274,40.705,0.19063
-112.194,40.705,0.23291
-112.114,40.705,0.29174
-112.034,40.705,0.37983
-111.953,40.705,0.6791
-111.873,40.705,0.5474
-111.793,40.705,0.34844
-111.713,40.705,0.22568
-112.435,40.767,0.14251
-112.355,40.767,0.17599
-112.274,40.767,0.21433
-112.194,40.767,0.26503
-112.114,40.767,0.331
-112.034,40.767,0.40458
-111.953,40.767,0.82991
-111.873,40.767,0.57545
-111.793,40.767,0.33523
-111.713,40.767,0.20528
-110.91,40.767,0.03256
-110.83,40.767,0.02791
-110.75,40.767,0.02313
-112.435,40.829,0.16425
-112.355,40.829,0.2041
-112.274,40.829,0.24279
-112.194,40.829,0.28992
-112.114,40.829,0.35338
-112.034,40.829,0.40491
-111.953,40.829,0.63762
-111.873,40.829,0.45877
-111.793,40.829,0.27625
-110.99,40.829,0.03918
-110.91,40.829,0.03385
-110.83,40.829,0.02897
-110.75,40.829,0.02429
-112.515,40.891,0.14651
-112.435,40.891,0.18975
-112.355,40.891,0.23914
-112.274,40.891,0.28065
-112.194,40.891,0.31004
-112.114,40.891,0.31429
-112.034,40.891,0.31525
-111.953,40.891,0.32757
-111.873,40.891,0.28198
-111.793,40.891,0.21294
-111.713,40.891,0.15293
-110.99,40.891,0.03953
-110.91,40.891,0.03398
-110.83,40.891,0.02929
-110.75,40.891,0.0249
-110.669,40.891,0.02028
-112.595,40.952,0.12447
-112.515,40.952,0.16861
-112.435,40.952,0.22956
-112.355,40.952,0.30375
-112.274,40.952,0.36989
-112.194,40.952,0.33333
-112.114,40.952,0.2777
-112.034,40.952,0.24985
-111.953,40.952,0.23168
-111.873,40.952,0.20028
-111.793,40.952,0.16594
-111.071,40.952,0.04469
-110.99,40.952,0.03889
-110.91,40.952,0.03371
-110.83,40.952,0.02942
-110.75,40.952,0.02546
-110.669,40.952,0.02124
-112.595,41.014,0.13597
-112.515,41.014,0.18463
-112.435,41.014,0.26233
-112.355,41.014,0.34332
-112.274,41.014,0.37781
-112.194,41.014,0.31984
-112.114,41.014,0.25844
-112.034,41.014,0.22338
-111.953,41.014,0.19156
-111.873,41.014,0.16353
-111.793,41.014,0.13909
-111.071,41.014,0.04377
-110.99,41.014,0.03866
-110.91,41.014,0.03398
-110.83,41.014,0.0301
-110.75,41.014,0.02647
-110.669,41.014,0.02264
-112.676,41.076,0.10687
-112.595,41.076,0.14853
-112.515,41.076,0.20207
-112.435,41.076,0.27708
-112.355,41.076,0.34845
-112.274,41.076,0.33757
-112.194,41.076,0.26834
-112.114,41.076,0.22814
-112.034,41.076,0.20304
-111.953,41.076,0.17537
-111.873,41.076,0.15095
-111.793,41.076,0.12754
-112.756,41.138,0.08153
-112.676,41.138,0.10955
-112.595,41.138,0.15068
-112.515,41.138,0.20408
-112.435,41.138,0.26688
-112.355,41.138,0.31795
-112.274,41.138,0.28952
-112.114,41.138,0.21292
-112.034,41.138,0.19479
-111.953,41.138,0.17092
-111.873,41.138,0.1479
-111.793,41.138,0.12425
-112.676,41.199,0.10758
-112.595,41.199,0.14677
-112.515,41.199,0.19441
-112.435,41.199,0.24569
-112.355,41.199,0.26789
-112.194,41.199,0.22257
-112.114,41.199,0.21442
-112.034,41.199,0.20235
-111.953,41.199,0.17914
-111.873,41.199,0.15267
-111.793,41.199,0.12598
-112.756,41.261,0.07592
-112.676,41.261,0.10108
-112.595,41.261,0.13666
-112.515,41.261,0.17958
-112.435,41.261,0.21101
-112.355,41.261,0.21709
-112.194,41.261,0.2137
-112.114,41.261,0.21676
-112.034,41.261,0.22262
-111.953,41.261,0.20153
-111.873,41.261,0.16649
-111.793,41.261,0.13003
-112.836,41.323,0.0523
-112.756,41.323,0.0667
-112.676,41.323,0.0856
-112.595,41.323,0.11178
-112.515,41.323,0.1415
-112.435,41.323,0.167
-112.274,41.323,0.18931
-112.194,41.323,0.20514
-112.114,41.323,0.22626
-112.034,41.323,0.24435
-111.953,41.323,0.22966
-111.873,41.323,0.18225
-111.793,41.323,0.13524
-112.836,41.385,0.04851
-112.756,41.385,0.06076
-112.676,41.385,0.0757
-112.595,41.385,0.09509
-112.515,41.385,0.11706
-112.435,41.385,0.13915
-112.274,41.385,0.1717
-112.194,41.385,0.19936
-112.114,41.385,0.2304
-112.034,41.385,0.25118
-111.953,41.385,0.2424
-111.873,41.385,0.1848
-112.836,41.446,0.04547
-112.756,41.446,0.05676
-112.676,41.446,0.06927
-112.595,41.446,0.0848
-112.515,41.446,0.10241
-112.274,41.446,0.15531
-112.194,41.446,0.18537
-112.114,41.446,0.22124
-112.034,41.446,0.24206
-111.953,41.446,0.24147
-111.873,41.446,0.18666
-112.756,41.508,0.05527
-112.274,41.508,0.13722
-112.194,41.508,0.1634
-112.114,41.508,0.19677
-112.034,41.508,0.22548
-111.953,41.508,0.24938
-111.873,41.508,0.21174
-112.274,41.57,0.126
-112.194,41.57,0.14922
-112.114,41.57,0.17543
-112.034,41.57,0.20793
-111.953,41.57,0.23032
-111.873,41.57,0.18972
-112.274,41.632,0.11266
-112.194,41.632,0.13066
-112.114,41.632,0.15355
-112.034,41.632,0.17817
-111.953,41.632,0.18485
-112.194,41.694,0.11703
-112.114,41.694,0.13677
-112.034,41.694,0.1518
-111.953,41.694,0.15262
-112.114,41.755,0.12772
-112.034,41.755,0.13924
-112.114,41.817,0.1231
-112.034,41.817,0.13358
-111.953,41.817,0.12359
-111.873,41.817,0.10584
-111.071,41.817,0.19509
-112.114,41.879,0.10605
-112.034,41.879,0.11134
-111.953,41.879,0.10914
-111.873,41.879,0.09632
-111.311,41.879,0.09998
-111.151,41.879,0.16273
-111.071,41.879,0.21467
-112.194,41.941,0.0821
-112.114,41.941,0.08579
-112.034,41.941,0.08895
-111.953,41.941,0.08961
-111.873,41.941,0.08437
-111.392,41.941,0.08387
-111.311,41.941,0.10434
-111.231,41.941,0.1329
-111.151,41.941,0.17111
-111.071,41.941,0.25769
-112.194,42.002,0.06958
-112.114,42.002,0.07166
-112.034,42.002,0.07384
-111.953,42.002,0.076
-111.873,42.002,0.07431
-111.392,42.002,0.08679
-111.311,42.002,0.11414
-111.231,42.002,0.1359
-111.151,42.002,0.17344
-111.071,42.002,0.25618
-112.114,42.064,0.06143
-112.034,42.064,0.06409
-111.953,42.064,0.06624
-111.392,42.064,0.08953
-111.311,42.064,0.11033
-111.071,42.064,0.25416
-112.509,37.383,0.01195
-112.394,37.383,0.00981
-112.623,37.471,0.01664
-112.509,37.471,0.01413
-112.394,37.471,0.01176
-112.279,37.471,0.00944
-112.853,37.56,0.02735
-112.623,37.56,0.02011
-112.509,37.56,0.0165
-112.394,37.56,0.01382
-112.279,37.56,0.01133
-113.082,37.648,0.02672
-112.968,37.648,0.03183
-112.853,37.648,0.03378
-112.738,37.648,0.03177
-112.623,37.648,0.0253
-112.509,37.648,0.01956
-112.394,37.648,0.01584
-112.279,37.648,0.01308
-113.197,37.736,0.02252
-113.082,37.736,0.02919
-112.968,37.736,0.03361
-112.853,37.736,0.03513
-112.738,37.736,0.03489
-112.623,37.736,0.03118
-112.509,37.736,0.02344
-112.394,37.736,0.01802
-112.279,37.736,0.01481
-113.197,37.824,0.02249
-113.082,37.824,0.02919
-112.968,37.824,0.03289
-112.853,37.824,0.03446
-112.738,37.824,0.03485
-112.623,37.824,0.03344
-112.509,37.824,0.02745
-113.197,37.912,0.02102
-113.082,37.912,0.0271
-112.968,37.912,0.03115
-112.853,37.912,0.03316
-112.738,37.912,0.03404
-112.623,37.912,0.03363
-112.509,37.912,0.03021
-113.197,38.001,0.01823
-113.082,38.001,0.02338
-112.968,38.001,0.02852
-112.853,38.001,0.03131
-112.738,38.001,0.03268
-112.623,38.001,0.03306
-112.509,38.001,0.03058
-113.082,38.089,0.01991
-112.968,38.089,0.02496
-112.853,38.089,0.02872
-112.738,38.089,0.03067
-112.623,38.089,0.03108
-112.509,38.089,0.02861
-113.082,38.177,0.01682
-112.968,38.177,0.02058
-112.853,38.177,0.02413
-112.738,38.177,0.02634
-112.623,38.177,0.02667
-112.509,38.177,0.02497
-112.853,38.265,0.01929
-112.738,38.265,0.02127
-111.477,39.148,0.01709
-111.362,39.148,0.01474
-111.247,39.148,0.01223
-111.935,39.236,0.02205
-111.477,39.236,0.01814
-111.362,39.236,0.01547
-111.247,39.236,0.0129
-111.133,39.236,0.01038
-112.165,39.324,0.0188
-112.05,39.324,0.02177
-111.935,39.324,0.02441
-111.821,39.324,0.02614
-111.591,39.324,0.0236
-111.477,39.324,0.01984
-111.362,39.324,0.01643
-111.247,39.324,0.01359
-111.133,39.324,0.01105
-112.165,39.412,0.02076
-112.05,39.412,0.02443
-111.935,39.412,0.02761
-111.821,39.412,0.0298
-111.706,39.412,0.03031
-111.591,39.412,0.02755
-111.477,39.412,0.02252
-111.362,39.412,0.01797
-111.247,39.412,0.0145
-111.133,39.412,0.01172
-112.165,39.5,0.02352
-112.05,39.5,0.02787
-111.935,39.5,0.03151
-111.821,39.5,0.03406
-111.706,39.5,0.03476
-111.477,39.5,0.0259
-111.362,39.5,0.01997
-111.247,39.5,0.01566
-111.133,39.5,0.01246
-112.165,39.589,0.02691
-112.05,39.589,0.03211
-111.935,39.589,0.03614
-111.821,39.589,0.03907
-111.706,39.589,0.04012
-111.591,39.589,0.03696
-111.362,39.589,0.02219
-111.247,39.589,0.01704
-112.165,39.677,0.03079
-112.05,39.677,0.03683
-111.935,39.677,0.0409
-111.821,39.677,0.04389
-111.706,39.677,0.0454
-111.591,39.677,0.04199
-112.165,39.765,0.03446
-112.05,39.765,0.04131
-111.935,39.765,0.04571
-111.821,39.765,0.04873
-111.706,39.765,0.05027
-111.591,39.765,0.04631
-112.165,39.853,0.03806
-112.05,39.853,0.04545
-111.935,39.853,0.05076
-111.821,39.853,0.0544
-111.706,39.853,0.05505
-111.591,39.853,0.05044
-111.477,39.853,0.03961
-112.165,39.941,0.04282
-112.05,39.941,0.05194
-111.935,39.941,0.0581
-111.821,39.941,0.0613
-111.706,39.941,0.06057
-111.591,39.941,0.05516
-111.477,39.941,0.0445
-111.362,39.941,0.03272
-112.165,40.03,0.0511
-112.05,40.03,0.06157
-111.935,40.03,0.07102
-111.821,40.03,0.07485
-111.706,40.03,0.07153
-111.591,40.03,0.06294
-111.477,40.03,0.04983
-111.362,40.03,0.03643
-112.623,40.118,0.02046
-112.165,40.118,0.05943
-112.05,40.118,0.07319
-111.935,40.118,0.08715
-111.821,40.118,0.0951
-111.706,40.118,0.08691
-111.591,40.118,0.07106
-111.477,40.118,0.05536
-111.362,40.118,0.03954
-111.247,40.118,0.02789
-112.853,40.206,0.01412
-112.738,40.206,0.01861
-112.623,40.206,0.02407
-112.509,40.206,0.03148
-112.05,40.206,0.08451
-111.935,40.206,0.09852
-111.821,40.206,0.10866
-111.706,40.206,0.10036
-111.591,40.206,0.07958
-111.477,40.206,0.06035
-111.362,40.206,0.04306
-111.247,40.206,0.0294
-112.968,40.294,0.01228
-112.853,40.294,0.01664
-112.738,40.294,0.02163
-112.623,40.294,0.02822
-112.509,40.294,0.0379
-112.394,40.294,0.05228
-112.165,40.294,0.0816
-112.05,40.294,0.09467
-111.935,40.294,0.10654
-111.821,40.294,0.11449
-111.706,40.294,0.10566
-111.591,40.294,0.08597
-111.477,40.294,0.06474
-111.362,40.294,0.0458
-112.968,40.383,0.01462
-112.853,40.383,0.01925
-112.738,40.383,0.02494
-112.623,40.383,0.03344
-112.509,40.383,0.04687
-112.394,40.383,0.06317
-112.279,40.383,0.07967
-112.165,40.383,0.09514
-112.05,40.383,0.10712
-111.935,40.383,0.11872
-111.821,40.383,0.12361
-111.706,40.383,0.11274
-111.591,40.383,0.09091
-111.477,40.383,0.06776
-111.362,40.383,0.04846
-112.968,40.471,0.01695
-112.853,40.471,0.02187
-112.738,40.471,0.02869
-112.623,40.471,0.04026
-112.509,40.471,0.05791
-112.394,40.471,0.07619
-112.279,40.471,0.09651
-112.165,40.471,0.11701
-112.05,40.471,0.1366
-111.935,40.471,0.15428
-111.821,40.471,0.15461
-111.706,40.471,0.13284
-111.591,40.471,0.09871
-111.477,40.471,0.06932
-112.968,40.559,0.0192
-112.853,40.559,0.02508
-112.738,40.559,0.03443
-112.623,40.559,0.0513
-112.509,40.559,0.07101
-112.394,40.559,0.09429
-112.279,40.559,0.12195
-112.165,40.559,0.15529
-112.05,40.559,0.19542
-111.935,40.559,0.24031
-111.821,40.559,0.22431
-111.706,40.559,0.1699
-111.591,40.559,0.11064
-111.477,40.559,0.07345
-112.968,40.647,0.02153
-112.853,40.647,0.02899
-112.738,40.647,0.04299
-112.623,40.647,0.06346
-112.509,40.647,0.08939
-112.394,40.647,0.11859
-112.279,40.647,0.15825
-112.165,40.647,0.21165
-112.05,40.647,0.28821
-111.935,40.647,0.53842
-111.821,40.647,0.3613
-111.706,40.647,0.21028
-111.591,40.647,0.1209
-111.477,40.647,0.07658
-111.018,40.647,0.02899
-110.903,40.647,0.02518
-110.789,40.647,0.0203
-110.674,40.647,0.01507
-112.853,40.736,0.03364
-112.738,40.736,0.05295
-112.623,40.736,0.07703
-112.509,40.736,0.10861
-112.394,40.736,0.14949
-112.279,40.736,0.19928
-112.165,40.736,0.2733
-112.05,40.736,0.37162
-111.935,40.736,0.81017
-111.821,40.736,0.41266
-111.706,40.736,0.20957
-111.591,40.736,0.11785
-111.477,40.736,0.07445
-111.133,40.736,0.04097
-111.018,40.736,0.03615
-110.903,40.736,0.03081
-110.789,40.736,0.02447
-110.674,40.736,0.01762
-110.559,40.736,0.01189
-112.738,40.824,0.06243
-112.623,40.824,0.09194
-112.509,40.824,0.13029
-112.394,40.824,0.182
-112.279,40.824,0.23759
-112.165,40.824,0.31113
-112.05,40.824,0.39148
-111.935,40.824,0.7084
-111.821,40.824,0.33212
-111.706,40.824,0.19912
-111.591,40.824,0.10421
-111.247,40.824,0.04933
-111.133,40.824,0.04628
-111.018,40.824,0.04115
-110.903,40.824,0.03339
-110.789,40.824,0.02659
-110.674,40.824,0.01957
-110.559,40.824,0.01248
-112.738,40.912,0.07175
-112.623,40.912,0.10752
-112.509,40.912,0.16087
-112.394,40.912,0.23903
-112.279,40.912,0.29394
-112.165,40.912,0.31925
-112.05,40.912,0.28889
-111.935,40.912,0.27927
-111.821,40.912,0.2129
-111.706,40.912,0.14028
-111.591,40.912,0.09119
-111.247,40.912,0.04975
-111.133,40.912,0.04887
-111.018,40.912,0.04154
-110.903,40.912,0.03347
-110.789,40.912,0.02719
-110.674,40.912,0.02088
-110.559,40.912,0.01357
-112.853,41,0.05469
-112.738,41,0.08069
-112.623,41,0.11794
-112.509,41,0.18637
-112.394,41,0.30037
-112.279,41,0.38505
-112.165,41,0.30112
-112.05,41,0.2342
-111.935,41,0.19017
-111.821,41,0.15239
-111.706,41,0.11242
-111.591,41,0.07946
-111.247,41,0.04724
-111.133,41,0.0465
-111.018,41,0.04058
-110.903,41,0.03353
-110.789,41,0.02808
-110.674,41,0.02256
-110.559,41,0.01566
-112.968,41.088,0.038
-112.853,41.088,0.05897
-112.738,41.088,0.08625
-112.623,41.088,0.13162
-112.509,41.088,0.20599
-112.394,41.088,0.3159
-112.279,41.088,0.32995
-112.165,41.088,0.2446
-112.05,41.088,0.20483
-111.935,41.088,0.168
-111.821,41.088,0.13509
-111.706,41.088,0.10019
-111.591,41.088,0.07247
-111.247,41.088,0.04485
-111.133,41.088,0.04484
-111.018,41.088,0.04079
-112.968,41.177,0.03892
-112.853,41.177,0.05774
-112.738,41.177,0.08612
-112.623,41.177,0.13362
-112.509,41.177,0.2022
-112.394,41.177,0.27828
-112.279,41.177,0.26095
-112.165,41.177,0.22314
-112.05,41.177,0.20158
-111.935,41.177,0.1688
-111.821,41.177,0.1339
-111.706,41.177,0.09792
-111.591,41.177,0.07037
-111.247,41.177,0.04369
-111.133,41.177,0.04391
-111.018,41.177,0.0422
-113.082,41.265,0.02701
-112.968,41.265,0.03788
-112.853,41.265,0.05305
-112.738,41.265,0.08044
