Long,Lat,Cetin_percent,IandY_percent,PB_Seismic_Slope_Disp_RandS,PB_Seismic_Slope_Disp_BandT
-112.249,39.671,0.530557447,0.283692929,1.705637724,3.280796123
-112.156,39.672,0.836025382,0.52845265,3.103620536,4.560299126
-112.063,39.673,1.234688353,1.20134184,6.27689141,6.9130652
-111.69,39.675,1.367382896,1.490328164,6.799380803,7.357994
-111.597,39.676,1.045467098,0.801512043,4.200395469,5.539460041
-111.503,39.676,0.814255085,0.676146698,3.309846271,4.88545243
-111.41,39.677,0.889345878,0.575738564,3.052866529,4.714687549
-111.317,39.677,0.770842006,0.476443238,2.767298173,4.502838264
-111.223,39.677,0.653818931,0.365506247,2.469186234,4.269110369
-111.13,39.677,0.539812106,0.24320465,2.168862215,4.02990535
-111.037,39.677,0.451159665,0.12927622,1.772791735,3.630242083
-110.944,39.677,0.333620651,0.182387604,1.514428753,3.365964245
-110.85,39.677,0.205810775,0,1.321752929,3.146677623
-110.757,39.677,0.287651265,0,1.05534806,2.80077508
-110.664,39.677,0.15183256,0,0.822988326,2.436172592
-110.57,39.677,0,0,0.664784532,2.187266025
-110.477,39.676,0,0,0.51755738,1.95475823
-110.384,39.676,0,0,0.5,1.800921678
-110.291,39.675,0,0,0.5,1.674336041
-110.197,39.675,0,0,0.5,1.508855397
-112.437,39.741,0.240071083,0,0.706902544,2.097778035
-112.344,39.742,0.305725789,0,1.087684041,2.592196513
-112.251,39.743,0.688965028,0.246537752,1.814002865,3.360238751
-112.157,39.744,0.974444789,0.637512164,3.391291628,4.73363695
-112.064,39.745,1.335807791,1.459599357,7.423209442,7.574228977
-111.691,39.748,1.337057033,1.453083474,7.051324796,7.401849127
-111.597,39.748,1.023380759,0.967691919,4.290594159,5.510635064
-111.504,39.748,0.821114449,0.502853014,3.121436395,4.646757089
-111.41,39.749,0.741877986,0.459562316,2.633204318,4.280896176
-111.317,39.749,0.632352476,0.360018515,2.313351108,4.025412617
-111.224,39.749,0.52369486,0.245883843,2.003954557,3.764018427
-111.13,39.749,0.402154238,0.108044183,1.797592017,3.578090632
-111.037,39.75,0.478016835,0.151726861,1.588599811,3.388571645
-110.943,39.75,0.349705473,0.199022081,1.412574664,3.209765486
-110.85,39.749,0.222085604,0,1.184903344,2.947187008
-110.757,39.749,0.104394952,0,0.948954594,2.626330174
-110.663,39.749,0.162835429,0,0.750482945,2.305715779
-110.57,39.749,0,0,0.604880416,2.076546545
-110.477,39.748,0,0,0.521011829,1.95431047
-110.383,39.748,0,0,0.5,1.783106933
-110.29,39.747,0,0,0.5,1.647650918
-110.196,39.747,0,0,0.5,1.504239397
-112.439,39.813,0.218817202,0,0.682218199,2.076448278
-112.345,39.814,0.479572324,0.188389305,1.124626757,2.617993112
-112.252,39.815,0.672355338,0.235265941,1.827083328,3.345566233
-112.159,39.816,0.959203558,0.618538178,3.414651053,4.716665571
-112.065,39.817,1.323690554,1.444973701,7.481627931,7.574365811
-111.691,39.82,1.596156111,1.657822898,9.698876192,8.866706555
-111.598,39.82,1.283926162,1.102161235,5.423645477,6.255908324
-111.504,39.821,0.913173997,0.725106392,3.73749184,5.084951319
-111.411,39.821,0.86450098,0.557176526,2.916403178,4.465723471
-111.317,39.821,0.601404699,0.330709509,2.351178265,4.0149694
-111.224,39.821,0.500905096,0.227995265,1.994383813,3.725404123
-111.13,39.822,0.579705678,0.293404461,1.848136744,3.616205105
-111.037,39.822,0.463420417,0.143483572,1.58019886,3.365445472
-110.943,39.822,0.329581649,0.184089847,1.442994687,3.240591067
-110.85,39.822,0.20385812,0,1.22263002,2.98775893
-110.756,39.821,0.296553364,0,0.938173784,2.600577943
-110.663,39.821,0.151189302,0,0.774320075,2.342511941
-110.57,39.821,0,0,0.637480394,2.126689182
-110.476,39.82,0,0,0.522990394,1.952488913
-110.383,39.82,0,0,0.5,1.785071344
-110.289,39.819,0,0,0.5,1.648741068
-110.196,39.819,0,0,0.5,1.518687148
-112.44,39.885,0.201756144,0,0.770277312,2.172142323
-112.347,39.886,0.469060452,0.183408015,1.126941669,2.615794932
-112.253,39.887,0.667231317,0.233606834,1.797793963,3.295958701
-112.16,39.888,0.963584822,0.63414735,3.2753707,4.567441956
-112.066,39.889,1.337997178,1.466831827,7.112532441,7.241872977
-111.598,39.892,1.46719017,1.565167459,8.31965764,8.037096511
-111.505,39.893,1.121862419,1.173716704,5.150593422,6.065265751
-111.411,39.893,0.93843864,0.763348615,3.641226586,4.993649674
-111.318,39.893,0.709408538,0.414682474,2.799383265,4.383634911
-111.224,39.893,0.632988242,0.359829174,2.314572676,3.998547049
-111.131,39.894,0.520525547,0.24053653,2.048162738,3.792827531
-111.037,39.894,0.420435973,0.118023519,1.753008834,3.525581426
-110.943,39.894,0.319941006,0.179767759,1.431324745,3.206393315
-110.85,39.894,0.206517016,0,1.216431777,2.957253199
-110.756,39.893,0.28726461,0,0.946381169,2.607850227
-110.663,39.893,0.149423461,0,0.749314968,2.294277865
-110.569,39.893,0,0,0.619897302,2.092499878
-110.476,39.893,0,0,0.548938595,1.992251814
-110.382,39.892,0,0,0.5,1.852601499
-110.288,39.892,0,0,0.5,1.717751705
